Date,HomeTeam,AwayTeam,FTHG,FTAG,FTR,HTHG,HTAG,HTR,Referee,HS,AS,HST,AST,HF,AF,HC,AC,HY,AY,HR,AR,season,home_rest_days_fixed,away_rest_days_fixed,rest_days_diff_fixed,home_matches_7days,away_matches_7days,home_form_3_fixed,away_form_3_fixed,form_diff_3_fixed,home_non_epl_load_7days_fixed,away_non_epl_load_7days_fixed,load_diff_7days_fixed,home_shot_accuracy,away_shot_accuracy
2016-10-22,Hull,Stoke,0,2,A,0,1,A,K Friend,9,12,2,6,16,8,5,7,2,3,0,0,2016-2017,7,7,0,2,2,0.0,2.3333333333333335,-2.3333333333333335,1,1,0,0.2,0.46153846153846156
2016-10-22,Leicester,Crystal Palace,3,1,H,1,0,H,M Oliver,17,23,4,7,10,8,8,8,0,0,0,0,2016-2017,4,7,-3,3,2,1.0,0.3333333333333333,0.6666666666666667,2,1,1,0.2222222222222222,0.2916666666666667
2016-10-22,Liverpool,West Brom,2,1,H,2,0,H,N Swarbrick,21,6,7,1,9,13,3,2,1,3,0,0,2016-2017,5,7,-2,2,2,1.6666666666666667,1.0,0.6666666666666667,1,1,0,0.3181818181818182,0.14285714285714285
2016-10-22,Swansea,Watford,0,0,D,0,0,D,P Tierney,11,10,5,2,15,16,7,2,2,1,0,0,2016-2017,7,6,1,2,2,0.0,2.3333333333333335,-2.3333333333333335,1,1,0,0.4166666666666667,0.18181818181818182
2016-10-22,West Ham,Sunderland,1,0,H,0,0,D,R Madley,20,10,3,2,10,13,6,2,2,5,0,0,2016-2017,7,7,0,2,2,2.3333333333333335,0.3333333333333333,2.0,1,1,0,0.14285714285714285,0.18181818181818182
2016-10-23,Chelsea,Man United,4,0,H,2,0,H,M Atkinson,14,16,6,5,7,17,5,7,3,2,0,0,2016-2017,8,3,5,0,3,3.0,1.6666666666666667,1.3333333333333333,0,2,-2,0.4,0.29411764705882354
2016-10-23,Man City,Southampton,1,1,D,0,1,A,M Clattenburg,14,6,3,2,11,10,10,3,3,3,0,0,2016-2017,4,3,1,1,3,0.6666666666666666,2.0,-1.3333333333333335,1,2,-1,0.2,0.2857142857142857
2016-10-29,Crystal Palace,Liverpool,2,4,A,2,3,A,A Marriner,7,17,6,10,15,5,3,3,1,2,0,0,2016-2017,7,4,3,2,3,0.0,3.0,-3.0,1,2,-1,0.75,0.5555555555555556
2016-10-29,Man United,Burnley,0,0,D,0,0,D,M Clattenburg,37,7,11,1,12,9,19,1,1,3,1,0,2016-2017,3,7,-4,3,2,1.0,2.0,-1.0,2,1,1,0.2894736842105263,0.125
2016-10-29,Middlesbrough,Bournemouth,2,0,H,1,0,H,S Attwell,10,15,3,3,3,5,4,7,1,1,0,0,2016-2017,7,7,0,2,2,0.6666666666666666,1.6666666666666667,-1.0,1,1,0,0.2727272727272727,0.1875
2016-10-29,Sunderland,Arsenal,1,4,A,0,1,A,M Atkinson,3,21,1,7,9,13,0,8,4,3,0,0,2016-2017,3,4,-1,3,3,0.0,1.6666666666666667,-1.6666666666666667,2,2,0,0.25,0.3181818181818182
2016-10-29,Tottenham,Leicester,1,1,D,1,0,H,R Madley,22,6,5,1,11,20,8,1,3,4,0,0,2016-2017,4,7,-3,3,2,0.6666666666666666,3.0,-2.3333333333333335,2,1,1,0.21739130434782608,0.14285714285714285
2016-10-29,Watford,Hull,1,0,H,0,0,D,J Moss,22,8,0,2,13,8,7,2,1,2,0,0,2016-2017,7,4,3,2,3,1.6666666666666667,1.0,0.6666666666666667,1,2,-1,0.0,0.2222222222222222
2016-10-29,West Brom,Man City,0,4,A,0,2,A,L Mason,9,21,1,8,17,10,1,7,4,3,0,0,2016-2017,7,3,4,2,3,0.3333333333333333,0.6666666666666666,-0.3333333333333333,1,2,-1,0.1,0.36363636363636365
2016-10-30,Everton,West Ham,2,0,H,0,0,D,A Taylor,17,13,6,3,15,12,8,8,2,3,0,0,2016-2017,8,4,4,0,1,0.3333333333333333,3.0,-2.6666666666666665,0,1,-1,0.3333333333333333,0.21428571428571427
2016-10-30,Southampton,Chelsea,0,2,A,0,1,A,M Jones,9,13,1,7,13,16,7,3,0,0,0,0,2016-2017,4,4,0,3,3,1.6666666666666667,2.0,-0.33333333333333326,2,2,0,0.1,0.5
2016-10-31,Stoke,Swansea,3,1,H,1,1,D,M Oliver,17,14,4,6,7,14,6,4,2,0,0,0,2016-2017,9,9,0,0,0,3.0,0.6666666666666666,2.3333333333333335,0,0,0,0.2222222222222222,0.4
2016-11-05,Bournemouth,Sunderland,1,2,A,1,1,D,M Dean,22,9,7,4,14,17,12,2,3,2,0,1,2016-2017,7,7,0,2,2,0.3333333333333333,0.0,0.3333333333333333,1,1,0,0.30434782608695654,0.4
2016-11-05,Burnley,Crystal Palace,3,2,H,2,0,H,A Taylor,14,16,7,5,11,12,4,7,1,2,0,0,2016-2017,7,7,0,2,2,1.6666666666666667,0.0,1.6666666666666667,1,1,0,0.4666666666666667,0.29411764705882354
2016-11-05,Chelsea,Everton,5,0,H,3,0,H,R Madley,21,1,9,0,5,16,4,2,0,3,0,0,2016-2017,6,6,0,2,2,2.0,2.0,0.0,1,1,0,0.4090909090909091,0.0
2016-11-05,Man City,Middlesbrough,1,1,D,1,0,H,K Friend,25,5,7,3,7,15,8,2,1,3,0,0,2016-2017,4,7,-3,3,2,3.0,2.3333333333333335,0.6666666666666665,2,1,1,0.2692307692307692,0.5
2016-11-05,West Ham,Stoke,1,1,D,0,0,D,A Marriner,9,12,2,4,11,10,6,4,4,1,0,0,2016-2017,6,5,1,2,2,1.0,3.0,-2.0,1,1,0,0.2,0.3076923076923077
2016-11-06,Arsenal,Tottenham,1,1,D,1,0,H,M Clattenburg,15,10,2,3,11,17,7,2,1,2,0,0,2016-2017,5,4,1,1,1,3.0,0.6666666666666666,2.3333333333333335,1,1,0,0.125,0.2727272727272727
2016-11-06,Hull,Southampton,2,1,H,0,1,A,G Scott,6,19,2,7,13,15,1,10,0,5,0,0,2016-2017,8,3,5,0,3,1.0,1.0,0.0,0,2,-2,0.2857142857142857,0.35
2016-11-06,Leicester,West Brom,1,2,A,0,0,D,C Pawson,5,11,2,5,8,8,5,6,0,2,0,0,2016-2017,4,8,-4,1,0,1.0,0.0,1.0,1,0,1,0.3333333333333333,0.4166666666666667
2016-11-06,Liverpool,Watford,6,1,H,3,0,H,M Oliver,28,11,17,8,14,10,6,3,1,2,0,0,2016-2017,8,8,0,0,0,3.0,2.3333333333333335,0.6666666666666665,0,0,0,0.5862068965517241,0.6666666666666666
2016-11-06,Swansea,Man United,1,3,A,0,3,A,N Swarbrick,6,9,1,3,9,16,2,0,0,2,0,0,2016-2017,6,3,3,2,1,0.3333333333333333,0.6666666666666666,-0.3333333333333333,1,1,0,0.14285714285714285,0.3
2016-11-19,Crystal Palace,Man City,1,2,A,0,1,A,R Madley,9,10,2,4,12,15,2,7,1,2,0,0,2016-2017,14,14,0,0,0,0.0,1.6666666666666667,-1.6666666666666667,0,0,0,0.2,0.36363636363636365
2016-11-19,Everton,Swansea,1,1,D,0,1,A,M Atkinson,14,5,6,3,13,12,10,3,4,2,0,0,2016-2017,14,13,1,0,0,1.0,0.0,1.0,0,0,0,0.4,0.5
2016-11-19,Man United,Arsenal,1,1,D,0,0,D,A Marriner,12,5,5,1,14,11,10,4,3,3,0,0,2016-2017,13,13,0,0,0,2.0,1.6666666666666667,0.33333333333333326,0,0,0,0.38461538461538464,0.16666666666666666
2016-11-19,Southampton,Liverpool,0,0,D,0,0,D,M Clattenburg,3,15,0,2,8,11,1,8,1,1,0,0,2016-2017,13,13,0,0,0,1.0,3.0,-2.0,0,0,0,0.0,0.125
2016-11-19,Stoke,Bournemouth,0,1,A,0,1,A,R East,14,9,6,2,17,10,3,4,3,2,0,0,2016-2017,14,14,0,0,0,1.6666666666666667,0.0,1.6666666666666667,0,0,0,0.4,0.2
2016-11-19,Sunderland,Hull,3,0,H,1,0,H,L Mason,11,17,4,7,9,8,2,8,1,0,1,0,2016-2017,14,13,1,0,0,2.0,2.0,0.0,0,0,0,0.3333333333333333,0.3888888888888889
2016-11-19,Tottenham,West Ham,3,2,H,0,1,A,M Dean,14,11,6,3,13,16,4,5,3,2,0,1,2016-2017,13,14,-1,0,0,0.6666666666666666,0.6666666666666666,0.0,0,0,0,0.4,0.25
2016-11-19,Watford,Leicester,2,1,H,2,1,H,N Swarbrick,10,10,3,2,12,18,4,6,2,3,0,0,2016-2017,13,13,0,0,0,1.0,0.3333333333333333,0.6666666666666667,0,0,0,0.2727272727272727,0.18181818181818182
2016-11-20,Middlesbrough,Chelsea,0,1,A,0,1,A,J Moss,12,13,1,3,13,10,2,3,2,3,0,0,2016-2017,15,15,0,0,0,1.6666666666666667,3.0,-1.3333333333333333,0,0,0,0.07692307692307693,0.21428571428571427
2016-11-21,West Brom,Burnley,4,0,H,3,0,H,M Jones,16,5,6,2,12,12,4,3,0,0,0,0,2016-2017,15,16,-1,0,0,2.0,2.3333333333333335,-0.3333333333333335,0,0,0,0.35294117647058826,0.3333333333333333
2016-11-26,Burnley,Man City,1,2,A,1,1,D,A Marriner,10,21,5,5,5,15,5,8,2,3,0,0,2016-2017,5,3,2,2,3,1.0,2.3333333333333335,-1.3333333333333335,1,2,-1,0.45454545454545453,0.22727272727272727
2016-11-26,Chelsea,Tottenham,2,1,H,1,1,D,M Oliver,9,12,5,6,13,16,3,8,2,1,0,0,2016-2017,6,4,2,2,3,3.0,2.0,1.0,1,2,-1,0.5,0.46153846153846156
2016-11-26,Hull,West Brom,1,1,D,0,1,A,P Tierney,10,11,4,2,7,10,2,6,3,2,0,0,2016-2017,7,5,2,2,2,1.0,3.0,-2.0,1,1,0,0.36363636363636365,0.16666666666666666
2016-11-26,Leicester,Middlesbrough,2,2,D,1,1,D,L Mason,11,6,3,2,15,12,2,3,4,4,0,0,2016-2017,4,6,-2,3,2,1.0,0.3333333333333333,0.6666666666666667,2,1,1,0.25,0.2857142857142857
2016-11-26,Liverpool,Sunderland,2,0,H,0,0,D,A Taylor,27,6,7,1,5,9,9,4,1,3,0,0,2016-2017,7,7,0,2,2,1.6666666666666667,3.0,-1.3333333333333333,1,1,0,0.25,0.14285714285714285
2016-11-26,Swansea,Crystal Palace,5,4,H,1,1,D,K Friend,18,12,9,4,12,24,10,6,4,5,0,0,2016-2017,7,7,0,2,2,0.6666666666666666,0.0,0.6666666666666666,1,1,0,0.47368421052631576,0.3076923076923077
2016-11-27,Arsenal,Bournemouth,3,1,H,1,1,D,M Jones,16,9,3,3,12,13,3,10,3,5,0,0,2016-2017,4,8,-4,1,0,1.0,2.0,-1.0,1,0,1,0.17647058823529413,0.3
2016-11-27,Man United,West Ham,1,1,D,1,1,D,J Moss,17,6,8,2,16,16,8,4,3,1,0,0,2016-2017,3,8,-5,1,0,1.6666666666666667,0.3333333333333333,1.3333333333333335,1,0,1,0.4444444444444444,0.2857142857142857
2016-11-27,Southampton,Everton,1,0,H,1,0,H,C Pawson,17,13,7,1,11,15,5,2,0,2,0,0,2016-2017,3,8,-5,1,0,0.6666666666666666,0.6666666666666666,0.0,1,0,1,0.3888888888888889,0.07142857142857142
2016-11-27,Watford,Stoke,0,1,A,0,1,A,R Madley,11,14,2,1,24,14,3,3,3,0,1,0,2016-2017,8,8,0,0,0,2.0,0.3333333333333333,1.6666666666666667,0,0,0,0.16666666666666666,0.06666666666666667
2016-12-03,Crystal Palace,Southampton,3,0,H,2,0,H,N Swarbrick,9,17,4,3,11,13,4,9,3,1,0,0,2016-2017,7,3,4,2,3,0.0,3.0,-3.0,1,2,-1,0.4,0.16666666666666666
2016-12-03,Man City,Chelsea,1,3,A,1,0,H,A Taylor,14,10,5,4,14,9,9,2,2,3,2,0,2016-2017,7,7,0,2,2,2.3333333333333335,3.0,-0.6666666666666665,1,1,0,0.3333333333333333,0.36363636363636365
2016-12-03,Stoke,Burnley,2,0,H,2,0,H,M Clattenburg,10,14,4,4,7,13,4,9,3,2,0,0,2016-2017,6,7,-1,2,2,2.0,0.0,2.0,1,1,0,0.36363636363636365,0.26666666666666666
2016-12-03,Sunderland,Leicester,2,1,H,0,0,D,A Marriner,22,17,6,5,8,12,3,4,3,1,0,0,2016-2017,7,7,0,2,2,1.0,1.6666666666666667,-0.6666666666666667,1,1,0,0.2608695652173913,0.2777777777777778
2016-12-03,Tottenham,Swansea,5,0,H,2,0,H,J Moss,28,1,15,0,11,17,5,0,0,4,0,0,2016-2017,7,7,0,2,2,0.0,2.3333333333333335,-2.3333333333333335,1,1,0,0.5172413793103449,0.0
2016-12-03,West Brom,Watford,3,1,H,2,0,H,G Scott,11,17,3,5,12,8,3,4,2,1,0,1,2016-2017,7,6,1,2,2,1.6666666666666667,1.0,0.6666666666666667,1,1,0,0.25,0.2777777777777778
2016-12-03,West Ham,Arsenal,1,5,A,0,1,A,C Pawson,10,19,3,10,10,11,3,2,3,3,0,0,2016-2017,3,3,0,3,3,0.6666666666666666,2.0,-1.3333333333333335,2,2,0,0.2727272727272727,0.5
2016-12-04,Bournemouth,Liverpool,4,3,H,0,2,A,R Madley,12,10,8,3,9,17,4,9,2,2,0,0,2016-2017,7,5,2,2,1,1.0,3.0,-2.0,1,1,0,0.6153846153846154,0.2727272727272727
2016-12-04,Everton,Man United,1,1,D,0,1,A,M Oliver,13,10,6,2,13,11,6,3,2,3,0,0,2016-2017,7,4,3,2,3,0.3333333333333333,1.6666666666666667,-1.3333333333333335,1,2,-1,0.42857142857142855,0.18181818181818182
2016-12-05,Middlesbrough,Hull,1,0,H,0,0,D,M Dean,16,6,4,2,6,11,13,7,1,1,0,0,2016-2017,9,6,3,0,1,0.6666666666666666,1.6666666666666667,-1.0,0,1,-1,0.23529411764705882,0.2857142857142857
2016-12-10,Arsenal,Stoke,3,1,H,1,1,D,L Mason,21,12,6,5,9,6,7,7,0,0,0,0,2016-2017,4,7,-3,3,2,3.0,3.0,0.0,2,1,1,0.2727272727272727,0.38461538461538464
2016-12-10,Burnley,Bournemouth,3,2,H,2,1,H,M Atkinson,16,17,7,4,14,18,4,11,2,2,0,0,2016-2017,7,6,1,2,2,0.0,2.0,-2.0,1,1,0,0.4117647058823529,0.2222222222222222
2016-12-10,Hull,Crystal Palace,3,3,D,1,0,H,M Jones,15,14,6,6,16,14,4,7,2,4,0,0,2016-2017,5,7,-2,2,2,1.0,2.0,-1.0,1,1,0,0.375,0.4
2016-12-10,Leicester,Man City,4,2,H,3,0,H,M Oliver,10,19,6,4,10,7,3,11,2,1,0,0,2016-2017,3,4,-1,3,3,0.0,0.3333333333333333,-0.3333333333333333,2,2,0,0.5454545454545454,0.2
2016-12-10,Swansea,Sunderland,3,0,H,0,0,D,C Pawson,14,11,5,2,10,8,7,4,1,2,0,0,2016-2017,7,7,0,2,2,1.0,2.0,-1.0,1,1,0,0.3333333333333333,0.16666666666666666
2016-12-10,Watford,Everton,3,2,H,1,1,D,A Taylor,11,11,6,4,11,16,2,4,2,2,0,0,2016-2017,7,6,1,2,2,0.0,0.6666666666666666,-0.6666666666666666,1,1,0,0.5,0.3333333333333333
2016-12-11,Chelsea,West Brom,1,0,H,0,0,D,M Dean,12,6,2,1,6,10,3,1,2,4,0,0,2016-2017,8,8,0,0,0,3.0,2.3333333333333335,0.6666666666666665,0,0,0,0.15384615384615385,0.14285714285714285
2016-12-11,Liverpool,West Ham,2,2,D,1,2,A,M Clattenburg,18,7,3,3,7,8,11,4,2,0,0,0,2016-2017,7,8,-1,2,0,1.0,0.0,1.0,1,0,1,0.15789473684210525,0.375
2016-12-11,Man United,Tottenham,1,0,H,1,0,H,R Madley,15,12,5,4,19,17,3,8,3,3,0,0,2016-2017,3,4,-1,3,1,1.6666666666666667,3.0,-1.3333333333333333,2,1,1,0.3125,0.3076923076923077
2016-12-11,Southampton,Middlesbrough,1,0,H,0,0,D,S Attwell,14,6,3,2,14,12,4,2,4,3,0,0,2016-2017,3,6,-3,1,2,0.3333333333333333,2.3333333333333335,-2.0,1,1,0,0.2,0.2857142857142857
2016-12-13,Bournemouth,Leicester,1,0,H,1,0,H,P Tierney,9,12,3,4,5,15,4,11,0,3,0,0,2016-2017,3,3,0,2,3,1.0,2.0,-1.0,1,2,-1,0.3,0.3076923076923077
2016-12-13,Everton,Arsenal,2,1,H,1,1,D,M Clattenburg,14,9,4,3,10,10,8,3,1,1,1,0,2016-2017,3,3,0,2,3,0.3333333333333333,3.0,-2.6666666666666665,1,2,-1,0.26666666666666666,0.3
2016-12-14,Crystal Palace,Man United,1,2,A,0,1,A,C Pawson,6,16,3,6,16,10,1,8,2,2,0,0,2016-2017,4,3,1,2,3,1.6666666666666667,3.0,-1.3333333333333333,1,2,-1,0.42857142857142855,0.35294117647058826
2016-12-14,Man City,Watford,2,0,H,1,0,H,K Friend,13,5,7,2,16,20,5,2,1,2,0,0,2016-2017,4,4,0,2,2,0.3333333333333333,2.0,-1.6666666666666667,1,1,0,0.5,0.3333333333333333
2016-12-14,Middlesbrough,Liverpool,0,3,A,0,1,A,J Moss,8,15,3,4,11,14,5,2,1,0,0,0,2016-2017,3,3,0,2,2,1.0,0.6666666666666666,0.33333333333333337,1,1,0,0.3333333333333333,0.25
2016-12-14,Stoke,Southampton,0,0,D,0,0,D,A Taylor,5,15,3,4,9,10,3,11,1,2,1,0,2016-2017,4,3,1,2,3,1.0,2.3333333333333335,-1.3333333333333335,1,2,-1,0.5,0.25
2016-12-14,Sunderland,Chelsea,0,1,A,0,1,A,N Swarbrick,8,19,3,6,15,10,5,5,3,2,0,0,2016-2017,4,3,1,2,2,1.0,3.0,-2.0,1,1,0,0.3333333333333333,0.3
2016-12-14,Tottenham,Hull,3,0,H,1,0,H,A Marriner,27,10,9,5,6,14,5,5,0,2,0,0,2016-2017,3,4,-1,3,2,1.0,0.6666666666666666,0.33333333333333337,2,1,1,0.32142857142857145,0.45454545454545453
2016-12-14,West Brom,Swansea,3,1,H,0,0,D,M Oliver,13,8,4,4,8,8,0,11,0,0,0,0,2016-2017,3,4,-1,2,2,1.0,2.0,-1.0,1,1,0,0.2857142857142857,0.4444444444444444
2016-12-14,West Ham,Burnley,1,0,H,1,0,H,R Madley,20,8,7,2,12,15,6,1,0,2,0,0,2016-2017,3,4,-1,2,2,0.6666666666666666,2.0,-1.3333333333333335,1,1,0,0.3333333333333333,0.2222222222222222
2016-12-17,Crystal Palace,Chelsea,0,1,A,0,1,A,J Moss,6,13,2,6,12,15,5,3,2,3,0,0,2016-2017,3,3,0,4,4,0.3333333333333333,3.0,-2.6666666666666665,2,2,0,0.2857142857142857,0.42857142857142855
2016-12-17,Middlesbrough,Swansea,3,0,H,2,0,H,N Swarbrick,10,14,4,2,10,11,3,8,1,0,0,0,2016-2017,3,3,0,4,4,0.0,1.0,-1.0,2,2,0,0.36363636363636365,0.13333333333333333
2016-12-17,Stoke,Leicester,2,2,D,2,0,H,C Pawson,16,14,7,8,9,12,9,9,2,6,0,1,2016-2017,3,4,-1,4,4,0.6666666666666666,1.0,-0.33333333333333337,2,2,0,0.4117647058823529,0.5333333333333333
2016-12-17,Sunderland,Watford,1,0,H,0,0,D,R Madley,12,9,4,4,10,9,4,11,1,2,0,0,2016-2017,3,3,0,4,4,0.0,1.0,-1.0,2,2,0,0.3076923076923077,0.4
2016-12-17,West Brom,Man United,0,2,A,0,1,A,A Taylor,10,10,1,5,9,13,2,3,3,3,0,0,2016-2017,3,3,0,4,4,2.0,3.0,-1.0,2,2,0,0.09090909090909091,0.45454545454545453
2016-12-17,West Ham,Hull,1,0,H,0,0,D,L Mason,18,16,6,5,13,9,10,6,2,4,0,0,2016-2017,3,3,0,4,4,2.3333333333333335,0.3333333333333333,2.0,2,2,0,0.3157894736842105,0.29411764705882354
2016-12-18,Bournemouth,Southampton,1,3,A,1,1,D,M Clattenburg,10,14,5,8,6,12,7,4,0,2,0,0,2016-2017,5,4,1,2,4,2.0,1.6666666666666667,0.33333333333333326,1,2,-1,0.45454545454545453,0.5333333333333333
2016-12-18,Man City,Arsenal,2,1,H,0,1,A,M Atkinson,14,6,5,1,9,13,8,1,4,2,0,0,2016-2017,4,5,-1,2,2,2.0,1.0,1.0,1,1,0,0.3333333333333333,0.14285714285714285
2016-12-18,Tottenham,Burnley,2,1,H,1,1,D,K Friend,30,5,9,2,10,11,11,2,1,2,0,0,2016-2017,4,4,0,4,2,2.0,1.0,1.0,2,1,1,0.2903225806451613,0.3333333333333333
2016-12-19,Everton,Liverpool,0,1,A,0,0,D,M Dean,6,11,1,4,13,9,1,6,3,1,0,0,2016-2017,6,5,1,2,2,2.0,2.3333333333333335,-0.3333333333333335,1,1,0,0.14285714285714285,0.3333333333333333
2016-12-26,Arsenal,West Brom,1,0,H,0,0,D,N Swarbrick,26,3,11,1,11,7,6,5,2,1,0,0,2016-2017,8,9,-1,0,0,0.0,1.0,-1.0,0,0,0,0.4074074074074074,0.25
2016-12-26,Burnley,Middlesbrough,1,0,H,0,0,D,C Pawson,6,8,4,2,17,18,7,3,6,5,0,0,2016-2017,8,9,-1,0,0,0.0,2.0,-2.0,0,0,0,0.5714285714285714,0.2222222222222222
2016-12-26,Chelsea,Bournemouth,3,0,H,1,0,H,M Jones,14,7,4,3,13,14,5,5,1,1,0,0,2016-2017,9,8,1,0,0,3.0,1.0,2.0,0,0,0,0.26666666666666666,0.375
2016-12-26,Hull,Man City,0,3,A,0,0,D,R Madley,10,16,3,6,11,14,4,7,1,0,0,0,2016-2017,9,8,1,0,0,0.0,3.0,-3.0,0,0,0,0.2727272727272727,0.35294117647058826
2016-12-26,Leicester,Everton,0,2,A,0,0,D,S Attwell,7,8,2,3,14,7,3,4,3,0,0,0,2016-2017,9,7,2,0,2,0.6666666666666666,1.0,-0.33333333333333337,0,1,-1,0.25,0.3333333333333333
2016-12-26,Man United,Sunderland,3,1,H,1,0,H,M Atkinson,26,7,9,4,6,9,5,5,1,1,0,0,2016-2017,9,9,0,0,0,3.0,2.0,1.0,0,0,0,0.3333333333333333,0.5
2016-12-26,Swansea,West Ham,1,4,A,0,1,A,A Marriner,14,14,7,7,10,12,8,4,0,0,0,0,2016-2017,9,9,0,0,0,0.0,3.0,-3.0,0,0,0,0.4666666666666667,0.4666666666666667
2016-12-26,Watford,Crystal Palace,1,1,D,0,1,A,M Clattenburg,9,10,3,4,18,17,7,3,2,4,0,0,2016-2017,9,9,0,0,0,0.0,0.0,0.0,0,0,0,0.3,0.36363636363636365
2016-12-27,Liverpool,Stoke,4,1,H,2,1,H,M Oliver,20,6,6,2,9,6,8,2,0,1,0,0,2016-2017,8,10,-2,0,0,3.0,1.0,2.0,0,0,0,0.2857142857142857,0.2857142857142857
2016-12-28,Southampton,Tottenham,1,4,A,1,1,D,M Dean,9,17,2,5,7,16,2,10,1,4,1,0,2016-2017,10,10,0,0,0,2.3333333333333335,3.0,-0.6666666666666665,0,0,0,0.2,0.2777777777777778
2016-12-30,Hull,Everton,2,2,D,1,1,D,J Moss,13,20,4,7,10,13,5,5,2,2,0,0,2016-2017,4,4,0,2,2,0.0,2.0,-2.0,1,1,0,0.2857142857142857,0.3333333333333333
2016-12-31,Burnley,Sunderland,4,1,H,1,0,H,G Scott,16,11,6,3,10,8,6,2,1,1,0,0,2016-2017,5,5,0,2,2,2.0,1.0,1.0,1,1,0,0.35294117647058826,0.25
2016-12-31,Chelsea,Stoke,4,2,H,1,0,H,R Madley,18,5,7,2,12,10,8,3,3,2,0,0,2016-2017,5,4,1,2,2,3.0,0.3333333333333333,2.6666666666666665,1,1,0,0.3684210526315789,0.3333333333333333
2016-12-31,Leicester,West Ham,1,0,H,1,0,H,A Taylor,12,25,4,5,11,8,7,7,5,3,0,0,2016-2017,5,5,0,2,2,0.3333333333333333,3.0,-2.6666666666666665,1,1,0,0.3076923076923077,0.19230769230769232
2016-12-31,Liverpool,Man City,1,0,H,1,0,H,C Pawson,5,9,1,2,12,12,4,6,2,1,0,0,2016-2017,4,5,-1,2,2,3.0,3.0,0.0,1,1,0,0.16666666666666666,0.2
2016-12-31,Man United,Middlesbrough,2,1,H,0,0,D,L Mason,32,9,12,2,9,14,12,2,1,1,0,0,2016-2017,5,5,0,2,2,3.0,1.0,2.0,1,1,0,0.36363636363636365,0.2
2016-12-31,Southampton,West Brom,1,2,A,1,1,D,M Jones,10,7,1,3,13,17,8,3,1,3,1,0,2016-2017,3,5,-2,2,2,1.0,0.0,1.0,1,1,0,0.09090909090909091,0.375
2016-12-31,Swansea,Bournemouth,0,3,A,0,2,A,K Friend,14,11,5,6,14,9,4,3,2,0,0,0,2016-2017,5,5,0,2,2,0.0,0.0,0.0,1,1,0,0.3333333333333333,0.5
2017-01-01,Arsenal,Crystal Palace,2,0,H,1,0,H,A Marriner,22,7,7,4,9,7,8,4,1,1,0,0,2016-2017,6,6,0,2,2,2.0,0.6666666666666666,1.3333333333333335,1,1,0,0.30434782608695654,0.5
2017-01-01,Watford,Tottenham,1,4,A,0,3,A,M Oliver,6,19,2,6,11,6,0,3,3,0,0,0,2016-2017,6,4,2,2,2,0.6666666666666666,3.0,-2.3333333333333335,1,1,0,0.2857142857142857,0.3
2017-01-02,Everton,Southampton,3,0,H,0,0,D,K Friend,17,12,6,3,5,14,10,8,0,1,0,0,2016-2017,3,2,1,4,4,1.6666666666666667,0.0,1.6666666666666667,2,2,0,0.3333333333333333,0.23076923076923078
2017-01-02,Man City,Burnley,2,1,H,0,0,D,L Mason,14,11,3,3,11,11,8,8,4,3,1,0,2016-2017,2,2,0,4,4,1.0,3.0,-2.0,2,2,0,0.2,0.25
2017-01-02,Middlesbrough,Leicester,0,0,D,0,0,D,R Madley,9,10,1,4,10,9,2,2,3,0,0,0,2016-2017,2,2,0,4,4,0.0,2.0,-2.0,2,2,0,0.1,0.36363636363636365
2017-01-02,Sunderland,Liverpool,2,2,D,1,1,D,A Taylor,10,21,5,15,10,10,2,5,2,3,0,0,2016-2017,2,2,0,4,4,0.0,3.0,-3.0,2,2,0,0.45454545454545453,0.6818181818181818
2017-01-02,West Brom,Hull,3,1,H,0,1,A,M Clattenburg,8,17,5,6,5,4,7,9,0,0,0,0,2016-2017,2,3,-1,4,4,2.0,0.6666666666666666,1.3333333333333335,2,2,0,0.5555555555555556,0.3333333333333333
2017-01-02,West Ham,Man United,0,2,A,0,0,D,M Dean,8,13,2,6,9,13,2,1,1,2,1,0,2016-2017,2,2,0,4,4,1.0,3.0,-2.0,2,2,0,0.2222222222222222,0.42857142857142855
2017-01-03,Bournemouth,Arsenal,3,3,D,2,0,H,M Oliver,12,14,6,4,10,12,4,7,3,3,1,0,2016-2017,3,2,1,2,2,2.0,3.0,-1.0,1,1,0,0.46153846153846156,0.26666666666666666
2017-01-03,Crystal Palace,Swansea,1,2,A,0,1,A,P Tierney,7,11,3,4,13,14,4,5,2,1,0,0,2016-2017,2,3,-1,2,2,0.3333333333333333,0.0,0.3333333333333333,1,1,0,0.375,0.3333333333333333
2017-01-03,Stoke,Watford,2,0,H,1,0,H,N Swarbrick,17,9,5,2,10,15,7,6,1,2,0,0,2016-2017,3,2,1,4,2,0.0,0.3333333333333333,-0.3333333333333333,2,1,1,0.2777777777777778,0.2
2017-01-04,Tottenham,Chelsea,2,0,H,1,0,H,M Atkinson,9,11,2,2,9,8,1,6,3,2,0,0,2016-2017,3,4,-1,4,2,3.0,3.0,0.0,2,1,1,0.2,0.16666666666666666
2017-01-14,Burnley,Southampton,1,0,H,0,0,D,P Tierney,9,20,3,5,14,14,2,7,1,2,0,0,2016-2017,7,3,4,1,2,0.3333333333333333,1.3333333333333333,-1.0,1,2,-1,0.3,0.23809523809523808
