Date,HomeTeam,AwayTeam,FTR,HS,AS,HST,AST,HF,AF,HC,AC,HY,AY,HR,AR,shot_difference,shot_on_target_difference,home_shot_accuracy,away_shot_accuracy,shot_pressure_ratio,cards_difference,discipline_advantage,foul_difference,home_foul_ratio,corner_difference,home_corner_ratio,home_momentum,away_momentum,momentum_difference,home_form_points,away_form_points,form_difference,home_rest_days,away_rest_days,rest_days_difference,home_team_strength,away_team_strength,strength_difference,total_fouls,total_corners
20/12/2020,Man United,Leeds,H,26,17,14,3,6,6,11,13,1,0,0,0,9,11,0.5185185185185185,0.16666666666666666,0.5909090909090909,1,-1,0,0.46153846153846156,-2,0.44,7.9,9.6,-1.700000000000001,13.0,13.0,0.0,3.0,4.0,-1.0,0.6089108910891089,-0.1538461538461538,0.7627570449352628,12,24
20/12/2020,West Brom,Aston Villa,A,1,19,1,10,14,8,1,7,1,2,1,0,-18,-9,0.5,0.5,0.0476190476190476,1,-1,6,0.6086956521739131,-6,0.1111111111111111,7.0,8.0,-1.0,13.0,13.0,0.0,5.0,3.0,2.0,-0.4960629921259842,-0.7701149425287356,0.2740519504027513,22,8
21/12/2020,Burnley,Wolves,H,10,15,4,3,11,15,1,7,2,1,0,0,-5,1,0.36363636363636365,0.1875,0.3846153846153846,1,-1,-4,0.4074074074074074,-6,0.1111111111111111,5.800000000000001,9.1,-3.3000000000000007,11.0,13.0,-2.0,4.0,6.0,-2.0,-0.3719512195121951,0.0898876404494382,-0.4618388599616333,26,8
21/12/2020,Chelsea,West Ham,H,11,6,7,0,11,6,5,4,0,0,0,0,5,7,0.5833333333333334,0.0,0.6111111111111112,0,0,5,0.6111111111111112,1,0.5,9.2,8.0,1.1999999999999993,13.0,13.0,0.0,6.0,5.0,1.0,0.6551724137931034,-0.167487684729064,0.8226600985221675,17,9
26/12/2020,Leicester,Man United,D,10,9,2,4,10,17,5,0,2,1,0,0,1,-2,0.18181818181818182,0.4,0.5,1,-1,-7,0.35714285714285715,5,0.8333333333333334,10.0,8.8,1.1999999999999993,15.0,13.0,2.0,6.0,6.0,0.0,0.25,0.625615763546798,-0.375615763546798,27,5
26/12/2020,Aston Villa,Crystal Palace,H,21,13,10,6,18,16,4,4,1,4,1,0,8,4,0.45454545454545453,0.42857142857142855,0.6,-1,1,2,0.5142857142857142,0,0.4444444444444444,8.4,6.2,2.2,13.0,11.0,2.0,6.0,7.0,-1.0,-0.7272727272727273,-0.3039215686274509,-0.4233511586452763,34,8
26/12/2020,Fulham,Southampton,D,10,3,1,2,15,12,6,3,2,0,0,0,7,-1,0.09090909090909091,0.5,0.7142857142857143,2,-2,3,0.5357142857142857,3,0.6,4.2,7.9,-3.7,9.0,13.0,-4.0,7.0,7.0,0.0,-1.0961538461538465,-0.1519607843137254,-0.9441930618401208,27,9
26/12/2020,Arsenal,Chelsea,H,15,19,7,3,13,10,7,9,2,1,0,0,-4,4,0.4375,0.15,0.4285714285714285,1,-1,3,0.5416666666666666,-2,0.4117647058823529,7.9,8.600000000000001,-0.7000000000000011,13.0,13.0,0.0,7.0,5.0,2.0,0.5343137254901961,0.6666666666666666,-0.1323529411764705,23,16
26/12/2020,Man City,Newcastle,H,11,7,6,2,5,12,7,3,2,2,0,0,4,4,0.5,0.25,0.5789473684210527,0,0,-7,0.2777777777777778,4,0.6363636363636364,7.2,7.0,0.2000000000000001,11.0,13.0,-2.0,7.0,7.0,0.0,1.458128078817734,-0.3636363636363636,1.8217644424540975,17,10
26/12/2020,Sheffield United,Everton,A,10,7,2,3,11,10,6,3,2,4,0,0,3,-1,0.18181818181818182,0.375,0.5555555555555556,-2,2,1,0.5,3,0.6,7.0,8.2,-1.1999999999999993,13.0,13.0,0.0,6.0,7.0,-1.0,-0.3269230769230769,0.0490196078431372,-0.3759426847662142,21,9
27/12/2020,Wolves,Tottenham,D,11,6,6,3,20,13,9,2,4,1,0,0,5,3,0.5,0.42857142857142855,0.6111111111111112,3,-3,7,0.5882352941176471,7,0.75,9.5,7.4,2.0999999999999996,15.0,11.0,4.0,6.0,7.0,-1.0,0.0777777777777777,0.9068627450980392,-0.8290849673202614,33,11
27/12/2020,Liverpool,West Brom,D,17,5,2,3,8,5,8,3,0,1,0,0,12,-1,0.1111111111111111,0.5,0.7391304347826086,-1,1,3,0.5714285714285714,5,0.6666666666666666,7.9,7.4,0.5,11.0,13.0,-2.0,8.0,7.0,1.0,1.1323529411764706,-0.515625,1.6479779411764706,13,11
27/12/2020,Leeds,Burnley,H,11,14,4,6,8,14,4,12,0,3,0,0,-3,-2,0.3333333333333333,0.4,0.4230769230769231,-3,3,-6,0.34782608695652173,-8,0.23529411764705882,10.0,6.6,3.4000000000000004,15.0,11.0,4.0,7.0,6.0,1.0,-0.4285714285714285,-0.3636363636363636,-0.0649350649350649,22,16
27/12/2020,West Ham,Brighton,D,11,13,4,4,6,8,5,4,0,0,0,0,-2,0,0.3333333333333333,0.2857142857142857,0.44,0,0,-2,0.4,1,0.5,7.4,5.5,1.9000000000000004,13.0,9.0,4.0,6.0,7.0,-1.0,-0.1813725490196078,-0.515625,0.3342524509803921,14,9
28/12/2020,Crystal Palace,Leicester,D,4,17,1,3,10,7,2,5,0,1,0,0,-13,-2,0.2,0.16666666666666666,0.1818181818181818,-1,1,3,0.5555555555555556,-3,0.25,7.0,7.5,-0.5,11.0,13.0,-2.0,2.0,2.0,0.0,-0.3170731707317073,0.248780487804878,-0.5658536585365854,17,7
28/12/2020,Chelsea,Aston Villa,D,16,10,5,2,16,3,11,4,3,1,0,0,6,3,0.29411764705882354,0.18181818181818182,0.5925925925925926,2,-2,13,0.8,7,0.6875,9.5,8.8,0.6999999999999993,15.0,13.0,2.0,2.0,2.0,0.0,0.6536585365853659,-0.6853932584269663,1.3390517950123322,19,15
29/12/2020,Brighton,Arsenal,A,13,11,2,3,11,4,5,4,2,0,0,0,2,-1,0.14285714285714285,0.25,0.52,2,-2,7,0.6875,1,0.5,4.7,8.3,-3.6000000000000005,9.0,13.0,-4.0,2.0,3.0,-1.0,-0.5116279069767442,0.5414634146341464,-1.0530913216108906,15,9
29/12/2020,Burnley,Sheffield United,H,5,7,3,3,13,17,3,5,1,2,0,0,-2,0,0.5,0.375,0.3846153846153846,-1,1,-4,0.41935483870967744,-2,0.3333333333333333,7.4,7.4,0.0,11.0,13.0,-2.0,2.0,3.0,-1.0,-0.3674698795180723,-0.3396226415094339,-0.0278472380086383,30,8
29/12/2020,Southampton,West Ham,D,8,8,3,3,16,15,4,3,3,1,0,0,0,0,0.3333333333333333,0.3333333333333333,0.4705882352941176,2,-2,1,0.5,1,0.5,5.800000000000001,5.800000000000001,0.0,11.0,11.0,0.0,3.0,2.0,1.0,-0.1512195121951219,-0.1804878048780487,0.0292682926829268,31,7
29/12/2020,West Brom,Leeds,A,4,14,1,6,7,10,3,10,0,1,0,0,-10,-5,0.2,0.4,0.2105263157894736,-1,1,-3,0.3888888888888889,-7,0.21428571428571427,5.800000000000001,10.0,-4.199999999999999,11.0,15.0,-4.0,2.0,2.0,0.0,-0.5116279069767442,-0.3333333333333333,-0.1782945736434109,17,13
29/12/2020,Man United,Wolves,H,11,9,3,5,11,7,2,2,1,1,0,0,2,-2,0.25,0.5,0.5238095238095238,0,0,4,0.5789473684210527,0,0.4,7.2,7.5,-0.2999999999999998,11.0,13.0,-2.0,3.0,2.0,1.0,0.6225490196078431,0.0769230769230769,0.5456259426847663,18,4
30/12/2020,Newcastle,Liverpool,D,8,11,2,4,9,13,5,12,2,3,0,0,-3,-2,0.2222222222222222,0.3333333333333333,0.4,-1,1,-4,0.391304347826087,-7,0.2777777777777778,7.4,7.2,0.2000000000000001,13.0,11.0,2.0,4.0,3.0,1.0,-0.3734939759036144,1.1268292682926828,-1.5003232441962973,22,17
01/01/2021,Everton,West Ham,A,10,11,2,5,9,7,5,4,2,0,0,0,-1,-3,0.18181818181818182,0.4166666666666667,0.4545454545454545,2,-2,2,0.5294117647058824,1,0.5,8.600000000000001,4.6,4.000000000000002,13.0,9.0,4.0,6.0,3.0,3.0,0.0536585365853658,-0.1796116504854369,0.2332701870708027,16,9
01/01/2021,Man United,Aston Villa,H,19,5,9,5,22,10,5,10,4,0,0,0,14,4,0.45,0.8333333333333334,0.76,4,-4,12,0.6666666666666666,-5,0.3125,8.0,7.2,0.7999999999999998,11.0,11.0,0.0,3.0,4.0,-1.0,0.624390243902439,-0.6777777777777778,1.3021680216802167,32,15
02/01/2021,Crystal Palace,Sheffield United,H,9,7,4,2,8,18,3,6,1,3,0,0,2,2,0.4,0.25,0.5294117647058824,-2,2,-10,0.2962962962962963,-3,0.3,5.800000000000001,7.800000000000001,-2.0,9.0,13.0,-4.0,5.0,4.0,1.0,-0.3155339805825243,-0.3518518518518518,0.0363178712693275,26,9
02/01/2021,West Brom,Arsenal,A,7,21,3,12,7,4,3,5,1,2,0,0,-14,-9,0.375,0.5454545454545454,0.2413793103448276,-1,1,3,0.5833333333333334,-2,0.3333333333333333,6.6,8.7,-2.0999999999999996,11.0,13.0,-2.0,4.0,4.0,0.0,-0.5461538461538461,0.5436893203883495,-1.0898431665421957,11,8
02/01/2021,Tottenham,Leeds,H,20,18,7,5,15,13,3,5,2,1,1,0,2,2,0.3333333333333333,0.2631578947368421,0.5128205128205128,3,-3,2,0.5172413793103449,-2,0.3333333333333333,6.2,9.5,-3.3,11.0,15.0,-4.0,6.0,4.0,2.0,0.902439024390244,0.0,0.902439024390244,28,8
02/01/2021,Brighton,Wolves,D,13,11,4,4,13,8,5,8,2,1,0,0,2,0,0.2857142857142857,0.3333333333333333,0.52,1,-1,5,0.5909090909090909,-3,0.35714285714285715,6.4,7.4,-1.0,9.0,13.0,-4.0,4.0,4.0,0.0,-0.5153846153846153,0.0652173913043478,-0.5806020066889631,21,13
03/01/2021,Newcastle,Leicester,A,8,9,2,3,10,11,3,6,0,2,0,0,-1,-1,0.2222222222222222,0.3,0.4444444444444444,-2,2,-1,0.45454545454545453,-3,0.3,5.800000000000001,5.9,-0.0999999999999996,11.0,11.0,0.0,4.0,6.0,-2.0,-0.3712574850299401,0.2475728155339805,-0.6188303005639206,21,9
03/01/2021,Chelsea,Man City,A,9,18,2,6,11,10,5,3,3,1,0,0,-9,-4,0.2,0.3157894736842105,0.3214285714285714,2,-2,1,0.5,2,0.5555555555555556,8.0,8.0,0.0,13.0,11.0,2.0,6.0,8.0,-2.0,0.6504854368932039,1.46078431372549,-0.8102988768322862,21,8
04/01/2021,Southampton,Liverpool,H,7,17,3,1,5,12,1,10,1,3,0,0,-10,2,0.375,0.05555555555555555,0.28,-2,2,-7,0.2777777777777778,-9,0.08333333333333333,4.6,5.5,-0.9000000000000004,9.0,9.0,0.0,6.0,5.0,1.0,-0.1504854368932038,1.1213592233009708,-1.2718446601941746,17,11
12/01/2021,Sheffield United,Newcastle,H,17,7,4,3,13,12,5,2,2,3,0,1,10,1,0.2222222222222222,0.375,0.68,-3,3,1,0.5,3,0.625,8.2,6.6,1.5999999999999996,13.0,11.0,2.0,10.0,9.0,1.0,-0.3818181818181818,-0.375,-0.0068181818181818,25,7
12/01/2021,Burnley,Man United,A,11,13,0,7,15,13,3,4,1,2,0,0,-2,-7,0.0,0.5,0.44,-1,1,2,0.5172413793103449,-1,0.375,8.2,8.3,-0.1000000000000014,13.0,13.0,0.0,14.0,11.0,3.0,-0.3592814371257485,0.6262135922330098,-0.9854950293587584,28,7
12/01/2021,Wolves,Everton,A,12,5,3,3,6,11,6,5,2,2,0,0,7,0,0.23076923076923078,0.5,0.6666666666666666,0,0,-5,0.3333333333333333,1,0.5,5.800000000000001,9.0,-3.1999999999999993,11.0,15.0,-4.0,10.0,11.0,-1.0,0.064516129032258,0.0485436893203883,0.0159724397118697,17,11
13/01/2021,Tottenham,Fulham,D,15,15,6,4,13,15,6,5,1,2,0,0,0,2,0.375,0.25,0.4838709677419355,-1,1,-2,0.4482758620689655,1,0.5,7.0,3.4000000000000004,3.5999999999999996,11.0,7.0,4.0,11.0,18.0,-7.0,0.912621359223301,-1.0754716981132075,1.9880930573365083,28,11
13/01/2021,Man City,Brighton,H,16,5,6,1,4,12,8,4,0,2,0,0,11,5,0.35294117647058826,0.16666666666666666,0.7272727272727273,-2,2,-8,0.23529411764705882,4,0.6153846153846154,8.3,5.1000000000000005,3.2,11.0,7.0,4.0,10.0,11.0,-1.0,1.4634146341463414,-0.5114503816793893,1.9748650158257308,16,12
14/01/2021,Arsenal,Crystal Palace,D,11,12,4,2,10,11,7,3,1,1,0,0,-1,2,0.3333333333333333,0.15384615384615385,0.4583333333333333,0,0,-1,0.45454545454545453,4,0.6363636363636364,9.6,7.0,2.6000000000000014,13.0,11.0,2.0,12.0,12.0,0.0,0.5603864734299517,-0.3043478260869565,0.8647342995169083,21,10
16/01/2021,Fulham,Chelsea,A,10,21,3,6,11,10,1,12,2,3,1,0,-11,-3,0.2727272727272727,0.2727272727272727,0.3125,1,-1,1,0.5,-11,0.07142857142857142,3.0,7.9,-4.9,5.0,13.0,-8.0,3.0,13.0,-10.0,-1.0555555555555556,0.6376811594202898,-1.6932367149758454,21,13
16/01/2021,West Ham,Burnley,H,15,10,4,2,12,9,7,4,2,1,0,0,5,2,0.25,0.18181818181818182,0.5769230769230769,1,-1,3,0.5454545454545454,3,0.5833333333333334,5.8,8.600000000000001,-2.8000000000000016,9.0,13.0,-4.0,15.0,4.0,11.0,-0.1739130434782608,-0.3630952380952381,0.1891821946169772,21,11
16/01/2021,Leicester,Southampton,H,16,8,5,3,10,11,2,5,2,2,0,0,8,2,0.29411764705882354,0.3333333333333333,0.64,0,0,-1,0.45454545454545453,-3,0.25,6.2,5.8,0.4000000000000003,11.0,9.0,2.0,13.0,12.0,1.0,0.251207729468599,-0.144927536231884,0.3961352657004831,21,7
16/01/2021,Wolves,West Brom,A,23,12,6,5,10,14,11,0,2,1,0,0,11,1,0.25,0.38461538461538464,0.6388888888888888,1,-1,-4,0.4,11,0.9166666666666666,6.6,7.4,-0.8000000000000007,11.0,11.0,0.0,4.0,14.0,-10.0,0.0531914893617021,-0.5725190839694656,0.6257105733311678,24,11
16/01/2021,Leeds,Brighton,A,7,7,2,2,8,9,5,2,1,1,0,0,0,0,0.25,0.25,0.4666666666666667,0,0,-1,0.4444444444444444,3,0.625,9.5,6.2,3.3,15.0,9.0,6.0,14.0,3.0,11.0,-0.1764705882352941,-0.5151515151515151,0.338680926916221,17,7
17/01/2021,Sheffield United,Tottenham,A,15,14,5,5,13,4,5,7,4,0,0,0,1,0,0.3125,0.3333333333333333,0.5,4,-4,9,0.7222222222222222,-2,0.38461538461538464,8.600000000000001,6.300000000000001,2.3000000000000007,13.0,11.0,2.0,5.0,4.0,1.0,-0.3571428571428571,0.9082125603864736,-1.265355417529331,17,12
17/01/2021,Liverpool,Man United,D,17,8,3,4,15,6,7,3,2,1,0,0,9,-1,0.16666666666666666,0.4444444444444444,0.6538461538461539,1,-1,9,0.6818181818181818,4,0.6363636363636364,6.7,8.7,-1.9999999999999991,11.0,13.0,-2.0,13.0,5.0,8.0,1.1111111111111112,0.6280193236714976,0.4830917874396135,21,10
17/01/2021,Man City,Crystal Palace,H,13,2,6,0,9,8,11,1,0,0,0,0,11,6,0.42857142857142855,0.0,0.8125,0,0,1,0.5,10,0.8461538461538461,9.1,5.800000000000001,3.3000000000000007,13.0,11.0,2.0,4.0,3.0,1.0,1.4611650485436891,-0.3028846153846153,1.7640496639283048,17,12
18/01/2021,Arsenal,Newcastle,H,20,4,6,1,9,8,7,2,0,0,0,0,16,5,0.2857142857142857,0.2,0.8,0,0,1,0.5,5,0.7,7.5,7.4,0.0999999999999996,13.0,11.0,2.0,4.0,6.0,-2.0,0.5576923076923077,-0.378698224852071,0.9363905325443788,17,9
19/01/2021,West Ham,West Brom,H,14,6,6,2,10,10,3,1,0,1,0,0,8,4,0.4,0.2857142857142857,0.6666666666666666,-1,1,0,0.47619047619047616,2,0.6,7.0,8.2,-1.1999999999999993,11.0,13.0,-2.0,3.0,3.0,0.0,-0.1682692307692307,-0.5606060606060606,0.3923368298368297,20,4
19/01/2021,Leicester,Chelsea,H,8,9,6,5,7,16,6,3,1,3,0,0,-1,1,0.6666666666666666,0.5,0.4444444444444444,-2,2,-9,0.2916666666666667,3,0.6,7.5,8.8,-1.3000000000000007,11.0,13.0,-2.0,3.0,3.0,0.0,0.2596153846153846,0.6394230769230769,-0.3798076923076922,23,9
20/01/2021,Man City,Aston Villa,H,28,11,9,4,10,9,16,2,0,2,0,0,17,5,0.3103448275862069,0.3333333333333333,0.7,-2,2,1,0.5,14,0.8421052631578947,10.0,7.0,3.0,15.0,11.0,4.0,3.0,19.0,-16.0,1.4734299516908214,-0.6813186813186813,2.1547486330095027,19,18
20/01/2021,Fulham,Man United,A,12,15,5,5,6,10,2,8,3,1,0,0,-3,0,0.38461538461538464,0.3125,0.4285714285714285,2,-2,-4,0.35294117647058826,-6,0.18181818181818182,5.0,7.1000000000000005,-2.1000000000000005,7.0,11.0,-4.0,4.0,3.0,1.0,-1.0545454545454545,0.625,-1.6795454545454545,16,10
21/01/2021,Liverpool,Burnley,A,27,6,6,4,11,8,12,0,2,1,0,0,21,2,0.21428571428571427,0.5714285714285714,0.7941176470588235,1,-1,3,0.55,12,0.9230769230769231,5.5,9.0,-3.5,9.0,15.0,-6.0,4.0,5.0,-1.0,1.1057692307692308,-0.3668639053254438,1.4726331360946747,19,12
23/01/2021,Aston Villa,Newcastle,H,14,7,5,1,9,18,5,4,0,3,0,0,7,4,0.3333333333333333,0.125,0.6363636363636364,-3,3,-9,0.32142857142857145,1,0.5,7.800000000000001,8.2,-0.3999999999999986,13.0,13.0,0.0,3.0,5.0,-2.0,-0.6956521739130435,-0.3941176470588235,-0.3015345268542199,27,9
26/01/2021,Newcastle,Leeds,A,22,9,5,2,10,15,9,5,1,3,0,0,13,3,0.21739130434782608,0.2,0.6875,-2,2,-5,0.38461538461538464,4,0.6,8.600000000000001,9.5,-0.8999999999999986,13.0,15.0,-2.0,3.0,10.0,-7.0,-0.4035087719298245,-0.2222222222222222,-0.1812865497076023,25,14
26/01/2021,West Brom,Man City,A,4,18,1,7,8,8,3,8,2,0,0,0,-14,-6,0.2,0.3684210526315789,0.1739130434782608,2,-2,0,0.47058823529411764,-5,0.25,8.600000000000001,10.0,-1.3999999999999986,13.0,15.0,-2.0,7.0,6.0,1.0,-0.5639097744360902,1.4759615384615383,-2.039871312897629,16,11
26/01/2021,Crystal Palace,West Ham,A,6,17,3,7,9,8,3,4,0,0,0,0,-11,-4,0.42857142857142855,0.3888888888888889,0.25,0,0,1,0.5,-1,0.375,6.6,8.3,-1.700000000000001,11.0,11.0,0.0,9.0,7.0,2.0,-0.3205741626794258,-0.1626794258373205,-0.1578947368421052,17,7
26/01/2021,Southampton,Arsenal,A,13,9,5,5,11,6,4,5,1,2,0,0,4,0,0.35714285714285715,0.5,0.5652173913043478,-1,1,5,0.6111111111111112,-1,0.4,7.0,8.4,-1.4000000000000004,11.0,13.0,-2.0,10.0,8.0,2.0,-0.1538461538461538,0.569377990430622,-0.7232241442767758,17,9
27/01/2021,Burnley,Aston Villa,H,10,18,5,10,16,7,2,4,1,0,0,0,-8,-5,0.45454545454545453,0.5263157894736842,0.3448275862068966,1,-1,9,0.6666666666666666,-2,0.2857142857142857,9.0,8.2,0.8000000000000007,15.0,13.0,2.0,6.0,4.0,2.0,-0.3588235294117647,-0.6666666666666666,0.3078431372549019,23,6
27/01/2021,Chelsea,Wolves,D,14,4,5,0,14,7,13,1,1,1,0,0,10,5,0.3333333333333333,0.0,0.7368421052631579,0,0,7,0.6363636363636364,12,0.8666666666666667,8.7,8.4,0.2999999999999989,13.0,11.0,2.0,8.0,11.0,-3.0,0.6267942583732058,0.0421052631578947,0.584688995215311,21,14
27/01/2021,Brighton,Fulham,D,16,10,5,3,10,14,10,0,2,1,0,0,6,2,0.29411764705882354,0.2727272727272727,0.5925925925925926,1,-1,-4,0.4,10,0.9090909090909091,7.4,7.1000000000000005,0.2999999999999998,11.0,9.0,2.0,11.0,7.0,4.0,-0.5037593984962406,-1.0535714285714286,0.549812030075188,24,10
27/01/2021,Everton,Leicester,D,8,19,2,6,12,10,5,11,1,1,0,0,-11,-4,0.2222222222222222,0.3,0.2857142857142857,0,0,2,0.5217391304347826,-6,0.29411764705882354,9.0,7.800000000000001,1.1999999999999993,15.0,11.0,4.0,15.0,8.0,7.0,0.0531400966183574,0.2679425837320574,-0.2148024871136999,22,16
27/01/2021,Man United,Sheffield United,A,16,5,4,3,10,12,7,2,1,1,0,0,11,1,0.23529411764705882,0.5,0.7272727272727273,0,0,-2,0.43478260869565216,5,0.7,7.4,9.5,-2.0999999999999996,13.0,15.0,-2.0,7.0,10.0,-3.0,0.6267942583732058,-0.3859649122807017,1.0127591706539074,22,9
28/01/2021,Tottenham,Liverpool,A,3,14,2,7,9,11,1,2,1,2,0,0,-11,-5,0.5,0.4666666666666667,0.1666666666666666,-1,1,-2,0.42857142857142855,-1,0.25,7.6,7.2,0.3999999999999994,11.0,9.0,2.0,11.0,7.0,4.0,0.9134615384615384,1.0956937799043065,-0.1822322414427678,20,3
30/01/2021,Southampton,Aston Villa,A,20,8,5,4,12,11,7,1,1,0,0,0,12,1,0.23809523809523808,0.4444444444444444,0.6896551724137931,1,-1,1,0.5,6,0.7777777777777778,7.800000000000001,9.1,-1.3000000000000007,11.0,13.0,-2.0,4.0,3.0,1.0,-0.1626794258373205,-0.6702127659574468,0.5075333401201263,23,8
30/01/2021,Everton,Newcastle,A,11,13,3,3,13,6,7,12,3,4,0,0,-2,0,0.25,0.21428571428571427,0.44,-1,1,7,0.65,-5,0.35,7.0,9.0,-2.0,13.0,15.0,-2.0,3.0,4.0,-1.0,0.0528846153846153,-0.4069767441860465,0.4598613595706619,19,19
30/01/2021,Crystal Palace,Wolves,H,11,6,2,4,7,10,1,6,1,2,0,0,5,-2,0.16666666666666666,0.5714285714285714,0.6111111111111112,-1,1,-3,0.3888888888888889,-5,0.125,7.4,6.7,0.7000000000000002,11.0,11.0,0.0,4.0,3.0,1.0,-0.3238095238095238,0.0416666666666666,-0.3654761904761905,17,7
30/01/2021,Man City,Sheffield United,H,10,4,5,1,7,10,10,0,0,3,0,0,6,4,0.45454545454545453,0.2,0.6666666666666666,-3,3,-3,0.3888888888888889,10,0.9090909090909091,10.0,9.5,0.5,15.0,15.0,0.0,4.0,3.0,1.0,1.492822966507177,-0.3620689655172414,1.8548919320244184,17,10
30/01/2021,West Brom,Fulham,D,5,12,3,7,9,10,2,3,1,0,0,0,-7,-4,0.5,0.5384615384615384,0.2777777777777778,1,-1,-1,0.45,-1,0.3333333333333333,9.0,5.800000000000001,3.1999999999999993,15.0,9.0,6.0,4.0,3.0,1.0,-0.5970149253731343,-1.0350877192982455,0.4380727939251114,19,5
30/01/2021,Arsenal,Man United,D,17,14,3,3,9,16,4,7,1,3,0,0,3,0,0.16666666666666666,0.2,0.53125,-2,2,-7,0.34615384615384615,-3,0.3333333333333333,8.3,8.3,0.0,13.0,13.0,0.0,4.0,3.0,1.0,0.5761904761904761,0.6190476190476191,-0.0428571428571429,25,11
31/01/2021,Brighton,Tottenham,H,16,8,5,4,11,11,9,2,2,1,0,0,8,1,0.29411764705882354,0.4444444444444444,0.64,1,-1,0,0.4782608695652174,7,0.75,6.2,7.4,-1.2000000000000002,11.0,11.0,0.0,4.0,3.0,1.0,-0.5,0.8995215311004785,-1.3995215311004785,22,11
31/01/2021,West Ham,Liverpool,A,8,14,2,5,7,8,6,5,2,0,0,0,-6,-3,0.2222222222222222,0.3333333333333333,0.3478260869565217,2,-2,-1,0.4375,1,0.5,9.6,8.4,1.200000000000001,13.0,11.0,2.0,5.0,3.0,2.0,-0.1571428571428571,1.1,-1.2571428571428571,15,11
31/01/2021,Chelsea,Burnley,H,19,1,8,0,7,9,4,2,0,1,0,0,18,8,0.4,0.0,0.9047619047619048,-1,1,-2,0.4117647058823529,2,0.5714285714285714,7.1000000000000005,9.0,-1.8999999999999997,11.0,15.0,-4.0,4.0,4.0,0.0,0.6238095238095238,-0.3508771929824561,0.97468671679198,16,6
31/01/2021,Leicester,Leeds,A,18,8,8,7,17,16,6,4,0,3,0,0,10,1,0.42105263157894735,0.7777777777777778,0.6666666666666666,-3,3,1,0.5,2,0.5454545454545454,7.1000000000000005,9.0,-1.8999999999999997,11.0,15.0,-4.0,4.0,5.0,-1.0,0.2666666666666666,-0.1578947368421052,0.4245614035087719,33,10
02/02/2021,Sheffield United,West Brom,H,14,8,6,4,11,9,9,2,2,1,0,0,6,2,0.4,0.4444444444444444,0.6086956521739131,1,-1,2,0.5238095238095238,7,0.75,9.0,7.0,2.0,15.0,13.0,2.0,3.0,3.0,0.0,-0.3728813559322034,-0.5925925925925926,0.2197112366603891,20,11
02/02/2021,Wolves,Arsenal,H,11,9,7,3,11,8,9,6,3,2,0,2,2,4,0.5833333333333334,0.3,0.5238095238095238,-3,3,3,0.55,3,0.5625,7.0,7.2,-0.2000000000000001,11.0,11.0,0.0,3.0,3.0,0.0,0.0309278350515463,0.5734597156398105,-0.5425318805882641,19,15
02/02/2021,Man United,Southampton,H,24,3,14,1,11,6,5,3,2,3,0,2,21,13,0.56,0.25,0.8571428571428571,-5,5,5,0.6111111111111112,2,0.5555555555555556,6.7,9.1,-2.4000000000000012,11.0,13.0,-2.0,3.0,3.0,0.0,0.6161137440758294,-0.1666666666666666,0.782780410742496,17,8
02/02/2021,Newcastle,Crystal Palace,A,21,6,5,3,14,11,9,1,1,3,0,0,15,2,0.22727272727272727,0.42857142857142855,0.75,-2,2,3,0.5384615384615384,8,0.8181818181818182,9.5,8.2,1.3000000000000007,15.0,13.0,2.0,3.0,3.0,0.0,-0.3930635838150289,-0.3175355450236967,-0.0755280387913322,25,10
03/02/2021,Burnley,Man City,A,2,17,0,6,8,5,1,3,2,1,0,0,-15,-6,0.0,0.3333333333333333,0.1,1,-1,3,0.5714285714285714,-2,0.2,9.0,10.0,-1.0,15.0,15.0,0.0,3.0,4.0,-1.0,-0.3604651162790697,1.4904761904761905,-1.8509413067552605,13,4
03/02/2021,Fulham,Leicester,A,8,9,1,5,17,10,5,2,3,1,0,0,-1,-4,0.1111111111111111,0.5,0.4444444444444444,2,-2,7,0.6071428571428571,3,0.625,5.0,7.9,-2.9000000000000004,9.0,13.0,-4.0,4.0,3.0,1.0,-1.0172413793103448,0.2559241706161137,-1.2731655499264585,27,7
03/02/2021,Leeds,Everton,A,16,10,7,6,12,12,7,1,2,3,0,0,6,1,0.4117647058823529,0.5454545454545454,0.5925925925925926,-1,1,0,0.48,6,0.7777777777777778,9.0,7.4,1.5999999999999996,15.0,13.0,2.0,3.0,4.0,-1.0,-0.05,0.0430622009569378,-0.0930622009569378,24,8
03/02/2021,Aston Villa,West Ham,A,9,20,2,10,11,15,7,3,1,1,0,0,-11,-8,0.2,0.47619047619047616,0.3,0,0,-4,0.4074074074074074,4,0.6363636363636364,9.5,9.5,0.0,15.0,15.0,0.0,4.0,3.0,1.0,-0.6526315789473685,-0.1658767772511848,-0.4867548016961836,26,10
03/02/2021,Liverpool,Brighton,A,11,13,1,4,12,6,6,3,1,0,0,0,-2,-3,0.08333333333333333,0.2857142857142857,0.44,1,-1,6,0.631578947368421,3,0.6,9.2,7.5,1.6999999999999993,13.0,11.0,2.0,3.0,3.0,0.0,1.104265402843602,-0.4888888888888889,1.5931542917324908,18,9
