Date,HomeTeam,AwayTeam,FTR,HS,AS,HST,AST,HF,AF,HC,AC,HY,AY,HR,AR,shot_difference,shot_on_target_difference,home_shot_accuracy,away_shot_accuracy,shot_pressure_ratio,cards_difference,discipline_advantage,foul_difference,home_foul_ratio,corner_difference,home_corner_ratio,home_momentum,away_momentum,momentum_difference,home_form_points,away_form_points,form_difference,home_rest_days,away_rest_days,rest_days_difference,home_team_strength,away_team_strength,strength_difference,total_fouls,total_corners
18/09/2016,Watford,Man United,H,10,15,5,2,14,19,5,7,3,4,0,0,-5,3,0.45454545454545453,0.125,0.3846153846153846,-1,1,-5,0.4117647058823529,-2,0.38461538461538464,7.800000000000001,10.0,-2.1999999999999993,11.0,15.0,-4.0,8.0,8.0,0.0,-0.2619047619047619,0.4285714285714285,-0.6904761904761905,33,12
18/09/2016,Tottenham,Sunderland,H,31,6,9,2,7,16,14,1,1,5,0,1,25,7,0.28125,0.2857142857142857,0.8157894736842105,-6,6,-9,0.2916666666666667,13,0.875,7.6,7.0,0.5999999999999996,11.0,11.0,0.0,8.0,6.0,2.0,0.9285714285714286,-0.4523809523809524,1.380952380952381,23,15
18/09/2016,Crystal Palace,Stoke,H,14,11,8,4,15,9,10,5,2,1,0,0,3,4,0.5333333333333333,0.3333333333333333,0.5384615384615384,1,-1,6,0.6,5,0.625,8.4,8.2,0.200000000000001,13.0,13.0,0.0,8.0,8.0,0.0,-0.3095238095238095,-0.5238095238095238,0.2142857142857143,24,15
18/09/2016,Southampton,Swansea,H,19,9,6,3,14,9,7,1,1,1,0,0,10,3,0.3,0.3,0.6551724137931034,0,0,5,0.5833333333333334,6,0.7777777777777778,7.1,6.6000000000000005,0.4999999999999991,11.0,11.0,0.0,8.0,7.0,1.0,0.3571428571428571,-0.2857142857142857,0.6428571428571428,23,8
24/09/2016,Bournemouth,Everton,H,12,13,1,2,10,14,5,3,2,2,0,0,-1,-1,0.07692307692307693,0.14285714285714285,0.4615384615384615,0,0,-4,0.4,2,0.5555555555555556,7.800000000000001,9.6,-1.8000000000000007,13.0,13.0,0.0,7.0,7.0,0.0,-0.6511627906976745,0.2558139534883721,-0.9069767441860466,24,8
24/09/2016,Liverpool,Hull,H,32,2,12,1,8,8,13,2,1,2,0,1,30,11,0.36363636363636365,0.3333333333333333,0.9142857142857144,-3,3,0,0.47058823529411764,11,0.8125,8.3,7.4,0.9000000000000004,13.0,13.0,0.0,8.0,7.0,1.0,0.3720930232558139,-0.2,0.5720930232558139,16,15
24/09/2016,Man United,Leicester,H,16,10,7,3,9,12,8,6,0,2,0,0,6,4,0.4117647058823529,0.2727272727272727,0.5925925925925926,-2,2,-3,0.4090909090909091,2,0.5333333333333333,10.0,8.7,1.3000000000000007,15.0,13.0,2.0,6.0,7.0,-1.0,0.3720930232558139,0.7441860465116279,-0.3720930232558139,21,14
24/09/2016,Middlesbrough,Tottenham,A,6,19,2,5,14,9,2,10,2,1,0,0,-13,-3,0.2857142857142857,0.25,0.2307692307692307,1,-1,5,0.5833333333333334,-8,0.15384615384615385,7.4,8.4,-1.0,11.0,11.0,0.0,7.0,6.0,1.0,-0.4,0.9302325581395348,-1.330232558139535,23,12
24/09/2016,Stoke,West Brom,D,12,9,2,3,9,13,6,6,3,4,0,0,3,-1,0.15384615384615385,0.3,0.5454545454545454,-1,1,-4,0.391304347826087,0,0.46153846153846156,8.600000000000001,7.800000000000001,0.8000000000000007,13.0,13.0,0.0,6.0,7.0,-1.0,-0.5813953488372093,-0.3023255813953488,-0.2790697674418605,22,12
24/09/2016,Sunderland,Crystal Palace,A,11,20,4,4,15,12,3,5,0,2,0,0,-9,0,0.3333333333333333,0.19047619047619047,0.34375,-2,2,3,0.5357142857142857,-2,0.3333333333333333,7.800000000000001,8.8,-1.0,13.0,13.0,0.0,6.0,6.0,0.0,-0.4651162790697674,-0.2325581395348837,-0.2325581395348837,27,8
24/09/2016,Swansea,Man City,A,13,18,5,4,15,9,2,7,2,4,0,0,-5,1,0.35714285714285715,0.21052631578947367,0.40625,-2,2,6,0.6,-5,0.2,7.4,10.0,-2.5999999999999996,13.0,15.0,-2.0,6.0,7.0,-1.0,-0.3023255813953488,0.9534883720930232,-1.255813953488372,24,9
24/09/2016,Arsenal,Chelsea,H,14,9,5,2,9,11,9,1,0,2,0,0,5,3,0.3333333333333333,0.2,0.5833333333333334,-2,2,-2,0.42857142857142855,8,0.8181818181818182,9.2,8.4,0.7999999999999989,13.0,13.0,0.0,7.0,8.0,-1.0,0.7906976744186046,0.2325581395348837,0.5581395348837209,20,10
25/09/2016,West Ham,Southampton,A,13,18,1,9,9,14,6,2,5,2,0,0,-5,-8,0.07142857142857142,0.47368421052631576,0.40625,3,-3,-5,0.375,4,0.6666666666666666,10.0,8.4,1.5999999999999996,15.0,11.0,4.0,8.0,7.0,1.0,0.1860465116279069,0.3720930232558139,-0.1860465116279069,23,8
26/09/2016,Burnley,Watford,H,13,12,4,3,11,15,7,6,1,3,0,0,1,1,0.2857142857142857,0.23076923076923078,0.5,-2,2,-4,0.4074074074074074,1,0.5,7.4,9.1,-1.700000000000001,13.0,13.0,0.0,9.0,8.0,1.0,-1.0,-0.2093023255813953,-0.7906976744186046,26,13
30/09/2016,Everton,Crystal Palace,D,13,10,3,2,16,11,10,9,5,4,0,0,3,1,0.21428571428571427,0.18181818181818182,0.5416666666666666,1,-1,5,0.5714285714285714,1,0.5,9.5,9.2,0.3000000000000007,15.0,13.0,2.0,6.0,6.0,0.0,0.2272727272727272,-0.2045454545454545,0.4318181818181818,27,19
01/10/2016,Watford,Bournemouth,D,17,11,7,2,17,12,4,5,3,4,0,0,6,5,0.3888888888888889,0.16666666666666666,0.5862068965517241,-1,1,5,0.5666666666666667,-1,0.4,9.0,8.2,0.8000000000000007,15.0,13.0,2.0,5.0,7.0,-2.0,-0.25,-0.6136363636363636,0.3636363636363636,29,9
01/10/2016,West Ham,Middlesbrough,D,19,9,2,3,13,12,4,5,2,3,0,0,10,-1,0.1,0.3,0.6551724137931034,-1,1,1,0.5,-1,0.4,10.0,8.2,1.8000000000000007,15.0,13.0,2.0,6.0,7.0,-1.0,0.1136363636363636,-0.5,0.6136363636363636,25,9
01/10/2016,Sunderland,West Brom,D,7,17,2,7,7,13,6,5,1,3,0,0,-10,-5,0.25,0.3888888888888889,0.28,-2,2,-6,0.3333333333333333,1,0.5,8.2,6.2,1.9999999999999991,13.0,11.0,2.0,7.0,7.0,0.0,-0.4772727272727273,-0.2954545454545454,-0.1818181818181818,20,11
01/10/2016,Hull,Chelsea,A,8,22,3,9,13,15,5,7,2,2,0,0,-14,-6,0.3333333333333333,0.391304347826087,0.2580645161290322,0,0,-2,0.4482758620689655,-2,0.38461538461538464,7.800000000000001,8.8,-1.0,13.0,13.0,0.0,7.0,7.0,0.0,-0.8333333333333334,0.1590909090909091,-0.9924242424242424,28,12
01/10/2016,Swansea,Liverpool,A,8,18,3,6,11,9,3,10,2,2,0,0,-10,-3,0.3333333333333333,0.3157894736842105,0.2962962962962963,0,0,2,0.5238095238095238,-7,0.21428571428571427,7.800000000000001,9.2,-1.3999999999999986,13.0,13.0,0.0,7.0,7.0,0.0,-0.3409090909090909,0.4545454545454545,-0.7954545454545454,20,13
02/10/2016,Burnley,Arsenal,A,10,18,1,3,2,3,2,6,0,0,0,0,-8,-2,0.09090909090909091,0.15789473684210525,0.3448275862068966,0,0,-1,0.3333333333333333,-4,0.2222222222222222,7.800000000000001,9.6,-1.8000000000000007,13.0,13.0,0.0,6.0,8.0,-2.0,-0.5,0.8409090909090909,-1.3409090909090908,5,8
02/10/2016,Leicester,Southampton,D,9,11,1,5,9,9,3,6,1,0,0,0,-2,-4,0.1,0.4166666666666667,0.4285714285714285,1,-1,0,0.47368421052631576,-3,0.3,8.600000000000001,9.2,-0.5999999999999979,13.0,13.0,0.0,8.0,7.0,1.0,0.6590909090909091,0.4318181818181818,0.2272727272727272,18,9
02/10/2016,Man United,Stoke,D,24,7,9,6,14,9,13,2,3,0,0,0,17,3,0.36,0.75,0.75,3,-3,5,0.5833333333333334,11,0.8125,9.5,7.5,2.0,15.0,13.0,2.0,8.0,8.0,0.0,0.4318181818181818,-0.5681818181818182,1.0,23,15
02/10/2016,Tottenham,Man City,H,13,12,7,6,20,10,4,3,2,2,0,0,1,1,0.5,0.46153846153846156,0.5,0,0,10,0.6451612903225806,1,0.5,9.2,10.0,-0.8000000000000007,13.0,15.0,-2.0,8.0,8.0,0.0,0.9318181818181818,0.9772727272727272,-0.0454545454545455,30,7
15/10/2016,Stoke,Sunderland,H,18,11,6,1,10,13,6,4,1,1,0,0,7,5,0.3157894736842105,0.08333333333333333,0.6,0,0,-3,0.4166666666666667,2,0.5454545454545454,5.4,6.6000000000000005,-1.2000000000000002,11.0,11.0,0.0,13.0,14.0,-1.0,-0.5555555555555556,-0.4666666666666667,-0.0888888888888889,23,10
15/10/2016,Man City,Everton,D,19,3,8,2,7,9,13,1,0,2,0,0,16,6,0.4,0.5,0.8260869565217391,-2,2,-2,0.4117647058823529,12,0.8666666666666667,10.0,7.5,2.5,15.0,13.0,2.0,13.0,15.0,-2.0,0.9111111111111112,0.2222222222222222,0.6888888888888889,16,14
15/10/2016,Crystal Palace,West Ham,A,12,12,3,4,12,13,7,6,1,3,0,1,0,-1,0.23076923076923078,0.3076923076923077,0.48,-4,4,-1,0.46153846153846156,1,0.5,7.1000000000000005,8.0,-0.8999999999999995,11.0,13.0,-2.0,15.0,14.0,1.0,-0.2,0.1111111111111111,-0.3111111111111111,25,13
15/10/2016,West Brom,Tottenham,D,8,20,4,8,14,10,5,8,2,2,0,0,-12,-4,0.4444444444444444,0.38095238095238093,0.2758620689655172,0,0,4,0.56,-3,0.35714285714285715,5.0,9.6,-4.600000000000001,9.0,13.0,-4.0,14.0,13.0,1.0,-0.2888888888888888,0.9555555555555556,-1.2444444444444445,24,13
15/10/2016,Bournemouth,Hull,H,22,11,10,4,8,14,5,4,0,3,0,0,11,6,0.43478260869565216,0.3333333333333333,0.6470588235294118,-3,3,-6,0.34782608695652173,1,0.5,6.6000000000000005,8.2,-1.5999999999999988,11.0,13.0,-2.0,14.0,14.0,0.0,-0.6,-1.0,0.4,22,9
15/10/2016,Arsenal,Swansea,H,16,13,6,6,7,10,5,6,0,1,1,0,3,0,0.35294117647058826,0.42857142857142855,0.5333333333333333,1,-1,-3,0.3888888888888889,-1,0.4166666666666667,10.0,8.2,1.8000000000000007,15.0,13.0,2.0,13.0,14.0,-1.0,0.8444444444444444,-0.3555555555555555,1.2,17,11
15/10/2016,Chelsea,Leicester,H,16,5,6,0,6,12,8,5,1,1,0,0,11,6,0.35294117647058826,0.0,0.7272727272727273,0,0,-6,0.3157894736842105,3,0.5714285714285714,8.7,7.0,1.6999999999999993,13.0,13.0,0.0,14.0,13.0,1.0,0.2,0.6444444444444445,-0.4444444444444445,18,13
16/10/2016,Middlesbrough,Watford,A,10,4,3,2,15,10,4,6,4,1,0,0,6,1,0.2727272727272727,0.4,0.6666666666666666,3,-3,5,0.5769230769230769,-2,0.36363636363636365,6.6000000000000005,7.5,-0.8999999999999995,11.0,13.0,-2.0,15.0,15.0,0.0,-0.4285714285714285,-0.2444444444444444,-0.1841269841269841,25,10
16/10/2016,Southampton,Burnley,H,34,6,14,1,11,10,8,4,1,2,0,0,28,13,0.4,0.14285714285714285,0.8292682926829268,-1,1,1,0.5,4,0.6153846153846154,7.6,8.2,-0.5999999999999988,11.0,13.0,-2.0,14.0,14.0,0.0,0.4222222222222222,-0.5714285714285714,0.9936507936507936,21,12
17/10/2016,Liverpool,Man United,D,9,7,3,1,14,20,3,1,0,4,0,0,2,2,0.3,0.125,0.5294117647058824,-4,4,-6,0.4,2,0.6,9.6,8.0,1.6000000000000014,13.0,13.0,0.0,16.0,15.0,1.0,0.4666666666666667,0.4222222222222222,0.0444444444444444,34,4
22/10/2016,Arsenal,Middlesbrough,D,9,11,5,4,6,13,8,3,1,0,0,0,-2,1,0.5,0.3333333333333333,0.4285714285714285,1,-1,-7,0.3,5,0.6666666666666666,10.0,7.4,2.5999999999999996,15.0,13.0,2.0,7.0,6.0,1.0,0.8478260869565217,-0.5,1.3478260869565215,19,11
22/10/2016,Bournemouth,Tottenham,D,8,16,1,4,10,15,7,4,2,4,0,0,-8,-3,0.1111111111111111,0.23529411764705882,0.32,-2,2,-5,0.38461538461538464,3,0.5833333333333334,7.9,8.0,-0.0999999999999996,13.0,13.0,0.0,7.0,7.0,0.0,-0.4782608695652174,0.9347826086956522,-1.4130434782608696,25,11
22/10/2016,Burnley,Everton,H,9,20,3,8,16,15,2,8,2,3,0,0,-11,-5,0.3,0.38095238095238093,0.3,-1,1,1,0.5,-6,0.18181818181818182,8.600000000000001,5.4,3.200000000000001,13.0,11.0,2.0,6.0,7.0,-1.0,-0.75,0.217391304347826,-0.967391304347826,31,10
22/10/2016,Hull,Stoke,A,9,12,2,6,16,8,5,7,2,3,0,0,-3,-4,0.2,0.46153846153846156,0.4090909090909091,-1,1,8,0.64,-2,0.38461538461538464,8.600000000000001,6.7,1.9000000000000012,13.0,11.0,2.0,7.0,7.0,0.0,-1.5,-0.5,-1.0,24,12
22/10/2016,Leicester,Crystal Palace,H,17,23,4,7,10,8,8,8,0,0,0,0,-6,-3,0.2222222222222222,0.2916666666666667,0.4146341463414634,0,0,2,0.5263157894736842,0,0.47058823529411764,7.4,7.9,-0.5,13.0,13.0,0.0,7.0,7.0,0.0,0.5652173913043478,-0.217391304347826,0.7826086956521738,18,16
22/10/2016,Liverpool,West Brom,H,21,6,7,1,9,13,3,2,1,3,0,0,15,6,0.3181818181818182,0.14285714285714285,0.75,-2,2,-4,0.391304347826087,1,0.5,8.0,4.2,3.8,13.0,9.0,4.0,5.0,7.0,-2.0,0.4565217391304347,-0.2826086956521739,0.7391304347826086,22,5
22/10/2016,Swansea,Watford,D,11,10,5,2,15,16,7,2,2,1,0,0,1,3,0.4166666666666667,0.18181818181818182,0.5,1,-1,-1,0.46875,5,0.7,8.600000000000001,7.4,1.200000000000001,13.0,13.0,0.0,7.0,6.0,1.0,-0.3695652173913043,-0.217391304347826,-0.1521739130434782,31,9
22/10/2016,West Ham,Sunderland,H,20,10,3,2,10,13,6,2,2,5,0,0,10,1,0.14285714285714285,0.18181818181818182,0.6451612903225806,-3,3,-3,0.4166666666666667,4,0.6666666666666666,7.9,7.4,0.5,13.0,13.0,0.0,7.0,7.0,0.0,0.1304347826086956,-0.5,0.6304347826086957,23,8
23/10/2016,Chelsea,Man United,H,14,16,6,5,7,17,5,7,3,2,0,0,-2,1,0.4,0.29411764705882354,0.4516129032258064,1,-1,-10,0.28,-2,0.38461538461538464,9.6,6.4,3.200000000000001,13.0,11.0,2.0,8.0,6.0,2.0,0.2608695652173913,0.4130434782608695,-0.1521739130434782,24,12
23/10/2016,Man City,Southampton,D,14,6,3,2,11,10,10,3,3,3,0,0,8,1,0.2,0.2857142857142857,0.6666666666666666,0,0,1,0.5,7,0.7142857142857143,8.0,8.4,-0.4000000000000003,13.0,13.0,0.0,8.0,7.0,1.0,0.8913043478260869,0.4565217391304347,0.4347826086956521,21,13
29/10/2016,Watford,Hull,H,22,8,0,2,13,8,7,2,1,2,0,0,14,-2,0.0,0.2222222222222222,0.7096774193548387,-1,1,5,0.5909090909090909,5,0.7,5.800000000000001,9.0,-3.1999999999999993,11.0,15.0,-4.0,7.0,7.0,0.0,-0.2127659574468085,-1.5555555555555556,1.342789598108747,21,9
29/10/2016,West Brom,Man City,A,9,21,1,8,17,10,1,7,4,3,0,0,-12,-7,0.1,0.36363636363636365,0.2903225806451613,1,-1,7,0.6071428571428571,-6,0.1111111111111111,5.4,5.9,-0.5,9.0,11.0,-2.0,7.0,6.0,1.0,-0.2978723404255319,0.8723404255319149,-1.1702127659574468,27,8
29/10/2016,Tottenham,Leicester,D,22,6,5,1,11,20,8,1,3,4,0,0,16,4,0.21739130434782608,0.14285714285714285,0.7586206896551724,-1,1,-9,0.34375,7,0.8,6.4,7.800000000000001,-1.4000000000000004,11.0,13.0,-2.0,7.0,7.0,0.0,0.9148936170212766,0.5957446808510638,0.3191489361702128,31,9
29/10/2016,Middlesbrough,Bournemouth,H,10,15,3,3,3,5,4,7,1,1,0,0,-5,0,0.2727272727272727,0.1875,0.3846153846153846,0,0,-2,0.3333333333333333,-3,0.3333333333333333,5.800000000000001,6.300000000000001,-0.5,11.0,11.0,0.0,7.0,7.0,0.0,-0.4444444444444444,-0.4680851063829787,0.0236406619385343,8,11
29/10/2016,Man United,Burnley,D,37,7,11,1,12,9,19,1,1,3,1,0,30,10,0.2894736842105263,0.125,0.8222222222222222,0,0,3,0.5454545454545454,18,0.9047619047619048,7.2,9.0,-1.7999999999999998,11.0,15.0,-4.0,6.0,7.0,-1.0,0.3191489361702128,-0.5555555555555556,0.8747044917257684,21,20
29/10/2016,Crystal Palace,Liverpool,A,7,17,6,10,15,5,3,3,1,2,0,0,-10,-4,0.75,0.5555555555555556,0.28,-1,1,10,0.7142857142857143,0,0.42857142857142855,8.3,8.4,-0.0999999999999996,13.0,13.0,0.0,7.0,7.0,0.0,-0.2553191489361702,0.4680851063829787,-0.7234042553191489,20,6
29/10/2016,Sunderland,Arsenal,A,3,21,1,7,9,13,0,8,4,3,0,0,-18,-6,0.25,0.3181818181818182,0.12,1,-1,-4,0.391304347826087,-8,0.0,7.800000000000001,7.5,0.3000000000000007,13.0,13.0,0.0,7.0,7.0,0.0,-0.5106382978723404,0.8297872340425532,-1.3404255319148937,22,8
30/10/2016,Everton,West Ham,H,17,13,6,3,15,12,8,8,2,3,0,0,4,3,0.3333333333333333,0.21428571428571427,0.5483870967741935,-1,1,3,0.5357142857142857,0,0.47058823529411764,6.2,8.8,-2.6000000000000005,11.0,13.0,-2.0,8.0,8.0,0.0,0.1914893617021276,0.1489361702127659,0.0425531914893617,27,16
30/10/2016,Southampton,Chelsea,A,9,13,1,7,13,16,7,3,0,0,0,0,-4,-6,0.1,0.5,0.391304347826087,0,0,-3,0.43333333333333335,4,0.6363636363636364,6.800000000000001,10.0,-3.1999999999999993,11.0,15.0,-4.0,7.0,7.0,0.0,0.4468085106382978,0.3404255319148936,0.1063829787234042,29,10
31/10/2016,Stoke,Swansea,H,17,14,4,6,7,14,6,4,2,0,0,0,3,-2,0.2222222222222222,0.4,0.53125,2,-2,-7,0.3181818181818182,2,0.5454545454545454,7.5,7.0,0.5,11.0,13.0,-2.0,9.0,9.0,0.0,-0.4468085106382978,-0.3617021276595745,-0.0851063829787233,21,10
05/11/2016,Bournemouth,Sunderland,A,22,9,7,4,14,17,12,2,3,2,0,1,13,3,0.30434782608695654,0.4,0.6875,-1,1,-3,0.4375,10,0.8,7.1,8.2,-1.0999999999999996,11.0,13.0,-2.0,7.0,7.0,0.0,-0.5,-0.5625,0.0625,31,14
05/11/2016,Burnley,Crystal Palace,H,14,16,7,5,11,12,4,7,1,2,0,0,-2,2,0.4666666666666667,0.29411764705882354,0.4516129032258064,-1,1,-1,0.4583333333333333,-3,0.3333333333333333,7.0,8.7,-1.6999999999999993,13.0,13.0,0.0,7.0,7.0,0.0,-0.5,-0.2916666666666667,-0.2083333333333333,23,11
05/11/2016,Chelsea,Everton,H,21,1,9,0,5,16,4,2,0,3,0,0,20,9,0.4090909090909091,0.0,0.9130434782608696,-3,3,-11,0.22727272727272727,2,0.5714285714285714,9.5,7.5,2.0,15.0,11.0,4.0,6.0,6.0,0.0,0.375,0.2291666666666666,0.1458333333333333,21,6
05/11/2016,Man City,Middlesbrough,D,25,5,7,3,7,15,8,2,1,3,0,0,20,4,0.2692307692307692,0.5,0.8064516129032258,-2,2,-8,0.30434782608695654,6,0.7272727272727273,7.2,6.6,0.6000000000000005,11.0,11.0,0.0,7.0,7.0,0.0,0.9375,-0.2,1.1375,22,10
05/11/2016,West Ham,Stoke,D,9,12,2,4,11,10,6,4,4,1,0,0,-3,-2,0.2,0.3076923076923077,0.4090909090909091,3,-3,1,0.5,2,0.5454545454545454,8.7,8.8,-0.1000000000000014,13.0,11.0,2.0,6.0,5.0,1.0,0.1041666666666666,-0.3958333333333333,0.5,21,10
06/11/2016,Liverpool,Watford,H,28,11,17,8,14,10,6,3,1,2,0,0,17,9,0.5862068965517241,0.6666666666666666,0.7,-1,1,4,0.56,3,0.6,8.8,6.6,2.200000000000001,13.0,11.0,2.0,8.0,8.0,0.0,0.5,-0.1875,0.6875,24,9
06/11/2016,Swansea,Man United,A,6,9,1,3,9,16,2,0,0,2,0,0,-3,-2,0.14285714285714285,0.3,0.375,-2,2,-7,0.34615384615384615,2,0.6666666666666666,7.9,6.0,1.9000000000000004,13.0,9.0,4.0,6.0,8.0,-2.0,-0.3958333333333333,0.3125,-0.7083333333333333,25,2
06/11/2016,Hull,Southampton,H,6,19,2,7,13,15,1,10,0,5,0,0,-13,-5,0.2857142857142857,0.35,0.2307692307692307,-5,5,-2,0.4482758620689655,-9,0.08333333333333333,9.0,7.6,1.4000000000000004,15.0,11.0,4.0,8.0,7.0,1.0,-1.5,0.3958333333333333,-1.8958333333333333,28,11
06/11/2016,Arsenal,Tottenham,D,15,10,2,3,11,17,7,2,1,2,0,0,5,-1,0.125,0.2727272727272727,0.5769230769230769,-1,1,-6,0.3793103448275862,5,0.7,8.4,5.2,3.2,13.0,9.0,4.0,8.0,8.0,0.0,0.875,0.8958333333333334,-0.0208333333333333,28,9
06/11/2016,Leicester,West Brom,A,5,11,2,5,8,8,5,6,0,2,0,0,-6,-3,0.3333333333333333,0.4166666666666667,0.2941176470588235,-2,2,0,0.47058823529411764,-1,0.4166666666666667,6.2,6.6000000000000005,-0.4000000000000003,11.0,9.0,2.0,8.0,8.0,0.0,0.5833333333333334,-0.375,0.9583333333333334,16,11
19/11/2016,Crystal Palace,Man City,A,9,10,2,4,12,15,2,7,1,2,0,0,-1,-2,0.2,0.36363636363636365,0.45,-1,1,-3,0.42857142857142855,-5,0.2,9.6,6.0,3.6000000000000014,13.0,9.0,4.0,14.0,14.0,0.0,-0.3061224489795918,0.9183673469387756,-1.2244897959183674,27,9
19/11/2016,Everton,Swansea,D,14,5,6,3,13,12,10,3,4,2,0,0,9,3,0.4,0.5,0.7,2,-2,1,0.5,7,0.7142857142857143,8.3,7.800000000000001,0.5,11.0,13.0,-2.0,14.0,13.0,1.0,0.1224489795918367,-0.4285714285714285,0.5510204081632653,25,13
19/11/2016,Man United,Arsenal,D,12,5,5,1,14,11,10,4,3,3,0,0,7,4,0.38461538461538464,0.16666666666666666,0.6666666666666666,0,0,3,0.5384615384615384,6,0.6666666666666666,7.2,6.300000000000001,0.8999999999999995,9.0,11.0,-2.0,13.0,13.0,0.0,0.3469387755102041,0.8571428571428571,-0.510204081632653,25,14
19/11/2016,Southampton,Liverpool,D,3,15,0,2,8,11,1,8,1,1,0,0,-12,-2,0.0,0.125,0.1578947368421052,0,0,-3,0.4,-7,0.1,7.4,9.2,-1.799999999999999,11.0,13.0,-2.0,13.0,13.0,0.0,0.3673469387755102,0.5918367346938775,-0.2244897959183673,19,9
19/11/2016,Stoke,Bournemouth,A,14,9,6,2,17,10,3,4,3,2,0,0,5,4,0.4,0.2,0.5833333333333334,1,-1,7,0.6071428571428571,-1,0.375,7.1000000000000005,7.9,-0.7999999999999998,11.0,11.0,0.0,14.0,14.0,0.0,-0.3877551020408163,-0.5102040816326531,0.1224489795918367,27,7
19/11/2016,Sunderland,Hull,H,11,17,4,7,9,8,2,8,1,0,1,0,-6,-3,0.3333333333333333,0.3888888888888889,0.3793103448275862,3,-3,1,0.5,-6,0.18181818181818182,8.600000000000001,9.0,-0.3999999999999986,13.0,15.0,-2.0,14.0,13.0,1.0,-0.5306122448979592,-1.2727272727272727,0.7421150278293135,17,10
19/11/2016,Tottenham,West Ham,H,14,11,6,3,13,16,4,5,3,2,0,1,3,3,0.4,0.25,0.5384615384615384,-1,1,-3,0.43333333333333335,-1,0.4,4.4,7.1000000000000005,-2.7,7.0,11.0,-4.0,13.0,14.0,-1.0,0.8775510204081632,0.1020408163265306,0.7755102040816326,29,9
19/11/2016,Watford,Leicester,H,10,10,3,2,12,18,4,6,2,3,0,0,0,1,0.2727272727272727,0.18181818181818182,0.4761904761904761,-1,1,-6,0.3870967741935484,-2,0.36363636363636365,7.9,7.0,0.9000000000000004,11.0,11.0,0.0,13.0,13.0,0.0,-0.2857142857142857,0.5510204081632653,-0.836734693877551,30,10
20/11/2016,Middlesbrough,Chelsea,A,12,13,1,3,13,10,2,3,2,3,0,0,-1,-2,0.07692307692307693,0.21428571428571427,0.4615384615384615,-1,1,3,0.5416666666666666,-1,0.3333333333333333,5.4,10.0,-4.6,9.0,15.0,-6.0,15.0,15.0,0.0,-0.1818181818181818,0.4693877551020408,-0.6512059369202227,23,5
21/11/2016,West Brom,Burnley,H,16,5,6,2,12,12,4,3,0,0,0,0,11,4,0.35294117647058826,0.3333333333333333,0.7272727272727273,0,0,0,0.48,1,0.5,7.800000000000001,7.4,0.4000000000000003,11.0,13.0,-2.0,15.0,16.0,-1.0,-0.3469387755102041,-0.3636363636363636,0.0166975881261595,24,7
26/11/2016,Liverpool,Sunderland,H,27,6,7,1,5,9,9,4,1,3,0,0,21,6,0.25,0.14285714285714285,0.7941176470588235,-2,2,-4,0.3333333333333333,5,0.6428571428571429,7.6,9.0,-1.3999999999999997,11.0,15.0,-4.0,7.0,7.0,0.0,0.58,-0.46,1.04,14,13
26/11/2016,Swansea,Crystal Palace,H,18,12,9,4,12,24,10,6,4,5,0,0,6,5,0.47368421052631576,0.3076923076923077,0.5806451612903226,-1,1,-12,0.32432432432432434,4,0.5882352941176471,6.2,9.0,-2.8,11.0,15.0,-4.0,7.0,7.0,0.0,-0.42,-0.32,-0.0999999999999999,36,16
26/11/2016,Leicester,Middlesbrough,D,11,6,3,2,15,12,2,3,4,4,0,0,5,1,0.25,0.2857142857142857,0.6111111111111112,0,0,3,0.5357142857142857,-1,0.3333333333333333,7.800000000000001,6.6,1.200000000000001,13.0,11.0,2.0,7.0,6.0,1.0,0.52,-0.25,0.77,27,5
26/11/2016,Chelsea,Tottenham,H,9,12,5,6,13,16,3,8,2,1,0,0,-3,-1,0.5,0.46153846153846156,0.4090909090909091,1,-1,-3,0.43333333333333335,-5,0.25,10.0,6.0,4.0,15.0,7.0,8.0,6.0,7.0,-1.0,0.48,0.88,-0.4,29,11
26/11/2016,Burnley,Man City,A,10,21,5,5,5,15,5,8,2,3,0,0,-11,0,0.45454545454545453,0.22727272727272727,0.3125,-1,1,-10,0.23809523809523808,-3,0.35714285714285715,7.800000000000001,7.2,0.6000000000000005,13.0,9.0,4.0,5.0,7.0,-2.0,-0.6666666666666666,0.92,-1.586666666666667,20,13
26/11/2016,Hull,West Brom,D,10,11,4,2,7,10,2,6,3,2,0,0,-1,2,0.36363636363636365,0.16666666666666666,0.4545454545454545,1,-1,-3,0.3888888888888889,-4,0.2222222222222222,9.0,8.600000000000001,0.3999999999999986,15.0,13.0,2.0,7.0,5.0,2.0,-1.4166666666666667,-0.26,-1.1566666666666667,17,8
27/11/2016,Arsenal,Bournemouth,H,16,9,3,3,12,13,3,10,3,5,0,0,7,0,0.17647058823529413,0.3,0.6153846153846154,-2,2,-1,0.46153846153846156,-7,0.21428571428571427,5.1,9.2,-4.1,9.0,13.0,-4.0,8.0,8.0,0.0,0.84,-0.48,1.3199999999999998,25,13
27/11/2016,Man United,West Ham,D,17,6,8,2,16,16,8,4,3,1,0,0,11,6,0.4444444444444444,0.2857142857142857,0.7083333333333334,2,-2,0,0.48484848484848486,4,0.6153846153846154,6.4,7.4,-1.0,9.0,13.0,-4.0,8.0,8.0,0.0,0.34,0.08,0.26,32,12
