Date,HomeTeam,AwayTeam,FTR,HS,AS,HST,AST,HF,AF,HC,AC,HY,AY,HR,AR,shot_difference,shot_on_target_difference,home_shot_accuracy,away_shot_accuracy,shot_pressure_ratio,cards_difference,discipline_advantage,foul_difference,home_foul_ratio,corner_difference,home_corner_ratio,home_momentum,away_momentum,momentum_difference,home_form_points,away_form_points,form_difference,home_rest_days,away_rest_days,rest_days_difference,home_team_strength,away_team_strength,strength_difference
04/11/2017,West Ham,Liverpool,A,6,15,1,7,9,13,2,3,3,0,0,0,-9,-6,0.14285714285714285,0.4375,0.2727272727272727,3,-3,-4,0.391304347826087,-1,0.3333333333333333,5.800000000000001,8.0,-2.1999999999999993,11.0,11.0,0.0,7.0,7.0,0.0,-0.13953488372093023,0.5813953488372093,-0.7209302325581396
05/11/2017,Tottenham,Crystal Palace,H,12,11,2,3,6,7,10,9,0,2,0,0,1,-1,0.15384615384615385,0.25,0.5,-2,2,-1,0.42857142857142855,1,0.5,9.5,7.5,2.0,15.0,13.0,2.0,8.0,8.0,0.0,1.2325581395348837,-0.4883720930232558,1.7209302325581395
05/11/2017,Man City,Arsenal,H,9,6,5,3,15,15,5,5,1,6,0,0,3,2,0.5,0.42857142857142855,0.5625,-5,5,0,0.4838709677419355,0,0.45454545454545453,10.0,10.0,0.0,15.0,15.0,0.0,8.0,8.0,0.0,1.1627906976744187,0.7906976744186046,0.37209302325581406
05/11/2017,Chelsea,Man United,H,18,10,8,2,16,20,4,7,1,3,0,0,8,6,0.42105263157894735,0.18181818181818182,0.6206896551724138,-2,2,-4,0.43243243243243246,-3,0.3333333333333333,10.0,7.800000000000001,2.1999999999999993,15.0,13.0,2.0,8.0,8.0,0.0,0.7674418604651163,0.6744186046511628,0.09302325581395354
05/11/2017,Everton,Watford,H,10,11,5,3,14,12,2,5,0,2,0,0,-1,2,0.45454545454545453,0.25,0.45454545454545453,-2,2,2,0.5185185185185185,-3,0.25,8.3,8.7,-0.3999999999999986,13.0,13.0,0.0,7.0,8.0,-1.0,0.10465116279069768,-0.47674418604651164,0.5813953488372093
18/11/2017,Arsenal,Tottenham,H,14,14,5,4,11,16,7,4,4,1,0,0,0,1,0.3333333333333333,0.26666666666666666,0.4827586206896552,3,-3,-5,0.39285714285714285,3,0.5833333333333334,10.0,9.5,0.5,15.0,15.0,0.0,13.0,13.0,0.0,0.7586206896551724,1.2298850574712643,-0.47126436781609193
18/11/2017,Bournemouth,Huddersfield,H,11,20,5,3,13,10,8,11,3,2,1,0,-9,2,0.4166666666666667,0.14285714285714285,0.34375,3,-3,3,0.5416666666666666,-3,0.4,8.600000000000001,9.0,-0.3999999999999986,13.0,15.0,-2.0,14.0,14.0,0.0,-0.47126436781609193,-0.45454545454545453,-0.016718913270637403
18/11/2017,Burnley,Swansea,H,16,13,7,1,12,12,8,6,1,1,0,0,3,6,0.4117647058823529,0.07142857142857142,0.5333333333333333,0,0,0,0.48,2,0.5333333333333333,8.2,9.0,-0.8000000000000007,13.0,15.0,-2.0,14.0,14.0,0.0,-0.30612244897959184,-0.47126436781609193,0.1651419188365001
18/11/2017,Crystal Palace,Everton,D,16,8,7,5,9,26,9,4,2,3,0,0,8,2,0.4117647058823529,0.5555555555555556,0.64,-1,1,-17,0.25,5,0.6428571428571429,7.9,8.2,-0.29999999999999893,13.0,13.0,0.0,13.0,13.0,0.0,-0.4942528735632184,0.11494252873563218,-0.6091954022988506
18/11/2017,Leicester,Man City,A,2,12,0,4,8,10,1,7,1,1,0,0,-10,-4,0.0,0.3076923076923077,0.13333333333333333,0,0,-2,0.42105263157894735,-6,0.1111111111111111,5.800000000000001,9.5,-3.6999999999999993,9.0,15.0,-6.0,14.0,13.0,1.0,0.19540229885057472,1.1724137931034482,-0.9770114942528735
18/11/2017,Liverpool,Southampton,H,21,5,8,0,15,9,10,2,1,1,0,0,16,8,0.36363636363636365,0.0,0.7777777777777778,0,0,6,0.6,8,0.7692307692307693,8.3,7.1,1.200000000000001,11.0,11.0,0.0,14.0,14.0,0.0,0.6091954022988506,0.10344827586206896,0.5057471264367817
18/11/2017,Man United,Newcastle,H,16,12,7,5,10,9,11,4,1,1,0,0,4,2,0.4117647058823529,0.38461538461538464,0.5517241379310345,0,0,1,0.5,7,0.6875,8.2,7.800000000000001,0.3999999999999986,13.0,11.0,2.0,13.0,14.0,-1.0,0.6551724137931034,-0.42857142857142855,1.083743842364532
18/11/2017,West Brom,Chelsea,A,7,11,2,7,13,12,3,4,2,3,0,0,-4,-5,0.25,0.5833333333333334,0.3684210526315789,-1,1,1,0.5,-1,0.375,7.800000000000001,10.0,-2.1999999999999993,11.0,15.0,-4.0,14.0,13.0,1.0,-0.3103448275862069,0.7701149425287356,-1.0804597701149425
19/11/2017,Watford,West Ham,H,17,10,7,6,13,10,3,1,1,4,0,0,7,1,0.3888888888888889,0.5454545454545454,0.6071428571428571,-3,3,3,0.5416666666666666,2,0.6,9.100000000000001,6.6,2.5000000000000018,13.0,11.0,2.0,14.0,15.0,-1.0,-0.4827586206896552,-0.1724137931034483,-0.3103448275862069
20/11/2017,Brighton,Stoke,D,9,13,3,6,13,5,6,7,1,0,0,0,-4,-3,0.3,0.42857142857142855,0.391304347826087,1,-1,8,0.6842105263157895,-1,0.42857142857142855,6.6,7.0,-0.40000000000000036,11.0,13.0,-2.0,16.0,16.0,0.0,0.0,-0.4367816091954023,0.4367816091954023
24/11/2017,West Ham,Leicester,D,8,7,4,2,9,12,5,5,1,1,0,0,1,2,0.4444444444444444,0.25,0.5,0,0,-3,0.4090909090909091,0,0.45454545454545453,7.4,7.0,0.40000000000000036,11.0,11.0,0.0,5.0,6.0,-1.0,-0.19318181818181818,0.17045454545454544,-0.36363636363636365
25/11/2017,Tottenham,West Brom,D,24,5,5,2,10,13,8,0,1,4,0,0,19,3,0.2,0.3333333333333333,0.8,-3,3,-3,0.4166666666666667,8,0.8888888888888888,9.5,8.600000000000001,0.8999999999999986,15.0,13.0,2.0,7.0,7.0,0.0,1.1931818181818181,-0.3522727272727273,1.5454545454545454
25/11/2017,Swansea,Bournemouth,D,10,9,1,5,18,6,4,5,4,2,0,0,1,-4,0.09090909090909091,0.5,0.5,2,-2,12,0.72,-1,0.4,9.0,9.0,0.0,15.0,15.0,0.0,7.0,7.0,0.0,-0.48863636363636365,-0.42045454545454547,-0.06818181818181818
25/11/2017,Newcastle,Watford,A,12,12,2,4,8,13,6,3,1,2,0,0,0,-2,0.15384615384615385,0.3076923076923077,0.48,-1,1,-5,0.36363636363636365,3,0.6,9.100000000000001,9.5,-0.3999999999999986,13.0,15.0,-2.0,7.0,6.0,1.0,-0.48,-0.45454545454545453,-0.025454545454545452
25/11/2017,Liverpool,Chelsea,D,16,11,4,3,10,7,7,8,0,0,0,0,5,1,0.23529411764705882,0.25,0.5714285714285714,0,0,3,0.5555555555555556,-1,0.4375,9.600000000000001,10.0,-0.3999999999999986,13.0,15.0,-2.0,7.0,7.0,0.0,0.6363636363636364,0.8068181818181818,-0.17045454545454541
25/11/2017,Crystal Palace,Stoke,H,10,9,5,3,9,5,5,2,1,1,0,0,1,2,0.45454545454545453,0.3,0.5,0,0,4,0.6,3,0.625,6.800000000000001,5.4,1.4000000000000004,11.0,11.0,0.0,7.0,5.0,2.0,-0.48863636363636365,-0.4318181818181818,-0.05681818181818182
25/11/2017,Man United,Brighton,H,15,8,4,2,9,9,5,0,0,2,0,0,7,2,0.25,0.2222222222222222,0.625,-2,2,0,0.47368421052631576,5,0.8333333333333334,9.100000000000001,5.4,3.700000000000001,13.0,9.0,4.0,7.0,5.0,2.0,0.6818181818181818,0.0,0.6818181818181818
26/11/2017,Burnley,Arsenal,A,8,17,2,2,8,14,5,5,2,0,0,0,-9,0,0.2222222222222222,0.1111111111111111,0.3076923076923077,2,-2,-6,0.34782608695652173,0,0.45454545454545453,8.600000000000001,9.5,-0.8999999999999986,13.0,15.0,-2.0,8.0,8.0,0.0,-0.26,0.7727272727272727,-1.0327272727272727
26/11/2017,Huddersfield,Man City,A,4,14,0,5,10,10,3,7,2,3,1,0,-10,-5,0.0,0.3333333333333333,0.21052631578947367,1,-1,0,0.47619047619047616,-4,0.2727272727272727,9.0,9.0,0.0,15.0,15.0,0.0,8.0,8.0,0.0,-0.75,1.1818181818181819,-1.9318181818181819
26/11/2017,Southampton,Everton,H,17,5,5,2,6,13,7,2,0,0,0,0,12,3,0.2777777777777778,0.3333333333333333,0.7391304347826086,0,0,-7,0.3,5,0.7,7.4,6.6000000000000005,0.7999999999999998,11.0,11.0,0.0,8.0,8.0,0.0,0.06818181818181818,0.11363636363636363,-0.045454545454545456
28/11/2017,Brighton,Crystal Palace,D,10,10,4,4,13,8,10,5,2,0,0,0,0,0,0.36363636363636365,0.36363636363636365,0.47619047619047616,2,-2,5,0.5909090909090909,5,0.625,6.6,7.1,-0.5,11.0,11.0,0.0,3.0,3.0,0.0,-0.07692307692307693,-0.47191011235955055,0.3949870354364736
28/11/2017,Leicester,Tottenham,H,7,18,4,6,7,10,4,9,1,2,0,0,-11,-2,0.5,0.3157894736842105,0.2692307692307692,-1,1,-3,0.3888888888888889,-5,0.2857142857142857,5.800000000000001,8.0,-2.1999999999999993,11.0,13.0,-2.0,4.0,3.0,1.0,0.16853932584269662,1.1797752808988764,-1.0112359550561798
28/11/2017,Watford,Man United,A,12,15,3,7,12,10,5,5,2,1,0,0,-3,-4,0.23076923076923078,0.4375,0.42857142857142855,1,-1,2,0.5217391304347826,0,0.45454545454545453,9.5,9.5,0.0,15.0,15.0,0.0,3.0,3.0,0.0,-0.4157303370786517,0.6853932584269663,-1.101123595505618
28/11/2017,West Brom,Newcastle,D,8,14,4,4,13,12,1,6,0,0,0,0,-6,0,0.4444444444444444,0.26666666666666666,0.34782608695652173,0,0,1,0.5,-5,0.125,7.0,9.5,-2.5,13.0,15.0,-2.0,3.0,3.0,0.0,-0.34831460674157305,-0.5294117647058824,0.1810971579643093
29/11/2017,Everton,West Ham,H,8,7,5,3,16,6,2,6,2,1,0,0,1,2,0.5555555555555556,0.375,0.5,1,-1,10,0.6956521739130435,-4,0.2222222222222222,7.4,6.2,1.2000000000000002,13.0,11.0,2.0,3.0,5.0,-2.0,0.07865168539325842,-0.19101123595505617,0.2696629213483146
29/11/2017,Chelsea,Swansea,H,21,2,10,0,10,7,15,1,1,0,0,0,19,10,0.45454545454545453,0.0,0.875,1,-1,3,0.5555555555555556,14,0.8823529411764706,7.5,7.0,0.5,13.0,13.0,0.0,4.0,4.0,0.0,0.797752808988764,-0.48314606741573035,1.2808988764044944
29/11/2017,Stoke,Liverpool,A,10,14,1,7,8,10,5,9,1,5,0,0,-4,-6,0.09090909090909091,0.4666666666666667,0.4,-4,4,-2,0.42105263157894735,-4,0.3333333333333333,6.2,8.0,-1.7999999999999998,11.0,13.0,-2.0,4.0,4.0,0.0,-0.43820224719101125,0.6292134831460674,-1.0674157303370786
29/11/2017,Arsenal,Huddersfield,H,21,7,7,2,10,12,7,2,0,1,0,0,14,5,0.3181818181818182,0.25,0.7241379310344828,-1,1,-2,0.43478260869565216,5,0.7,9.5,9.0,0.5,15.0,15.0,0.0,3.0,3.0,0.0,0.7752808988764045,-0.7692307692307693,1.5445116681071738
29/11/2017,Bournemouth,Burnley,A,10,10,2,4,9,11,4,6,0,1,0,0,0,-2,0.18181818181818182,0.36363636363636365,0.47619047619047616,-1,1,-2,0.42857142857142855,-2,0.36363636363636365,7.0,9.0,-2.0,13.0,15.0,-2.0,4.0,3.0,1.0,-0.4157303370786517,-0.27450980392156865,-0.14122053315708305
29/11/2017,Man City,Southampton,H,26,7,12,2,12,11,6,5,1,1,0,0,19,10,0.4444444444444444,0.25,0.7647058823529411,0,0,1,0.5,1,0.5,9.0,8.2,0.8000000000000007,15.0,13.0,2.0,3.0,3.0,0.0,1.1797752808988764,0.10112359550561797,1.0786516853932584
02/12/2017,Arsenal,Man United,A,33,8,15,4,11,10,12,1,3,2,0,1,25,11,0.4411764705882353,0.4444444444444444,0.7857142857142857,-1,1,1,0.5,11,0.8571428571428571,10.0,10.0,0.0,15.0,15.0,0.0,3.0,4.0,-1.0,0.8222222222222222,0.7,0.12222222222222223
02/12/2017,Brighton,Liverpool,A,6,12,2,6,8,7,2,2,1,0,0,0,-6,-4,0.2857142857142857,0.46153846153846156,0.3157894736842105,1,-1,1,0.5,0,0.4,5.4,8.4,-3.0,9.0,13.0,-4.0,4.0,3.0,1.0,-0.07142857142857142,0.6555555555555556,-0.726984126984127
02/12/2017,Chelsea,Newcastle,H,23,8,9,2,8,13,11,4,0,1,0,0,15,7,0.375,0.2222222222222222,0.71875,-1,1,-5,0.36363636363636365,7,0.6875,7.9,7.5,0.40000000000000036,13.0,13.0,0.0,3.0,4.0,-1.0,0.8,-0.5192307692307693,1.3192307692307694
02/12/2017,Everton,Huddersfield,H,6,5,4,3,12,9,2,5,2,1,0,0,1,1,0.5714285714285714,0.5,0.5,1,-1,3,0.5454545454545454,-3,0.25,7.800000000000001,9.0,-1.1999999999999993,13.0,15.0,-2.0,3.0,3.0,0.0,0.12222222222222222,-1.0714285714285714,1.1936507936507936
02/12/2017,Leicester,Burnley,H,16,14,3,4,3,11,10,7,0,2,0,0,2,-1,0.17647058823529413,0.26666666666666666,0.5161290322580645,-2,2,-8,0.2,3,0.5555555555555556,6.6,9.0,-2.4000000000000004,11.0,15.0,-4.0,4.0,3.0,1.0,0.17777777777777778,-0.25,0.4277777777777778
02/12/2017,Stoke,Swansea,H,10,10,3,3,12,10,2,6,2,0,0,0,0,0,0.2727272727272727,0.2727272727272727,0.47619047619047616,2,-2,2,0.5217391304347826,-4,0.2222222222222222,7.0,7.4,-0.40000000000000036,11.0,13.0,-2.0,3.0,3.0,0.0,-0.4666666666666667,-0.4888888888888889,0.0222222222222222
02/12/2017,Watford,Tottenham,D,6,8,2,2,16,8,7,2,4,1,0,1,-2,0,0.2857142857142857,0.2222222222222222,0.4,1,-1,8,0.64,5,0.7,9.5,8.4,1.0999999999999996,15.0,13.0,2.0,4.0,4.0,0.0,-0.43333333333333335,1.1555555555555554,-1.5888888888888888
02/12/2017,West Brom,Crystal Palace,D,20,10,6,2,11,10,3,7,3,1,0,0,10,4,0.2857142857142857,0.18181818181818182,0.6451612903225806,2,-2,1,0.5,-4,0.2727272727272727,5.4,5.4,0.0,11.0,9.0,2.0,4.0,4.0,0.0,-0.34444444444444444,-0.4666666666666667,0.12222222222222223
03/12/2017,Bournemouth,Southampton,D,16,15,5,4,6,12,5,4,2,1,0,0,1,1,0.29411764705882354,0.25,0.5,1,-1,-6,0.3157894736842105,1,0.5,7.4,8.600000000000001,-1.200000000000001,13.0,13.0,0.0,4.0,4.0,0.0,-0.4222222222222222,0.08888888888888889,-0.5111111111111111
03/12/2017,Man City,West Ham,H,24,7,8,4,5,7,10,4,2,2,0,0,17,4,0.32,0.5,0.75,0,0,-2,0.38461538461538464,6,0.6666666666666666,10.0,7.0,3.0,15.0,11.0,4.0,4.0,4.0,0.0,1.1777777777777778,-0.23333333333333334,1.4111111111111112
09/12/2017,Swansea,West Brom,H,18,7,3,1,8,18,6,3,2,5,0,0,11,2,0.15789473684210525,0.125,0.6923076923076923,-3,3,-10,0.2962962962962963,3,0.6,7.800000000000001,4.2,3.6000000000000005,13.0,9.0,4.0,7.0,7.0,0.0,-0.4945054945054945,-0.34065934065934067,-0.15384615384615385
09/12/2017,West Ham,Chelsea,H,5,19,2,2,10,10,4,3,6,1,0,0,-14,0,0.3333333333333333,0.1,0.2,5,-5,0,0.47619047619047616,1,0.5,7.800000000000001,8.8,-1.0,13.0,13.0,0.0,6.0,7.0,-1.0,-0.24175824175824176,0.8131868131868132,-1.054945054945055
09/12/2017,Tottenham,Stoke,H,20,4,11,3,12,9,12,6,1,0,0,0,16,8,0.5238095238095238,0.6,0.8,1,-1,3,0.5454545454545454,6,0.631578947368421,6.800000000000001,7.800000000000001,-1.0,11.0,11.0,0.0,7.0,7.0,0.0,1.1428571428571428,-0.45054945054945056,1.5934065934065933
09/12/2017,Newcastle,Leicester,A,10,13,4,5,10,9,6,5,2,1,0,0,-3,-1,0.36363636363636365,0.35714285714285715,0.4166666666666667,1,-1,1,0.5,1,0.5,7.4,7.4,0.0,13.0,11.0,2.0,7.0,7.0,0.0,-0.5471698113207547,0.18681318681318682,-0.7339829981339415
09/12/2017,Crystal Palace,Bournemouth,D,24,11,8,5,14,14,6,3,5,2,0,0,13,3,0.32,0.4166666666666667,0.6666666666666666,3,-3,0,0.4827586206896552,3,0.6,4.6,5.800000000000001,-1.200000000000001,9.0,11.0,-2.0,7.0,6.0,1.0,-0.46153846153846156,-0.4175824175824176,-0.043956043956043966
09/12/2017,Burnley,Watford,H,8,11,5,2,10,12,3,5,1,0,0,1,-3,3,0.5555555555555556,0.16666666666666666,0.4,-1,1,-2,0.43478260869565216,-2,0.3333333333333333,9.0,7.0,2.0,15.0,13.0,2.0,7.0,7.0,0.0,-0.2641509433962264,-0.42857142857142855,0.16442048517520214
09/12/2017,Huddersfield,Brighton,H,19,7,6,2,6,10,8,1,0,0,0,0,12,4,0.3,0.25,0.7037037037037037,0,0,-4,0.35294117647058826,7,0.8,9.0,6.6,2.4000000000000004,15.0,11.0,4.0,7.0,7.0,0.0,-1.1333333333333333,-0.3333333333333333,-0.8
10/12/2017,Liverpool,Everton,D,23,3,3,2,8,11,12,1,1,3,0,0,20,1,0.125,0.5,0.8518518518518519,-2,2,-3,0.4,11,0.8571428571428571,8.3,8.2,0.10000000000000142,13.0,13.0,0.0,8.0,8.0,0.0,0.6923076923076923,0.14285714285714285,0.5494505494505495
10/12/2017,Man United,Man City,A,8,14,5,7,16,10,2,8,4,2,0,0,-6,-2,0.5555555555555556,0.4666666666666667,0.34782608695652173,2,-2,6,0.5925925925925926,-6,0.18181818181818182,9.5,10.0,-0.5,15.0,15.0,0.0,8.0,7.0,1.0,0.7142857142857143,1.1758241758241759,-0.46153846153846156
10/12/2017,Southampton,Arsenal,D,6,11,3,6,12,10,4,5,2,2,0,0,-5,-3,0.42857142857142855,0.5,0.3333333333333333,0,0,2,0.5217391304347826,-1,0.4,7.5,10.0,-2.5,13.0,15.0,-2.0,7.0,8.0,-1.0,0.08791208791208792,0.7912087912087912,-0.7032967032967032
12/12/2017,Burnley,Stoke,H,10,14,2,7,6,14,6,4,0,0,0,0,-4,-5,0.18181818181818182,0.4666666666666667,0.4,0,0,-8,0.2857142857142857,2,0.5454545454545454,9.0,8.600000000000001,0.3999999999999986,15.0,13.0,2.0,3.0,3.0,0.0,-0.24074074074074073,-0.4891304347826087,0.24838969404186798
12/12/2017,Crystal Palace,Watford,H,14,7,4,2,14,18,4,6,2,1,0,1,7,2,0.26666666666666666,0.25,0.6363636363636364,-1,1,-4,0.42424242424242425,-2,0.36363636363636365,4.3,7.4,-3.1000000000000005,7.0,13.0,-6.0,3.0,3.0,0.0,-0.45652173913043476,-0.43478260869565216,-0.021739130434782594
12/12/2017,Huddersfield,Chelsea,A,7,12,2,5,11,4,1,3,0,0,0,0,-5,-3,0.25,0.38461538461538464,0.35,0,0,7,0.6875,-2,0.2,9.0,9.2,-0.1999999999999993,15.0,13.0,2.0,3.0,3.0,0.0,-0.9375,0.7934782608695652,-1.7309782608695652
13/12/2017,West Ham,Arsenal,D,6,22,0,3,9,9,1,7,1,0,0,0,-16,-3,0.0,0.13043478260869565,0.20689655172413793,1,-1,0,0.47368421052631576,-6,0.1111111111111111,8.2,8.0,0.1999999999999993,13.0,13.0,0.0,4.0,3.0,1.0,-0.22826086956521738,0.782608695652174,-1.0108695652173914
13/12/2017,Tottenham,Brighton,H,25,7,8,4,5,10,10,2,1,1,0,0,18,4,0.3076923076923077,0.5,0.7575757575757576,0,0,-5,0.3125,8,0.7692307692307693,7.6,7.4,0.1999999999999993,11.0,11.0,0.0,4.0,4.0,0.0,1.173913043478261,-0.4375,1.611413043478261
13/12/2017,Southampton,Leicester,A,12,16,4,11,13,9,9,9,1,0,0,0,-4,-7,0.3076923076923077,0.6470588235294118,0.41379310344827586,1,-1,4,0.5652173913043478,0,0.47368421052631576,5.4,8.2,-2.799999999999999,11.0,13.0,-2.0,3.0,4.0,-1.0,0.08695652173913043,0.1956521739130435,-0.10869565217391305
13/12/2017,Swansea,Man City,A,7,23,3,10,12,6,2,5,0,0,0,0,-16,-7,0.375,0.4166666666666667,0.22580645161290322,0,0,6,0.631578947368421,-3,0.25,8.2,10.0,-1.8000000000000007,13.0,15.0,-2.0,4.0,3.0,1.0,-0.4782608695652174,1.173913043478261,-1.6521739130434785
13/12/2017,Man United,Bournemouth,H,9,14,2,7,14,12,4,9,1,2,0,0,-5,-5,0.2,0.4666666666666667,0.375,-1,1,2,0.5185185185185185,-5,0.2857142857142857,9.0,5.1,3.9000000000000004,15.0,9.0,6.0,3.0,4.0,-1.0,0.6956521739130435,-0.41304347826086957,1.108695652173913
13/12/2017,Liverpool,West Brom,D,14,6,5,1,16,6,5,7,1,0,0,0,8,4,0.3333333333333333,0.14285714285714285,0.6666666666666666,1,-1,10,0.6956521739130435,-2,0.38461538461538464,7.2,5.4,1.7999999999999998,11.0,9.0,2.0,3.0,4.0,-1.0,0.6847826086956522,-0.34782608695652173,1.0326086956521738
13/12/2017,Newcastle,Everton,A,16,7,4,4,10,11,4,1,1,2,1,0,9,0,0.23529411764705882,0.5,0.6666666666666666,1,-1,-1,0.45454545454545453,3,0.6666666666666666,7.800000000000001,6.6000000000000005,1.2000000000000002,13.0,11.0,2.0,4.0,3.0,1.0,-0.5555555555555556,0.14130434782608695,-0.6968599033816425
16/12/2017,Arsenal,Newcastle,H,23,10,5,2,13,9,7,5,2,1,0,0,13,3,0.20833333333333334,0.18181818181818182,0.6764705882352942,1,-1,4,0.5652173913043478,2,0.5384615384615384,6.4,8.2,-1.799999999999999,11.0,13.0,-2.0,3.0,3.0,0.0,0.7741935483870968,-0.5636363636363636,1.3378299120234605
16/12/2017,Brighton,Burnley,D,12,11,2,6,13,13,8,2,4,2,0,0,1,-4,0.15384615384615385,0.5,0.5,2,-2,0,0.48148148148148145,6,0.7272727272727273,8.2,9.0,-0.8000000000000007,13.0,15.0,-2.0,3.0,4.0,-1.0,-0.5294117647058824,-0.21818181818181817,-0.3112299465240642
16/12/2017,Chelsea,Southampton,H,24,6,8,2,8,16,8,4,1,3,0,0,18,6,0.32,0.2857142857142857,0.7741935483870968,-2,2,-8,0.32,4,0.6153846153846154,9.600000000000001,6.2,3.4000000000000012,13.0,11.0,2.0,4.0,3.0,1.0,0.8064516129032258,0.053763440860215055,0.7526881720430108
16/12/2017,Leicester,Crystal Palace,A,11,13,2,6,12,13,6,4,2,2,1,0,-2,-4,0.16666666666666666,0.42857142857142855,0.44,2,-2,-1,0.46153846153846156,2,0.5454545454545454,9.100000000000001,6.4,2.700000000000001,13.0,9.0,4.0,3.0,4.0,-1.0,0.22580645161290322,-0.44086021505376344,0.6666666666666666
16/12/2017,Man City,Tottenham,H,20,7,11,2,13,20,5,1,2,4,0,0,13,9,0.5238095238095238,0.25,0.7142857142857143,-2,2,-7,0.38235294117647056,4,0.7142857142857143,10.0,8.4,1.5999999999999996,15.0,11.0,4.0,3.0,3.0,0.0,1.2043010752688172,1.1827956989247312,0.021505376344086002
16/12/2017,Stoke,West Ham,A,17,14,0,7,12,13,7,9,2,1,0,0,3,-7,0.0,0.4666666666666667,0.53125,1,-1,-1,0.46153846153846156,-2,0.4117647058823529,9.0,6.6000000000000005,2.3999999999999995,15.0,11.0,4.0,4.0,3.0,1.0,-0.4946236559139785,-0.22580645161290322,-0.26881720430107525
16/12/2017,Watford,Huddersfield,A,13,15,3,9,12,17,8,7,2,1,1,1,-2,-6,0.21428571428571427,0.5625,0.4482758620689655,1,-1,-5,0.4,1,0.5,7.800000000000001,9.0,-1.1999999999999993,13.0,15.0,-2.0,4.0,4.0,0.0,-0.44086021505376344,-1.0,0.5591397849462365
17/12/2017,Bournemouth,Liverpool,A,6,21,2,7,5,10,2,3,1,1,0,0,-15,-5,0.2857142857142857,0.3181818181818182,0.21428571428571427,0,0,-5,0.3125,-1,0.3333333333333333,6.3,6.0,0.2999999999999998,9.0,9.0,0.0,4.0,4.0,0.0,-0.41935483870967744,0.6774193548387096,-1.096774193548387
17/12/2017,West Brom,Man United,A,12,8,5,3,14,7,6,3,1,3,0,0,4,2,0.38461538461538464,0.3333333333333333,0.5714285714285714,-2,2,7,0.6363636363636364,3,0.6,4.6000000000000005,9.0,-4.3999999999999995,7.0,15.0,-8.0,4.0,4.0,0.0,-0.34408602150537637,0.6989247311827957,-1.043010752688172
18/12/2017,Everton,Swansea,H,12,8,7,3,12,12,6,3,2,3,0,0,4,4,0.5384615384615384,0.3333333333333333,0.5714285714285714,-1,1,0,0.48,3,0.6,7.4,8.600000000000001,-1.200000000000001,13.0,13.0,0.0,5.0,5.0,0.0,0.15053763440860216,-0.5161290322580645,0.6666666666666666
22/12/2017,Arsenal,Liverpool,D,11,14,4,9,9,11,7,8,1,0,0,0,-3,-5,0.3333333333333333,0.6,0.4230769230769231,1,-1,-2,0.42857142857142855,-1,0.4375,7.2,7.2,0.0,11.0,11.0,0.0,6.0,5.0,1.0,0.776595744680851,0.7127659574468085,0.06382978723404253
23/12/2017,Swansea,Crystal Palace,D,7,13,2,5,13,11,6,3,2,3,0,0,-6,-3,0.25,0.35714285714285715,0.3333333333333333,-1,1,2,0.52,3,0.6,9.0,7.6000000000000005,1.3999999999999995,15.0,9.0,6.0,5.0,7.0,-2.0,-0.5319148936170213,-0.40425531914893614,-0.12765957446808512
23/12/2017,Stoke,West Brom,H,9,17,5,7,9,11,1,11,1,0,0,0,-8,-2,0.5,0.3888888888888889,0.3333333333333333,1,-1,-2,0.42857142857142855,-10,0.07692307692307693,9.0,6.2,2.8,15.0,9.0,6.0,7.0,6.0,1.0,-0.5212765957446809,-0.35106382978723405,-0.17021276595744683
23/12/2017,West Ham,Newcastle,A,19,11,6,4,9,12,6,3,1,1,0,0,8,2,0.3,0.3333333333333333,0.6129032258064516,0,0,-3,0.4090909090909091,3,0.6,7.4,8.600000000000001,-1.200000000000001,13.0,13.0,0.0,7.0,7.0,0.0,-0.19148936170212766,-0.5714285714285714,0.37993920972644374
23/12/2017,Man City,Bournemouth,H,14,5,5,1,8,7,4,6,0,1,0,0,9,4,0.3333333333333333,0.16666666666666666,0.7,-1,1,1,0.5,-2,0.36363636363636365,10.0,7.0,3.0,15.0,11.0,4.0,7.0,6.0,1.0,1.2234042553191489,-0.4574468085106383,1.680851063829787
23/12/2017,Southampton,Huddersfield,D,12,10,6,3,16,9,9,1,2,1,0,0,2,3,0.46153846153846156,0.2727272727272727,0.5217391304347826,1,-1,7,0.6153846153846154,8,0.8181818181818182,7.0,9.5,-2.5,11.0,15.0,-4.0,7.0,7.0,0.0,0.0425531914893617,-0.7777777777777778,0.8203309692671394
23/12/2017,Leicester,Man United,D,11,19,3,6,19,8,4,6,2,2,1,0,-8,-3,0.25,0.3,0.3548387096774194,2,-2,11,0.6785714285714286,-2,0.36363636363636365,9.5,9.0,0.5,15.0,15.0,0.0,7.0,6.0,1.0,0.19148936170212766,0.7021276595744681,-0.5106382978723405
23/12/2017,Everton,Chelsea,D,5,25,0,8,8,4,2,7,3,0,0,0,-20,-8,0.0,0.3076923076923077,0.16129032258064516,3,-3,4,0.6153846153846154,-5,0.2,7.800000000000001,10.0,-2.1999999999999993,13.0,15.0,-2.0,5.0,7.0,-2.0,0.1702127659574468,0.8085106382978723,-0.6382978723404255
