Date,HomeTeam,AwayTeam,FTR,HS,AS,HST,AST,HF,AF,HC,AC,HY,AY,HR,AR,shot_difference,shot_on_target_difference,home_shot_accuracy,away_shot_accuracy,foul_difference,corner_difference,home_rest_days,away_rest_days,rest_days_difference,total_cards,home_cards_ratio,home_foul_ratio,Bournemouth_momentum,Chelsea_momentum,Everton_momentum,Leicester_momentum,Man United_momentum,Norwich_momentum,Arsenal_momentum,Newcastle_momentum,Stoke_momentum,West Brom_momentum,Aston Villa_momentum,West Ham_momentum,Watford_momentum,Tottenham_momentum,Swansea_momentum,Sunderland_momentum,Southampton_momentum,Crystal Palace_momentum,Man City_momentum,Liverpool_momentum,Middlesbrough_momentum,Hull_momentum,Burnley_momentum,Brighton_momentum,Huddersfield_momentum,Fulham_momentum,Wolves_momentum,Cardiff_momentum,Sheffield United_momentum,Leeds_momentum,Brentford_momentum,Nott'm Forest_momentum,Luton_momentum,Ipswich_momentum,momentum_difference
23/09/2017,Southampton,Man United,A,14,9,4,4,12,9,8,4,1,4,0,0,5,0,0.26666666666666666,0.4,3,4,7.0,6.0,1.0,5,0.16666666666666666,0.5454545454545454,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6171573114471728
23/09/2017,Stoke,Chelsea,A,13,7,2,4,5,14,5,0,2,2,0,0,6,-2,0.14285714285714285,0.5,-9,5,7.0,6.0,1.0,4,0.4,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.3659184553822302
23/09/2017,Swansea,Watford,A,10,8,3,4,9,16,5,4,1,3,0,0,2,-1,0.2727272727272727,0.4444444444444444,-7,1,7.0,7.0,0.0,4,0.2,0.34615384615384615,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.28860759931386576
23/09/2017,West Ham,Tottenham,A,10,15,4,5,10,20,4,3,4,2,0,1,-5,-1,0.36363636363636365,0.3125,-10,1,7.0,7.0,0.0,8,0.4444444444444444,0.3225806451612903,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.5469165818384769
24/09/2017,Brighton,Newcastle,H,7,17,3,5,6,8,2,8,2,1,0,0,-10,-2,0.375,0.2777777777777778,-2,-6,9.0,8.0,1.0,3,0.5,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.36082444927439283
25/09/2017,Arsenal,West Brom,H,16,7,6,3,8,17,7,4,1,4,0,0,9,3,0.35294117647058826,0.375,-9,3,8.0,9.0,-1.0,5,0.16666666666666666,0.3076923076923077,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7123772501412711
30/09/2017,West Ham,Swansea,H,9,6,4,1,15,13,2,1,3,2,0,0,3,3,0.4,0.14285714285714285,2,1,7.0,7.0,0.0,5,0.5,0.5172413793103449,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.18637527354150774
30/09/2017,Stoke,Southampton,H,17,21,6,3,11,10,5,6,1,2,0,0,-4,3,0.3333333333333333,0.13636363636363635,1,-1,7.0,7.0,0.0,3,0.25,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.11309008571886134
30/09/2017,Man United,Crystal Palace,H,18,6,7,1,6,9,6,5,0,0,0,0,12,6,0.3684210526315789,0.14285714285714285,-3,1,7.0,7.0,0.0,0,0.0,0.375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.27190265541257136
30/09/2017,West Brom,Watford,D,9,15,4,3,12,11,7,6,3,0,0,0,-6,1,0.4,0.1875,1,1,5.0,7.0,-2.0,3,0.75,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.18330093867392253
30/09/2017,Chelsea,Man City,A,4,17,2,6,8,13,4,8,0,2,0,0,-13,-4,0.4,0.3333333333333333,-5,-4,7.0,7.0,0.0,2,0.0,0.36363636363636365,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.035973705521100845
30/09/2017,Bournemouth,Leicester,D,19,8,4,1,6,10,7,5,1,0,0,0,11,3,0.2,0.1111111111111111,-4,2,7.0,7.0,0.0,1,0.5,0.35294117647058826,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.017866277249339257
30/09/2017,Huddersfield,Tottenham,A,6,14,1,7,7,4,4,7,1,1,0,0,-8,-6,0.14285714285714285,0.4666666666666667,3,-3,7.0,7.0,0.0,2,0.3333333333333333,0.5833333333333334,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.32715576394902396
01/10/2017,Arsenal,Brighton,H,25,9,12,1,7,8,6,5,0,2,0,0,16,11,0.46153846153846156,0.1,-1,1,6.0,7.0,-1.0,2,0.0,0.4375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6100181440019715
01/10/2017,Everton,Burnley,A,23,5,4,2,14,7,9,3,2,2,0,0,18,2,0.16666666666666666,0.3333333333333333,7,6,8.0,8.0,0.0,4,0.4,0.6363636363636364,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07284471242894343
01/10/2017,Newcastle,Liverpool,D,8,17,5,2,11,6,1,5,1,1,0,0,-9,3,0.5555555555555556,0.1111111111111111,5,-4,7.0,8.0,-1.0,2,0.3333333333333333,0.6111111111111112,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07774740409385414
14/10/2017,Burnley,West Ham,D,20,8,5,6,11,14,7,4,2,2,0,1,12,-1,0.23809523809523808,0.6666666666666666,-3,3,13.0,14.0,-1.0,6,0.2857142857142857,0.4230769230769231,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17069876449890192
14/10/2017,Crystal Palace,Chelsea,H,14,15,5,5,7,6,5,8,2,1,0,0,-1,0,0.3333333333333333,0.3125,1,-3,14.0,14.0,0.0,3,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.7029475774211834
14/10/2017,Liverpool,Man United,D,19,6,5,1,7,13,7,3,0,2,0,0,13,4,0.25,0.14285714285714285,-6,4,13.0,14.0,-1.0,2,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.373110451339497
14/10/2017,Man City,Stoke,H,20,5,11,1,5,8,5,0,0,1,0,0,15,10,0.5238095238095238,0.16666666666666666,-3,5,14.0,14.0,0.0,1,0.0,0.35714285714285715,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7161931476313361
14/10/2017,Swansea,Huddersfield,H,7,7,3,2,12,16,5,3,1,5,0,0,0,1,0.375,0.25,-4,2,14.0,14.0,0.0,6,0.14285714285714285,0.41379310344827586,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.15875306571728204
14/10/2017,Tottenham,Bournemouth,H,18,5,6,1,9,7,9,5,1,3,0,0,13,5,0.3157894736842105,0.16666666666666666,2,4,14.0,14.0,0.0,4,0.2,0.5294117647058824,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.323904054706971
14/10/2017,Watford,Arsenal,H,11,9,2,6,8,10,2,5,1,0,0,0,2,-4,0.16666666666666666,0.6,-2,-3,14.0,13.0,1.0,1,0.5,0.42105263157894735,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.14522831993898777
15/10/2017,Southampton,Newcastle,D,12,19,2,5,11,12,3,8,1,2,0,0,-7,-3,0.15384615384615385,0.25,-1,-5,15.0,14.0,1.0,3,0.25,0.4583333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07694250529349791
15/10/2017,Brighton,Everton,D,12,13,3,6,12,10,7,1,4,1,0,0,-1,-3,0.23076923076923078,0.42857142857142855,2,6,14.0,14.0,0.0,5,0.6666666666666666,0.5217391304347826,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.14884639758863516
16/10/2017,Leicester,West Brom,D,11,5,3,1,13,6,4,1,2,2,0,0,6,2,0.25,0.16666666666666666,7,3,16.0,16.0,0.0,4,0.4,0.65,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.08810240404254008
20/10/2017,West Ham,Brighton,A,16,7,2,5,5,13,10,3,1,0,0,0,9,-3,0.11764705882352941,0.625,-8,7,6.0,5.0,1.0,1,0.5,0.2631578947368421,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.30319728162876364
21/10/2017,Chelsea,Watford,H,14,16,8,5,13,16,6,6,2,3,0,0,-2,3,0.5333333333333333,0.29411764705882354,-3,0,7.0,7.0,0.0,5,0.3333333333333333,0.43333333333333335,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.06172857808721951
21/10/2017,Huddersfield,Man United,H,5,9,3,3,10,12,4,7,4,2,0,0,-4,0,0.5,0.3,-2,-3,7.0,7.0,0.0,6,0.5714285714285714,0.43478260869565216,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.6689942538201729
21/10/2017,Man City,Burnley,H,15,6,10,0,10,6,4,5,2,3,0,0,9,10,0.625,0.0,4,-1,7.0,7.0,0.0,5,0.3333333333333333,0.5882352941176471,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.6372005096168886
21/10/2017,Newcastle,Crystal Palace,H,7,10,3,0,12,14,3,5,4,2,0,0,-3,3,0.375,0.0,-2,-2,6.0,7.0,-1.0,6,0.5714285714285714,0.4444444444444444,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.39492815830838485
21/10/2017,Southampton,West Brom,H,20,7,6,2,10,8,8,3,0,1,0,0,13,4,0.2857142857142857,0.25,2,5,6.0,5.0,1.0,1,0.0,0.5263157894736842,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.03689426270766879
21/10/2017,Stoke,Bournemouth,A,10,7,2,3,17,10,8,3,0,1,0,0,3,-1,0.18181818181818182,0.375,7,5,7.0,7.0,0.0,1,0.0,0.6071428571428571,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.43920694660559
21/10/2017,Swansea,Leicester,A,19,11,4,6,6,9,7,6,0,1,0,0,8,-2,0.2,0.5,-3,1,7.0,5.0,2.0,1,0.0,0.375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.027515970358508304
22/10/2017,Everton,Arsenal,A,8,30,3,14,14,14,0,7,1,1,1,0,-22,-11,0.3333333333333333,0.45161290322580644,0,-7,7.0,8.0,-1.0,4,0.6,0.4827586206896552,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1789460130129155
22/10/2017,Tottenham,Liverpool,H,14,12,6,7,2,8,3,5,0,1,0,0,2,-1,0.4,0.5384615384615384,-6,-2,8.0,8.0,0.0,1,0.0,0.18181818181818182,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.32892862527228556
28/10/2017,Man United,Tottenham,H,11,13,3,4,12,14,6,3,1,0,0,0,-2,-1,0.25,0.2857142857142857,-2,3,7.0,6.0,1.0,1,0.5,0.4444444444444444,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1637348887531588
28/10/2017,West Brom,Man City,A,6,15,4,5,10,7,1,2,2,3,0,0,-9,-1,0.5714285714285714,0.3125,3,-1,7.0,7.0,0.0,5,0.3333333333333333,0.5555555555555556,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.2637073045650336
28/10/2017,Watford,Stoke,A,13,6,0,2,10,9,8,1,4,4,0,0,7,-2,0.0,0.2857142857142857,1,7,7.0,7.0,0.0,8,0.4444444444444444,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.4756884706894741
28/10/2017,Liverpool,Huddersfield,H,16,1,8,0,10,8,9,2,0,1,0,0,15,8,0.47058823529411764,0.0,2,7,6.0,7.0,-1.0,1,0.0,0.5263157894736842,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0051355012149269935
28/10/2017,Bournemouth,Chelsea,A,7,18,1,5,5,5,5,5,2,0,0,0,-11,-4,0.125,0.2631578947368421,0,0,7.0,7.0,0.0,2,0.6666666666666666,0.45454545454545453,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03006923211582132
28/10/2017,Arsenal,Swansea,H,17,4,5,2,9,9,5,2,0,0,0,0,13,3,0.2777777777777778,0.4,0,3,6.0,7.0,-1.0,0,0.0,0.47368421052631576,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.018684412909244167
28/10/2017,Crystal Palace,West Ham,D,19,6,9,2,18,15,11,2,1,2,0,0,13,7,0.45,0.2857142857142857,3,9,7.0,8.0,-1.0,3,0.25,0.5294117647058824,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.02053793705906603
29/10/2017,Brighton,Southampton,D,7,6,2,1,9,10,2,7,3,1,0,0,1,1,0.25,0.14285714285714285,-1,-5,9.0,8.0,1.0,4,0.6,0.45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5335867199941285
29/10/2017,Leicester,Everton,H,9,16,3,2,6,10,3,10,0,2,0,0,-7,1,0.3,0.11764705882352941,-4,-7,8.0,7.0,1.0,2,0.0,0.35294117647058826,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0033953829807749376
30/10/2017,Burnley,Newcastle,H,12,12,5,5,9,10,5,3,3,0,0,0,0,0,0.38461538461538464,0.38461538461538464,-1,2,9.0,9.0,0.0,3,0.75,0.45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.618114945598952
04/11/2017,Huddersfield,West Brom,H,7,9,3,3,8,15,3,5,1,4,1,0,-2,0,0.375,0.3,-7,-2,7.0,7.0,0.0,7,0.375,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.28383715682675037
04/11/2017,Newcastle,Bournemouth,A,16,16,4,6,11,12,11,9,2,2,0,0,0,-2,0.23529411764705882,0.35294117647058826,-1,2,5.0,7.0,-2.0,4,0.4,0.4583333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.36984872841080574
04/11/2017,Southampton,Burnley,A,13,5,3,1,4,4,9,1,0,0,0,0,8,2,0.21428571428571427,0.16666666666666666,0,8,6.0,5.0,1.0,0,0.0,0.4444444444444444,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4423984221185601
04/11/2017,Stoke,Leicester,D,11,14,7,4,12,8,4,10,0,0,0,0,-3,3,0.5833333333333334,0.26666666666666666,4,-6,7.0,6.0,1.0,0,0.0,0.5714285714285714,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7566873752137533
04/11/2017,Swansea,Brighton,A,12,5,2,2,13,12,8,7,2,1,0,0,7,0,0.15384615384615385,0.3333333333333333,1,1,7.0,6.0,1.0,3,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13971806023269587
04/11/2017,West Ham,Liverpool,A,6,15,1,7,9,13,2,3,3,0,0,0,-9,-6,0.14285714285714285,0.4375,-4,-1,7.0,7.0,0.0,3,0.75,0.391304347826087,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.6694804429217954
05/11/2017,Tottenham,Crystal Palace,H,12,11,2,3,6,7,10,9,0,2,0,0,1,-1,0.15384615384615385,0.25,-1,1,8.0,8.0,0.0,2,0.0,0.42857142857142855,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3868840038426242
05/11/2017,Man City,Arsenal,H,9,6,5,3,15,15,5,5,1,6,0,0,3,2,0.5,0.42857142857142855,0,0,8.0,8.0,0.0,7,0.125,0.4838709677419355,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.06163164161485522
05/11/2017,Chelsea,Man United,H,18,10,8,2,16,20,4,7,1,3,0,0,8,6,0.42105263157894735,0.18181818181818182,-4,-3,8.0,8.0,0.0,4,0.2,0.43243243243243246,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11394426182699427
05/11/2017,Everton,Watford,H,10,11,5,3,14,12,2,5,0,2,0,0,-1,2,0.45454545454545453,0.25,2,-3,7.0,8.0,-1.0,2,0.0,0.5185185185185185,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.33015147798355005
