date,season,team,team_win
13/08/2016,2016-2017,Burnley FC,Swansea City
20/08/2016,2016-2017,Burnley FC,Burnley FC
24/08/2016,2016-2017,Burnley FC,Accrington Stanley
27/08/2016,2016-2017,Burnley FC,Chelsea FC
10/09/2016,2016-2017,Burnley FC,Draw
17/09/2016,2016-2017,Burnley FC,Leicester City
26/09/2016,2016-2017,Burnley FC,Burnley FC
02/10/2016,2016-2017,Burnley FC,Arsenal FC
16/10/2016,2016-2017,Burnley FC,Southampton FC
22/10/2016,2016-2017,Burnley FC,Burnley FC
29/10/2016,2016-2017,Burnley FC,Draw
05/11/2016,2016-2017,Burnley FC,Burnley FC
21/11/2016,2016-2017,Burnley FC,West Bromwich Albion
26/11/2016,2016-2017,Burnley FC,Manchester City
03/12/2016,2016-2017,Burnley FC,Stoke City
10/12/2016,2016-2017,Burnley FC,Burnley FC
14/12/2016,2016-2017,Burnley FC,West Ham United
18/12/2016,2016-2017,Burnley FC,Tottenham Hotspur
26/12/2016,2016-2017,Burnley FC,Burnley FC
31/12/2016,2016-2017,Burnley FC,Burnley FC
02/01/2017,2016-2017,Burnley FC,Manchester City
07/01/2017,2016-2017,Burnley FC,Draw
14/01/2017,2016-2017,Burnley FC,Burnley FC
17/01/2017,2016-2017,Burnley FC,Burnley FC
22/01/2017,2016-2017,Burnley FC,Arsenal FC
28/01/2017,2016-2017,Burnley FC,Burnley FC
31/01/2017,2016-2017,Burnley FC,Burnley FC
04/02/2017,2016-2017,Burnley FC,Watford FC
12/02/2017,2016-2017,Burnley FC,Draw
18/02/2017,2016-2017,Burnley FC,Lincoln City
25/02/2017,2016-2017,Burnley FC,Draw
04/03/2017,2016-2017,Burnley FC,Swansea City
12/03/2017,2016-2017,Burnley FC,Liverpool FC
18/03/2017,2016-2017,Burnley FC,Draw
01/04/2017,2016-2017,Burnley FC,Tottenham Hotspur
04/04/2017,2016-2017,Burnley FC,Burnley FC
08/04/2017,2016-2017,Burnley FC,Draw
15/04/2017,2016-2017,Burnley FC,Everton FC
23/04/2017,2016-2017,Burnley FC,Manchester United
29/04/2017,2016-2017,Burnley FC,Burnley FC
06/05/2017,2016-2017,Burnley FC,Draw
13/05/2017,2016-2017,Burnley FC,AFC Bournemouth
21/05/2017,2016-2017,Burnley FC,West Ham United
