date,season,team,team_win
13/08/2016,2016-2017,Everton FC,Draw
20/08/2016,2016-2017,Everton FC,Everton FC
23/08/2016,2016-2017,Everton FC,Everton FC
27/08/2016,2016-2017,Everton FC,Everton FC
12/09/2016,2016-2017,Everton FC,Everton FC
17/09/2016,2016-2017,Everton FC,Everton FC
20/09/2016,2016-2017,Everton FC,Norwich City
24/09/2016,2016-2017,Everton FC,AFC Bournemouth
30/09/2016,2016-2017,Everton FC,Draw
15/10/2016,2016-2017,Everton FC,Draw
22/10/2016,2016-2017,Everton FC,Burnley FC
30/10/2016,2016-2017,Everton FC,Everton FC
05/11/2016,2016-2017,Everton FC,Chelsea FC
19/11/2016,2016-2017,Everton FC,Draw
27/11/2016,2016-2017,Everton FC,Southampton FC
04/12/2016,2016-2017,Everton FC,Draw
10/12/2016,2016-2017,Everton FC,Watford FC
13/12/2016,2016-2017,Everton FC,Everton FC
19/12/2016,2016-2017,Everton FC,Liverpool FC
26/12/2016,2016-2017,Everton FC,Everton FC
30/12/2016,2016-2017,Everton FC,Draw
02/01/2017,2016-2017,Everton FC,Everton FC
07/01/2017,2016-2017,Everton FC,Leicester City
15/01/2017,2016-2017,Everton FC,Everton FC
21/01/2017,2016-2017,Everton FC,Everton FC
01/02/2017,2016-2017,Everton FC,Draw
04/02/2017,2016-2017,Everton FC,Everton FC
11/02/2017,2016-2017,Everton FC,Draw
25/02/2017,2016-2017,Everton FC,Everton FC
05/03/2017,2016-2017,Everton FC,Tottenham Hotspur
11/03/2017,2016-2017,Everton FC,Everton FC
18/03/2017,2016-2017,Everton FC,Everton FC
01/04/2017,2016-2017,Everton FC,Liverpool FC
04/04/2017,2016-2017,Everton FC,Draw
09/04/2017,2016-2017,Everton FC,Everton FC
15/04/2017,2016-2017,Everton FC,Everton FC
22/04/2017,2016-2017,Everton FC,Draw
30/04/2017,2016-2017,Everton FC,Chelsea FC
06/05/2017,2016-2017,Everton FC,Swansea City
12/05/2017,2016-2017,Everton FC,Everton FC
21/05/2017,2016-2017,Everton FC,Arsenal FC
