date,season,team,team_win
13/08/2016,2016-2017,Southampton FC,Draw
19/08/2016,2016-2017,Southampton FC,Manchester United
27/08/2016,2016-2017,Southampton FC,Draw
10/09/2016,2016-2017,Southampton FC,Arsenal FC
15/09/2016,2016-2017,Southampton FC,Southampton FC
18/09/2016,2016-2017,Southampton FC,Southampton FC
21/09/2016,2016-2017,Southampton FC,Southampton FC
25/09/2016,2016-2017,Southampton FC,Southampton FC
29/09/2016,2016-2017,Southampton FC,Draw
02/10/2016,2016-2017,Southampton FC,Draw
16/10/2016,2016-2017,Southampton FC,Southampton FC
20/10/2016,2016-2017,Southampton FC,Inter
23/10/2016,2016-2017,Southampton FC,Draw
26/10/2016,2016-2017,Southampton FC,Southampton FC
30/10/2016,2016-2017,Southampton FC,Chelsea FC
03/11/2016,2016-2017,Southampton FC,Southampton FC
06/11/2016,2016-2017,Southampton FC,Hull City
19/11/2016,2016-2017,Southampton FC,Draw
24/11/2016,2016-2017,Southampton FC,Sparta Prague
27/11/2016,2016-2017,Southampton FC,Southampton FC
30/11/2016,2016-2017,Southampton FC,Southampton FC
03/12/2016,2016-2017,Southampton FC,Crystal Palace
08/12/2016,2016-2017,Southampton FC,Draw
11/12/2016,2016-2017,Southampton FC,Southampton FC
14/12/2016,2016-2017,Southampton FC,Draw
18/12/2016,2016-2017,Southampton FC,Southampton FC
28/12/2016,2016-2017,Southampton FC,Tottenham Hotspur
31/12/2016,2016-2017,Southampton FC,West Bromwich Albion
02/01/2017,2016-2017,Southampton FC,Everton FC
07/01/2017,2016-2017,Southampton FC,Draw
11/01/2017,2016-2017,Southampton FC,Southampton FC
14/01/2017,2016-2017,Southampton FC,Burnley FC
18/01/2017,2016-2017,Southampton FC,Southampton FC
22/01/2017,2016-2017,Southampton FC,Southampton FC
25/01/2017,2016-2017,Southampton FC,Southampton FC
28/01/2017,2016-2017,Southampton FC,Arsenal FC
31/01/2017,2016-2017,Southampton FC,Swansea City
04/02/2017,2016-2017,Southampton FC,West Ham United
11/02/2017,2016-2017,Southampton FC,Southampton FC
26/02/2017,2016-2017,Southampton FC,Manchester United
04/03/2017,2016-2017,Southampton FC,Southampton FC
19/03/2017,2016-2017,Southampton FC,Tottenham Hotspur
01/04/2017,2016-2017,Southampton FC,Draw
05/04/2017,2016-2017,Southampton FC,Southampton FC
08/04/2017,2016-2017,Southampton FC,Southampton FC
15/04/2017,2016-2017,Southampton FC,Manchester City
25/04/2017,2016-2017,Southampton FC,Chelsea FC
29/04/2017,2016-2017,Southampton FC,Draw
07/05/2017,2016-2017,Southampton FC,Draw
10/05/2017,2016-2017,Southampton FC,Arsenal FC
13/05/2017,2016-2017,Southampton FC,Southampton FC
17/05/2017,2016-2017,Southampton FC,Draw
21/05/2017,2016-2017,Southampton FC,Stoke City
