date,season,team,team_win
13/08/2016,2016-2017,Sunderland AFC,Manchester City
21/08/2016,2016-2017,Sunderland AFC,Middlesbrough FC
24/08/2016,2016-2017,Sunderland AFC,Sunderland AFC
27/08/2016,2016-2017,Sunderland AFC,Draw
12/09/2016,2016-2017,Sunderland AFC,Everton FC
18/09/2016,2016-2017,Sunderland AFC,Tottenham Hotspur
21/09/2016,2016-2017,Sunderland AFC,Sunderland AFC
24/09/2016,2016-2017,Sunderland AFC,Crystal Palace
01/10/2016,2016-2017,Sunderland AFC,Draw
15/10/2016,2016-2017,Sunderland AFC,Stoke City
22/10/2016,2016-2017,Sunderland AFC,West Ham United
26/10/2016,2016-2017,Sunderland AFC,Southampton FC
29/10/2016,2016-2017,Sunderland AFC,Arsenal FC
05/11/2016,2016-2017,Sunderland AFC,Sunderland AFC
19/11/2016,2016-2017,Sunderland AFC,Sunderland AFC
26/11/2016,2016-2017,Sunderland AFC,Liverpool FC
03/12/2016,2016-2017,Sunderland AFC,Sunderland AFC
10/12/2016,2016-2017,Sunderland AFC,Swansea City
14/12/2016,2016-2017,Sunderland AFC,Chelsea FC
17/12/2016,2016-2017,Sunderland AFC,Sunderland AFC
26/12/2016,2016-2017,Sunderland AFC,Manchester United
31/12/2016,2016-2017,Sunderland AFC,Burnley FC
02/01/2017,2016-2017,Sunderland AFC,Draw
07/01/2017,2016-2017,Sunderland AFC,Draw
14/01/2017,2016-2017,Sunderland AFC,Stoke City
17/01/2017,2016-2017,Sunderland AFC,Burnley FC
21/01/2017,2016-2017,Sunderland AFC,West Bromwich Albion
31/01/2017,2016-2017,Sunderland AFC,Draw
04/02/2017,2016-2017,Sunderland AFC,Sunderland AFC
11/02/2017,2016-2017,Sunderland AFC,Southampton FC
25/02/2017,2016-2017,Sunderland AFC,Everton FC
05/03/2017,2016-2017,Sunderland AFC,Manchester City
18/03/2017,2016-2017,Sunderland AFC,Draw
01/04/2017,2016-2017,Sunderland AFC,Watford FC
04/04/2017,2016-2017,Sunderland AFC,Leicester City
09/04/2017,2016-2017,Sunderland AFC,Manchester United
15/04/2017,2016-2017,Sunderland AFC,Draw
26/04/2017,2016-2017,Sunderland AFC,Middlesbrough FC
29/04/2017,2016-2017,Sunderland AFC,AFC Bournemouth
06/05/2017,2016-2017,Sunderland AFC,Sunderland AFC
13/05/2017,2016-2017,Sunderland AFC,Swansea City
16/05/2017,2016-2017,Sunderland AFC,Arsenal FC
21/05/2017,2016-2017,Sunderland AFC,Chelsea FC
