date,season,team,team_win
14/08/2016,2016-2017,AFC Bournemouth,Manchester United
21/08/2016,2016-2017,AFC Bournemouth,West Ham United
24/08/2016,2016-2017,AFC Bournemouth,AFC Bournemouth
27/08/2016,2016-2017,AFC Bournemouth,Draw
10/09/2016,2016-2017,AFC Bournemouth,AFC Bournemouth
17/09/2016,2016-2017,AFC Bournemouth,Manchester City
20/09/2016,2016-2017,AFC Bournemouth,Preston North End
24/09/2016,2016-2017,AFC Bournemouth,AFC Bournemouth
01/10/2016,2016-2017,AFC Bournemouth,Draw
15/10/2016,2016-2017,AFC Bournemouth,AFC Bournemouth
22/10/2016,2016-2017,AFC Bournemouth,Draw
29/10/2016,2016-2017,AFC Bournemouth,Middlesbrough FC
05/11/2016,2016-2017,AFC Bournemouth,Sunderland AFC
19/11/2016,2016-2017,AFC Bournemouth,AFC Bournemouth
27/11/2016,2016-2017,AFC Bournemouth,Arsenal FC
04/12/2016,2016-2017,AFC Bournemouth,AFC Bournemouth
10/12/2016,2016-2017,AFC Bournemouth,Burnley FC
13/12/2016,2016-2017,AFC Bournemouth,AFC Bournemouth
18/12/2016,2016-2017,AFC Bournemouth,Southampton FC
26/12/2016,2016-2017,AFC Bournemouth,Chelsea FC
31/12/2016,2016-2017,AFC Bournemouth,AFC Bournemouth
03/01/2017,2016-2017,AFC Bournemouth,Draw
07/01/2017,2016-2017,AFC Bournemouth,Millwall FC
14/01/2017,2016-2017,AFC Bournemouth,Hull City
21/01/2017,2016-2017,AFC Bournemouth,Draw
31/01/2017,2016-2017,AFC Bournemouth,Crystal Palace
04/02/2017,2016-2017,AFC Bournemouth,Everton FC
13/02/2017,2016-2017,AFC Bournemouth,Manchester City
25/02/2017,2016-2017,AFC Bournemouth,West Bromwich Albion
04/03/2017,2016-2017,AFC Bournemouth,Draw
11/03/2017,2016-2017,AFC Bournemouth,AFC Bournemouth
18/03/2017,2016-2017,AFC Bournemouth,AFC Bournemouth
01/04/2017,2016-2017,AFC Bournemouth,Draw
05/04/2017,2016-2017,AFC Bournemouth,Draw
08/04/2017,2016-2017,AFC Bournemouth,Chelsea FC
15/04/2017,2016-2017,AFC Bournemouth,Tottenham Hotspur
22/04/2017,2016-2017,AFC Bournemouth,AFC Bournemouth
29/04/2017,2016-2017,AFC Bournemouth,AFC Bournemouth
06/05/2017,2016-2017,AFC Bournemouth,Draw
13/05/2017,2016-2017,AFC Bournemouth,AFC Bournemouth
21/05/2017,2016-2017,AFC Bournemouth,Draw
