date,season,team,team_win
14/08/2016,2016-2017,Arsenal FC,Liverpool FC
20/08/2016,2016-2017,Arsenal FC,Draw
27/08/2016,2016-2017,Arsenal FC,Arsenal FC
10/09/2016,2016-2017,Arsenal FC,Arsenal FC
13/09/2016,2016-2017,Arsenal FC,Draw
17/09/2016,2016-2017,Arsenal FC,Arsenal FC
20/09/2016,2016-2017,Arsenal FC,Arsenal FC
24/09/2016,2016-2017,Arsenal FC,Arsenal FC
28/09/2016,2016-2017,Arsenal FC,Arsenal FC
02/10/2016,2016-2017,Arsenal FC,Arsenal FC
15/10/2016,2016-2017,Arsenal FC,Arsenal FC
19/10/2016,2016-2017,Arsenal FC,Arsenal FC
22/10/2016,2016-2017,Arsenal FC,Draw
25/10/2016,2016-2017,Arsenal FC,Arsenal FC
29/10/2016,2016-2017,Arsenal FC,Arsenal FC
01/11/2016,2016-2017,Arsenal FC,Arsenal FC
06/11/2016,2016-2017,Arsenal FC,Draw
19/11/2016,2016-2017,Arsenal FC,Draw
23/11/2016,2016-2017,Arsenal FC,Draw
27/11/2016,2016-2017,Arsenal FC,Arsenal FC
30/11/2016,2016-2017,Arsenal FC,Southampton FC
03/12/2016,2016-2017,Arsenal FC,Arsenal FC
06/12/2016,2016-2017,Arsenal FC,Arsenal FC
10/12/2016,2016-2017,Arsenal FC,Arsenal FC
13/12/2016,2016-2017,Arsenal FC,Everton FC
18/12/2016,2016-2017,Arsenal FC,Manchester City
26/12/2016,2016-2017,Arsenal FC,Arsenal FC
01/01/2017,2016-2017,Arsenal FC,Arsenal FC
03/01/2017,2016-2017,Arsenal FC,Draw
07/01/2017,2016-2017,Arsenal FC,Arsenal FC
14/01/2017,2016-2017,Arsenal FC,Arsenal FC
22/01/2017,2016-2017,Arsenal FC,Arsenal FC
28/01/2017,2016-2017,Arsenal FC,Arsenal FC
31/01/2017,2016-2017,Arsenal FC,Watford FC
04/02/2017,2016-2017,Arsenal FC,Chelsea FC
11/02/2017,2016-2017,Arsenal FC,Arsenal FC
15/02/2017,2016-2017,Arsenal FC,Bayern Munich
20/02/2017,2016-2017,Arsenal FC,Arsenal FC
04/03/2017,2016-2017,Arsenal FC,Liverpool FC
07/03/2017,2016-2017,Arsenal FC,Bayern Munich
11/03/2017,2016-2017,Arsenal FC,Arsenal FC
18/03/2017,2016-2017,Arsenal FC,West Bromwich Albion
02/04/2017,2016-2017,Arsenal FC,Draw
05/04/2017,2016-2017,Arsenal FC,Arsenal FC
10/04/2017,2016-2017,Arsenal FC,Crystal Palace
17/04/2017,2016-2017,Arsenal FC,Arsenal FC
23/04/2017,2016-2017,Arsenal FC,Arsenal FC
26/04/2017,2016-2017,Arsenal FC,Arsenal FC
30/04/2017,2016-2017,Arsenal FC,Tottenham Hotspur
07/05/2017,2016-2017,Arsenal FC,Arsenal FC
10/05/2017,2016-2017,Arsenal FC,Arsenal FC
13/05/2017,2016-2017,Arsenal FC,Arsenal FC
16/05/2017,2016-2017,Arsenal FC,Arsenal FC
21/05/2017,2016-2017,Arsenal FC,Arsenal FC
27/05/2017,2016-2017,Arsenal FC,Arsenal FC
