date,season,team,team_win
15/08/2016,2016-2017,Chelsea FC,Chelsea FC
20/08/2016,2016-2017,Chelsea FC,Chelsea FC
23/08/2016,2016-2017,Chelsea FC,Chelsea FC
27/08/2016,2016-2017,Chelsea FC,Chelsea FC
11/09/2016,2016-2017,Chelsea FC,Draw
16/09/2016,2016-2017,Chelsea FC,Liverpool FC
20/09/2016,2016-2017,Chelsea FC,Chelsea FC
24/09/2016,2016-2017,Chelsea FC,Arsenal FC
01/10/2016,2016-2017,Chelsea FC,Chelsea FC
15/10/2016,2016-2017,Chelsea FC,Chelsea FC
23/10/2016,2016-2017,Chelsea FC,Chelsea FC
26/10/2016,2016-2017,Chelsea FC,West Ham United
30/10/2016,2016-2017,Chelsea FC,Chelsea FC
05/11/2016,2016-2017,Chelsea FC,Chelsea FC
20/11/2016,2016-2017,Chelsea FC,Chelsea FC
26/11/2016,2016-2017,Chelsea FC,Chelsea FC
03/12/2016,2016-2017,Chelsea FC,Chelsea FC
11/12/2016,2016-2017,Chelsea FC,Chelsea FC
14/12/2016,2016-2017,Chelsea FC,Chelsea FC
17/12/2016,2016-2017,Chelsea FC,Chelsea FC
26/12/2016,2016-2017,Chelsea FC,Chelsea FC
31/12/2016,2016-2017,Chelsea FC,Chelsea FC
04/01/2017,2016-2017,Chelsea FC,Tottenham Hotspur
08/01/2017,2016-2017,Chelsea FC,Chelsea FC
14/01/2017,2016-2017,Chelsea FC,Chelsea FC
22/01/2017,2016-2017,Chelsea FC,Chelsea FC
28/01/2017,2016-2017,Chelsea FC,Chelsea FC
31/01/2017,2016-2017,Chelsea FC,Draw
04/02/2017,2016-2017,Chelsea FC,Chelsea FC
12/02/2017,2016-2017,Chelsea FC,Draw
18/02/2017,2016-2017,Chelsea FC,Chelsea FC
25/02/2017,2016-2017,Chelsea FC,Chelsea FC
06/03/2017,2016-2017,Chelsea FC,Chelsea FC
13/03/2017,2016-2017,Chelsea FC,Chelsea FC
18/03/2017,2016-2017,Chelsea FC,Chelsea FC
01/04/2017,2016-2017,Chelsea FC,Crystal Palace
05/04/2017,2016-2017,Chelsea FC,Chelsea FC
08/04/2017,2016-2017,Chelsea FC,Chelsea FC
16/04/2017,2016-2017,Chelsea FC,Manchester United
22/04/2017,2016-2017,Chelsea FC,Chelsea FC
25/04/2017,2016-2017,Chelsea FC,Chelsea FC
30/04/2017,2016-2017,Chelsea FC,Chelsea FC
08/05/2017,2016-2017,Chelsea FC,Chelsea FC
12/05/2017,2016-2017,Chelsea FC,Chelsea FC
15/05/2017,2016-2017,Chelsea FC,Chelsea FC
21/05/2017,2016-2017,Chelsea FC,Chelsea FC
27/05/2017,2016-2017,Chelsea FC,Arsenal FC
