date,season,team,team_win
07/08/2016,2016-2017,Leicester City,Manchester United
13/08/2016,2016-2017,Leicester City,Hull City
20/08/2016,2016-2017,Leicester City,Draw
27/08/2016,2016-2017,Leicester City,Leicester City
10/09/2016,2016-2017,Leicester City,Liverpool FC
14/09/2016,2016-2017,Leicester City,Leicester City
17/09/2016,2016-2017,Leicester City,Leicester City
20/09/2016,2016-2017,Leicester City,Chelsea FC
24/09/2016,2016-2017,Leicester City,Manchester United
27/09/2016,2016-2017,Leicester City,Leicester City
02/10/2016,2016-2017,Leicester City,Draw
15/10/2016,2016-2017,Leicester City,Chelsea FC
18/10/2016,2016-2017,Leicester City,Leicester City
22/10/2016,2016-2017,Leicester City,Leicester City
29/10/2016,2016-2017,Leicester City,Draw
02/11/2016,2016-2017,Leicester City,Draw
06/11/2016,2016-2017,Leicester City,West Bromwich Albion
19/11/2016,2016-2017,Leicester City,Watford FC
22/11/2016,2016-2017,Leicester City,Leicester City
26/11/2016,2016-2017,Leicester City,Draw
03/12/2016,2016-2017,Leicester City,Sunderland AFC
07/12/2016,2016-2017,Leicester City,FC Porto
10/12/2016,2016-2017,Leicester City,Leicester City
13/12/2016,2016-2017,Leicester City,AFC Bournemouth
17/12/2016,2016-2017,Leicester City,Draw
26/12/2016,2016-2017,Leicester City,Everton FC
31/12/2016,2016-2017,Leicester City,Leicester City
02/01/2017,2016-2017,Leicester City,Draw
07/01/2017,2016-2017,Leicester City,Leicester City
14/01/2017,2016-2017,Leicester City,Chelsea FC
22/01/2017,2016-2017,Leicester City,Southampton FC
27/01/2017,2016-2017,Leicester City,Draw
31/01/2017,2016-2017,Leicester City,Burnley FC
05/02/2017,2016-2017,Leicester City,Manchester United
08/02/2017,2016-2017,Leicester City,Leicester City
12/02/2017,2016-2017,Leicester City,Swansea City
18/02/2017,2016-2017,Leicester City,Millwall FC
22/02/2017,2016-2017,Leicester City,Sevilla FC
27/02/2017,2016-2017,Leicester City,Leicester City
04/03/2017,2016-2017,Leicester City,Leicester City
14/03/2017,2016-2017,Leicester City,Leicester City
18/03/2017,2016-2017,Leicester City,Leicester City
01/04/2017,2016-2017,Leicester City,Leicester City
04/04/2017,2016-2017,Leicester City,Leicester City
09/04/2017,2016-2017,Leicester City,Everton FC
12/04/2017,2016-2017,Leicester City,Atlético Madrid
15/04/2017,2016-2017,Leicester City,Draw
18/04/2017,2016-2017,Leicester City,Draw
26/04/2017,2016-2017,Leicester City,Arsenal FC
29/04/2017,2016-2017,Leicester City,Leicester City
06/05/2017,2016-2017,Leicester City,Leicester City
13/05/2017,2016-2017,Leicester City,Manchester City
18/05/2017,2016-2017,Leicester City,Tottenham Hotspur
21/05/2017,2016-2017,Leicester City,Draw
