date,season,team,team_win
28/07/2016,2016-2017,West Ham United,NK Domžale
04/08/2016,2016-2017,West Ham United,West Ham United
15/08/2016,2016-2017,West Ham United,Chelsea FC
18/08/2016,2016-2017,West Ham United,Draw
21/08/2016,2016-2017,West Ham United,West Ham United
25/08/2016,2016-2017,West Ham United,Astra Giurgiu
28/08/2016,2016-2017,West Ham United,Manchester City
10/09/2016,2016-2017,West Ham United,Watford FC
17/09/2016,2016-2017,West Ham United,West Bromwich Albion
21/09/2016,2016-2017,West Ham United,West Ham United
25/09/2016,2016-2017,West Ham United,Southampton FC
01/10/2016,2016-2017,West Ham United,Draw
15/10/2016,2016-2017,West Ham United,West Ham United
22/10/2016,2016-2017,West Ham United,West Ham United
26/10/2016,2016-2017,West Ham United,West Ham United
30/10/2016,2016-2017,West Ham United,Everton FC
05/11/2016,2016-2017,West Ham United,Draw
19/11/2016,2016-2017,West Ham United,Tottenham Hotspur
27/11/2016,2016-2017,West Ham United,Draw
30/11/2016,2016-2017,West Ham United,Manchester United
03/12/2016,2016-2017,West Ham United,Arsenal FC
11/12/2016,2016-2017,West Ham United,Draw
14/12/2016,2016-2017,West Ham United,West Ham United
17/12/2016,2016-2017,West Ham United,West Ham United
26/12/2016,2016-2017,West Ham United,West Ham United
31/12/2016,2016-2017,West Ham United,Leicester City
02/01/2017,2016-2017,West Ham United,Manchester United
06/01/2017,2016-2017,West Ham United,Manchester City
14/01/2017,2016-2017,West Ham United,West Ham United
21/01/2017,2016-2017,West Ham United,West Ham United
01/02/2017,2016-2017,West Ham United,Manchester City
04/02/2017,2016-2017,West Ham United,West Ham United
11/02/2017,2016-2017,West Ham United,Draw
25/02/2017,2016-2017,West Ham United,Draw
06/03/2017,2016-2017,West Ham United,Chelsea FC
11/03/2017,2016-2017,West Ham United,AFC Bournemouth
18/03/2017,2016-2017,West Ham United,Leicester City
01/04/2017,2016-2017,West Ham United,Hull City
05/04/2017,2016-2017,West Ham United,Arsenal FC
08/04/2017,2016-2017,West Ham United,West Ham United
15/04/2017,2016-2017,West Ham United,Draw
22/04/2017,2016-2017,West Ham United,Draw
29/04/2017,2016-2017,West Ham United,Draw
05/05/2017,2016-2017,West Ham United,West Ham United
14/05/2017,2016-2017,West Ham United,Liverpool FC
21/05/2017,2016-2017,West Ham United,West Ham United
