date,season,team,team_win
25/07/2017,2017-2018,Burnley FC,Burnley FC
29/07/2017,2017-2018,Burnley FC,Draw
01/08/2017,2017-2018,Burnley FC,Draw
12/08/2017,2017-2018,Burnley FC,Burnley FC
19/08/2017,2017-2018,Burnley FC,West Bromwich Albion
23/08/2017,2017-2018,Burnley FC,Burnley FC
27/08/2017,2017-2018,Burnley FC,Draw
10/09/2017,2017-2018,Burnley FC,Burnley FC
16/09/2017,2017-2018,Burnley FC,Draw
19/09/2017,2017-2018,Burnley FC,Leeds United
23/09/2017,2017-2018,Burnley FC,Draw
01/10/2017,2017-2018,Burnley FC,Burnley FC
14/10/2017,2017-2018,Burnley FC,Draw
21/10/2017,2017-2018,Burnley FC,Manchester City
30/10/2017,2017-2018,Burnley FC,Burnley FC
04/11/2017,2017-2018,Burnley FC,Burnley FC
18/11/2017,2017-2018,Burnley FC,Burnley FC
26/11/2017,2017-2018,Burnley FC,Arsenal FC
29/11/2017,2017-2018,Burnley FC,Burnley FC
02/12/2017,2017-2018,Burnley FC,Leicester City
09/12/2017,2017-2018,Burnley FC,Burnley FC
12/12/2017,2017-2018,Burnley FC,Burnley FC
16/12/2017,2017-2018,Burnley FC,Draw
23/12/2017,2017-2018,Burnley FC,Tottenham Hotspur
26/12/2017,2017-2018,Burnley FC,Draw
30/12/2017,2017-2018,Burnley FC,Draw
01/01/2018,2017-2018,Burnley FC,Liverpool FC
06/01/2018,2017-2018,Burnley FC,Manchester City
13/01/2018,2017-2018,Burnley FC,Crystal Palace
20/01/2018,2017-2018,Burnley FC,Manchester United
31/01/2018,2017-2018,Burnley FC,Draw
03/02/2018,2017-2018,Burnley FC,Draw
10/02/2018,2017-2018,Burnley FC,Swansea City
24/02/2018,2017-2018,Burnley FC,Draw
03/03/2018,2017-2018,Burnley FC,Burnley FC
10/03/2018,2017-2018,Burnley FC,Burnley FC
31/03/2018,2017-2018,Burnley FC,Burnley FC
07/04/2018,2017-2018,Burnley FC,Burnley FC
14/04/2018,2017-2018,Burnley FC,Burnley FC
19/04/2018,2017-2018,Burnley FC,Chelsea FC
22/04/2018,2017-2018,Burnley FC,Draw
28/04/2018,2017-2018,Burnley FC,Draw
06/05/2018,2017-2018,Burnley FC,Arsenal FC
13/05/2018,2017-2018,Burnley FC,AFC Bournemouth
