date,season,team,team_win
19/07/2017,2017-2018,West Bromwich Albion,Leicester City
22/07/2017,2017-2018,West Bromwich Albion,Crystal Palace
12/08/2017,2017-2018,West Bromwich Albion,West Bromwich Albion
19/08/2017,2017-2018,West Bromwich Albion,West Bromwich Albion
22/08/2017,2017-2018,West Bromwich Albion,West Bromwich Albion
27/08/2017,2017-2018,West Bromwich Albion,Draw
09/09/2017,2017-2018,West Bromwich Albion,Brighton & Hove Albion
16/09/2017,2017-2018,West Bromwich Albion,Draw
20/09/2017,2017-2018,West Bromwich Albion,Manchester City
25/09/2017,2017-2018,West Bromwich Albion,Arsenal FC
30/09/2017,2017-2018,West Bromwich Albion,Draw
16/10/2017,2017-2018,West Bromwich Albion,Draw
21/10/2017,2017-2018,West Bromwich Albion,Southampton FC
28/10/2017,2017-2018,West Bromwich Albion,Manchester City
04/11/2017,2017-2018,West Bromwich Albion,Huddersfield Town
18/11/2017,2017-2018,West Bromwich Albion,Chelsea FC
25/11/2017,2017-2018,West Bromwich Albion,Draw
28/11/2017,2017-2018,West Bromwich Albion,Draw
02/12/2017,2017-2018,West Bromwich Albion,Draw
09/12/2017,2017-2018,West Bromwich Albion,Swansea City
13/12/2017,2017-2018,West Bromwich Albion,Draw
17/12/2017,2017-2018,West Bromwich Albion,Manchester United
23/12/2017,2017-2018,West Bromwich Albion,Stoke City
26/12/2017,2017-2018,West Bromwich Albion,Draw
31/12/2017,2017-2018,West Bromwich Albion,Draw
02/01/2018,2017-2018,West Bromwich Albion,West Ham United
06/01/2018,2017-2018,West Bromwich Albion,West Bromwich Albion
13/01/2018,2017-2018,West Bromwich Albion,West Bromwich Albion
20/01/2018,2017-2018,West Bromwich Albion,Draw
27/01/2018,2017-2018,West Bromwich Albion,West Bromwich Albion
31/01/2018,2017-2018,West Bromwich Albion,Manchester City
03/02/2018,2017-2018,West Bromwich Albion,Southampton FC
12/02/2018,2017-2018,West Bromwich Albion,Chelsea FC
17/02/2018,2017-2018,West Bromwich Albion,Southampton FC
24/02/2018,2017-2018,West Bromwich Albion,Huddersfield Town
03/03/2018,2017-2018,West Bromwich Albion,Watford FC
10/03/2018,2017-2018,West Bromwich Albion,Leicester City
17/03/2018,2017-2018,West Bromwich Albion,AFC Bournemouth
31/03/2018,2017-2018,West Bromwich Albion,Burnley FC
07/04/2018,2017-2018,West Bromwich Albion,Draw
15/04/2018,2017-2018,West Bromwich Albion,West Bromwich Albion
21/04/2018,2017-2018,West Bromwich Albion,Draw
28/04/2018,2017-2018,West Bromwich Albion,West Bromwich Albion
05/05/2018,2017-2018,West Bromwich Albion,West Bromwich Albion
13/05/2018,2017-2018,West Bromwich Albion,Crystal Palace
