date,season,team,team_win
26/07/2017,2017-2018,Newcastle United,Newcastle United
29/07/2017,2017-2018,Newcastle United,1. FSV Mainz 05
02/08/2017,2017-2018,Newcastle United,Newcastle United
06/08/2017,2017-2018,Newcastle United,Newcastle United
13/08/2017,2017-2018,Newcastle United,Tottenham Hotspur
20/08/2017,2017-2018,Newcastle United,Huddersfield Town
23/08/2017,2017-2018,Newcastle United,Nottingham Forest
26/08/2017,2017-2018,Newcastle United,Newcastle United
10/09/2017,2017-2018,Newcastle United,Newcastle United
16/09/2017,2017-2018,Newcastle United,Newcastle United
24/09/2017,2017-2018,Newcastle United,Brighton & Hove Albion
01/10/2017,2017-2018,Newcastle United,Draw
15/10/2017,2017-2018,Newcastle United,Draw
21/10/2017,2017-2018,Newcastle United,Newcastle United
30/10/2017,2017-2018,Newcastle United,Burnley FC
04/11/2017,2017-2018,Newcastle United,AFC Bournemouth
18/11/2017,2017-2018,Newcastle United,Manchester United
25/11/2017,2017-2018,Newcastle United,Watford FC
28/11/2017,2017-2018,Newcastle United,Draw
02/12/2017,2017-2018,Newcastle United,Chelsea FC
09/12/2017,2017-2018,Newcastle United,Leicester City
13/12/2017,2017-2018,Newcastle United,Everton FC
16/12/2017,2017-2018,Newcastle United,Arsenal FC
23/12/2017,2017-2018,Newcastle United,Newcastle United
27/12/2017,2017-2018,Newcastle United,Manchester City
30/12/2017,2017-2018,Newcastle United,Draw
01/01/2018,2017-2018,Newcastle United,Newcastle United
06/01/2018,2017-2018,Newcastle United,Newcastle United
13/01/2018,2017-2018,Newcastle United,Draw
20/01/2018,2017-2018,Newcastle United,Manchester City
28/01/2018,2017-2018,Newcastle United,Chelsea FC
31/01/2018,2017-2018,Newcastle United,Draw
04/02/2018,2017-2018,Newcastle United,Draw
11/02/2018,2017-2018,Newcastle United,Newcastle United
24/02/2018,2017-2018,Newcastle United,Draw
03/03/2018,2017-2018,Newcastle United,Liverpool FC
10/03/2018,2017-2018,Newcastle United,Newcastle United
31/03/2018,2017-2018,Newcastle United,Newcastle United
07/04/2018,2017-2018,Newcastle United,Newcastle United
15/04/2018,2017-2018,Newcastle United,Newcastle United
23/04/2018,2017-2018,Newcastle United,Everton FC
28/04/2018,2017-2018,Newcastle United,West Bromwich Albion
05/05/2018,2017-2018,Newcastle United,Watford FC
09/05/2018,2017-2018,Newcastle United,Tottenham Hotspur
13/05/2018,2017-2018,Newcastle United,Newcastle United
