date,season,team,team_win
29/07/2017,2017-2018,Swansea City,Swansea City
05/08/2017,2017-2018,Swansea City,Swansea City
12/08/2017,2017-2018,Swansea City,Draw
19/08/2017,2017-2018,Swansea City,Manchester United
22/08/2017,2017-2018,Swansea City,Swansea City
26/08/2017,2017-2018,Swansea City,Swansea City
10/09/2017,2017-2018,Swansea City,Newcastle United
16/09/2017,2017-2018,Swansea City,Draw
19/09/2017,2017-2018,Swansea City,Swansea City
23/09/2017,2017-2018,Swansea City,Watford FC
30/09/2017,2017-2018,Swansea City,West Ham United
14/10/2017,2017-2018,Swansea City,Swansea City
21/10/2017,2017-2018,Swansea City,Leicester City
24/10/2017,2017-2018,Swansea City,Manchester United
28/10/2017,2017-2018,Swansea City,Arsenal FC
04/11/2017,2017-2018,Swansea City,Brighton & Hove Albion
18/11/2017,2017-2018,Swansea City,Burnley FC
25/11/2017,2017-2018,Swansea City,Draw
29/11/2017,2017-2018,Swansea City,Chelsea FC
02/12/2017,2017-2018,Swansea City,Stoke City
09/12/2017,2017-2018,Swansea City,Swansea City
13/12/2017,2017-2018,Swansea City,Manchester City
18/12/2017,2017-2018,Swansea City,Everton FC
23/12/2017,2017-2018,Swansea City,Draw
26/12/2017,2017-2018,Swansea City,Liverpool FC
30/12/2017,2017-2018,Swansea City,Swansea City
02/01/2018,2017-2018,Swansea City,Tottenham Hotspur
06/01/2018,2017-2018,Swansea City,Draw
13/01/2018,2017-2018,Swansea City,Draw
17/01/2018,2017-2018,Swansea City,Swansea City
22/01/2018,2017-2018,Swansea City,Swansea City
27/01/2018,2017-2018,Swansea City,Draw
30/01/2018,2017-2018,Swansea City,Swansea City
03/02/2018,2017-2018,Swansea City,Draw
06/02/2018,2017-2018,Swansea City,Swansea City
10/02/2018,2017-2018,Swansea City,Swansea City
17/02/2018,2017-2018,Swansea City,Draw
24/02/2018,2017-2018,Swansea City,Brighton & Hove Albion
27/02/2018,2017-2018,Swansea City,Swansea City
03/03/2018,2017-2018,Swansea City,Swansea City
10/03/2018,2017-2018,Swansea City,Draw
17/03/2018,2017-2018,Swansea City,Tottenham Hotspur
31/03/2018,2017-2018,Swansea City,Manchester United
07/04/2018,2017-2018,Swansea City,Draw
14/04/2018,2017-2018,Swansea City,Draw
22/04/2018,2017-2018,Swansea City,Manchester City
28/04/2018,2017-2018,Swansea City,Chelsea FC
05/05/2018,2017-2018,Swansea City,AFC Bournemouth
08/05/2018,2017-2018,Swansea City,Southampton FC
13/05/2018,2017-2018,Swansea City,Stoke City
