date,season,team,team_win
22/07/2017,2017-2018,Southampton FC,Draw
29/07/2017,2017-2018,Southampton FC,Southampton FC
02/08/2017,2017-2018,Southampton FC,FC Augsburg
12/08/2017,2017-2018,Southampton FC,Draw
19/08/2017,2017-2018,Southampton FC,Southampton FC
23/08/2017,2017-2018,Southampton FC,Wolverhampton Wanderers
26/08/2017,2017-2018,Southampton FC,Draw
09/09/2017,2017-2018,Southampton FC,Watford FC
16/09/2017,2017-2018,Southampton FC,Southampton FC
23/09/2017,2017-2018,Southampton FC,Manchester United
30/09/2017,2017-2018,Southampton FC,Stoke City
15/10/2017,2017-2018,Southampton FC,Draw
21/10/2017,2017-2018,Southampton FC,Southampton FC
29/10/2017,2017-2018,Southampton FC,Draw
04/11/2017,2017-2018,Southampton FC,Burnley FC
18/11/2017,2017-2018,Southampton FC,Liverpool FC
26/11/2017,2017-2018,Southampton FC,Southampton FC
29/11/2017,2017-2018,Southampton FC,Manchester City
03/12/2017,2017-2018,Southampton FC,Draw
10/12/2017,2017-2018,Southampton FC,Draw
13/12/2017,2017-2018,Southampton FC,Leicester City
16/12/2017,2017-2018,Southampton FC,Chelsea FC
23/12/2017,2017-2018,Southampton FC,Draw
26/12/2017,2017-2018,Southampton FC,Tottenham Hotspur
30/12/2017,2017-2018,Southampton FC,Draw
02/01/2018,2017-2018,Southampton FC,Crystal Palace
06/01/2018,2017-2018,Southampton FC,Southampton FC
13/01/2018,2017-2018,Southampton FC,Draw
21/01/2018,2017-2018,Southampton FC,Draw
27/01/2018,2017-2018,Southampton FC,Southampton FC
31/01/2018,2017-2018,Southampton FC,Draw
03/02/2018,2017-2018,Southampton FC,Southampton FC
11/02/2018,2017-2018,Southampton FC,Liverpool FC
17/02/2018,2017-2018,Southampton FC,Southampton FC
24/02/2018,2017-2018,Southampton FC,Draw
03/03/2018,2017-2018,Southampton FC,Draw
10/03/2018,2017-2018,Southampton FC,Newcastle United
18/03/2018,2017-2018,Southampton FC,Southampton FC
31/03/2018,2017-2018,Southampton FC,West Ham United
08/04/2018,2017-2018,Southampton FC,Arsenal FC
14/04/2018,2017-2018,Southampton FC,Chelsea FC
19/04/2018,2017-2018,Southampton FC,Draw
22/04/2018,2017-2018,Southampton FC,Chelsea FC
28/04/2018,2017-2018,Southampton FC,Southampton FC
05/05/2018,2017-2018,Southampton FC,Draw
08/05/2018,2017-2018,Southampton FC,Southampton FC
13/05/2018,2017-2018,Southampton FC,Manchester City
