date,season,team,team_win
25/07/2017,2017-2018,Brighton & Hove Albion,Brighton & Hove Albion
01/08/2017,2017-2018,Brighton & Hove Albion,Draw
06/08/2017,2017-2018,Brighton & Hove Albion,Atlético Madrid
12/08/2017,2017-2018,Brighton & Hove Albion,Manchester City
19/08/2017,2017-2018,Brighton & Hove Albion,Leicester City
22/08/2017,2017-2018,Brighton & Hove Albion,Brighton & Hove Albion
26/08/2017,2017-2018,Brighton & Hove Albion,Draw
09/09/2017,2017-2018,Brighton & Hove Albion,Brighton & Hove Albion
15/09/2017,2017-2018,Brighton & Hove Albion,AFC Bournemouth
19/09/2017,2017-2018,Brighton & Hove Albion,AFC Bournemouth
24/09/2017,2017-2018,Brighton & Hove Albion,Brighton & Hove Albion
01/10/2017,2017-2018,Brighton & Hove Albion,Arsenal FC
15/10/2017,2017-2018,Brighton & Hove Albion,Draw
20/10/2017,2017-2018,Brighton & Hove Albion,Brighton & Hove Albion
29/10/2017,2017-2018,Brighton & Hove Albion,Draw
04/11/2017,2017-2018,Brighton & Hove Albion,Brighton & Hove Albion
20/11/2017,2017-2018,Brighton & Hove Albion,Draw
25/11/2017,2017-2018,Brighton & Hove Albion,Manchester United
28/11/2017,2017-2018,Brighton & Hove Albion,Draw
02/12/2017,2017-2018,Brighton & Hove Albion,Liverpool FC
09/12/2017,2017-2018,Brighton & Hove Albion,Huddersfield Town
13/12/2017,2017-2018,Brighton & Hove Albion,Tottenham Hotspur
16/12/2017,2017-2018,Brighton & Hove Albion,Draw
23/12/2017,2017-2018,Brighton & Hove Albion,Brighton & Hove Albion
26/12/2017,2017-2018,Brighton & Hove Albion,Chelsea FC
30/12/2017,2017-2018,Brighton & Hove Albion,Draw
01/01/2018,2017-2018,Brighton & Hove Albion,Draw
08/01/2018,2017-2018,Brighton & Hove Albion,Brighton & Hove Albion
13/01/2018,2017-2018,Brighton & Hove Albion,West Bromwich Albion
20/01/2018,2017-2018,Brighton & Hove Albion,Chelsea FC
27/01/2018,2017-2018,Brighton & Hove Albion,Brighton & Hove Albion
31/01/2018,2017-2018,Brighton & Hove Albion,Draw
03/02/2018,2017-2018,Brighton & Hove Albion,Brighton & Hove Albion
10/02/2018,2017-2018,Brighton & Hove Albion,Draw
17/02/2018,2017-2018,Brighton & Hove Albion,Brighton & Hove Albion
24/02/2018,2017-2018,Brighton & Hove Albion,Brighton & Hove Albion
04/03/2018,2017-2018,Brighton & Hove Albion,Brighton & Hove Albion
10/03/2018,2017-2018,Brighton & Hove Albion,Everton FC
17/03/2018,2017-2018,Brighton & Hove Albion,Manchester United
31/03/2018,2017-2018,Brighton & Hove Albion,Leicester City
07/04/2018,2017-2018,Brighton & Hove Albion,Draw
14/04/2018,2017-2018,Brighton & Hove Albion,Crystal Palace
17/04/2018,2017-2018,Brighton & Hove Albion,Draw
28/04/2018,2017-2018,Brighton & Hove Albion,Draw
04/05/2018,2017-2018,Brighton & Hove Albion,Brighton & Hove Albion
09/05/2018,2017-2018,Brighton & Hove Albion,Manchester City
13/05/2018,2017-2018,Brighton & Hove Albion,Liverpool FC
