date,season,team,team_win
23/07/2017,2017-2018,Tottenham Hotspur,Tottenham Hotspur
26/07/2017,2017-2018,Tottenham Hotspur,AS Roma
29/07/2017,2017-2018,Tottenham Hotspur,Manchester City
05/08/2017,2017-2018,Tottenham Hotspur,Tottenham Hotspur
13/08/2017,2017-2018,Tottenham Hotspur,Tottenham Hotspur
20/08/2017,2017-2018,Tottenham Hotspur,Chelsea FC
27/08/2017,2017-2018,Tottenham Hotspur,Draw
09/09/2017,2017-2018,Tottenham Hotspur,Tottenham Hotspur
13/09/2017,2017-2018,Tottenham Hotspur,Tottenham Hotspur
16/09/2017,2017-2018,Tottenham Hotspur,Draw
19/09/2017,2017-2018,Tottenham Hotspur,Tottenham Hotspur
23/09/2017,2017-2018,Tottenham Hotspur,Tottenham Hotspur
26/09/2017,2017-2018,Tottenham Hotspur,Tottenham Hotspur
30/09/2017,2017-2018,Tottenham Hotspur,Tottenham Hotspur
14/10/2017,2017-2018,Tottenham Hotspur,Tottenham Hotspur
17/10/2017,2017-2018,Tottenham Hotspur,Draw
22/10/2017,2017-2018,Tottenham Hotspur,Tottenham Hotspur
25/10/2017,2017-2018,Tottenham Hotspur,West Ham United
28/10/2017,2017-2018,Tottenham Hotspur,Manchester United
01/11/2017,2017-2018,Tottenham Hotspur,Tottenham Hotspur
05/11/2017,2017-2018,Tottenham Hotspur,Tottenham Hotspur
18/11/2017,2017-2018,Tottenham Hotspur,Arsenal FC
21/11/2017,2017-2018,Tottenham Hotspur,Tottenham Hotspur
25/11/2017,2017-2018,Tottenham Hotspur,Draw
28/11/2017,2017-2018,Tottenham Hotspur,Leicester City
02/12/2017,2017-2018,Tottenham Hotspur,Draw
06/12/2017,2017-2018,Tottenham Hotspur,Tottenham Hotspur
09/12/2017,2017-2018,Tottenham Hotspur,Tottenham Hotspur
13/12/2017,2017-2018,Tottenham Hotspur,Tottenham Hotspur
16/12/2017,2017-2018,Tottenham Hotspur,Manchester City
23/12/2017,2017-2018,Tottenham Hotspur,Tottenham Hotspur
26/12/2017,2017-2018,Tottenham Hotspur,Tottenham Hotspur
02/01/2018,2017-2018,Tottenham Hotspur,Tottenham Hotspur
04/01/2018,2017-2018,Tottenham Hotspur,Draw
07/01/2018,2017-2018,Tottenham Hotspur,Tottenham Hotspur
13/01/2018,2017-2018,Tottenham Hotspur,Tottenham Hotspur
21/01/2018,2017-2018,Tottenham Hotspur,Draw
27/01/2018,2017-2018,Tottenham Hotspur,Draw
31/01/2018,2017-2018,Tottenham Hotspur,Tottenham Hotspur
04/02/2018,2017-2018,Tottenham Hotspur,Draw
07/02/2018,2017-2018,Tottenham Hotspur,Tottenham Hotspur
10/02/2018,2017-2018,Tottenham Hotspur,Tottenham Hotspur
13/02/2018,2017-2018,Tottenham Hotspur,Draw
18/02/2018,2017-2018,Tottenham Hotspur,Draw
25/02/2018,2017-2018,Tottenham Hotspur,Tottenham Hotspur
28/02/2018,2017-2018,Tottenham Hotspur,Tottenham Hotspur
03/03/2018,2017-2018,Tottenham Hotspur,Tottenham Hotspur
07/03/2018,2017-2018,Tottenham Hotspur,Juventus
11/03/2018,2017-2018,Tottenham Hotspur,Tottenham Hotspur
17/03/2018,2017-2018,Tottenham Hotspur,Tottenham Hotspur
01/04/2018,2017-2018,Tottenham Hotspur,Tottenham Hotspur
07/04/2018,2017-2018,Tottenham Hotspur,Tottenham Hotspur
14/04/2018,2017-2018,Tottenham Hotspur,Manchester City
17/04/2018,2017-2018,Tottenham Hotspur,Draw
21/04/2018,2017-2018,Tottenham Hotspur,Manchester United
30/04/2018,2017-2018,Tottenham Hotspur,Tottenham Hotspur
05/05/2018,2017-2018,Tottenham Hotspur,West Bromwich Albion
09/05/2018,2017-2018,Tottenham Hotspur,Tottenham Hotspur
13/05/2018,2017-2018,Tottenham Hotspur,Tottenham Hotspur
