date,season,team,team_win
18/07/2017,2017-2018,Watford FC,Watford FC
22/07/2017,2017-2018,Watford FC,Watford FC
12/08/2017,2017-2018,Watford FC,Draw
19/08/2017,2017-2018,Watford FC,Watford FC
22/08/2017,2017-2018,Watford FC,Bristol City
26/08/2017,2017-2018,Watford FC,Draw
09/09/2017,2017-2018,Watford FC,Watford FC
16/09/2017,2017-2018,Watford FC,Manchester City
23/09/2017,2017-2018,Watford FC,Watford FC
30/09/2017,2017-2018,Watford FC,Draw
14/10/2017,2017-2018,Watford FC,Watford FC
21/10/2017,2017-2018,Watford FC,Chelsea FC
28/10/2017,2017-2018,Watford FC,Stoke City
05/11/2017,2017-2018,Watford FC,Everton FC
19/11/2017,2017-2018,Watford FC,Watford FC
25/11/2017,2017-2018,Watford FC,Watford FC
28/11/2017,2017-2018,Watford FC,Manchester United
02/12/2017,2017-2018,Watford FC,Draw
09/12/2017,2017-2018,Watford FC,Burnley FC
12/12/2017,2017-2018,Watford FC,Crystal Palace
16/12/2017,2017-2018,Watford FC,Huddersfield Town
23/12/2017,2017-2018,Watford FC,Brighton & Hove Albion
26/12/2017,2017-2018,Watford FC,Watford FC
30/12/2017,2017-2018,Watford FC,Swansea City
02/01/2018,2017-2018,Watford FC,Manchester City
06/01/2018,2017-2018,Watford FC,Watford FC
13/01/2018,2017-2018,Watford FC,Draw
20/01/2018,2017-2018,Watford FC,Leicester City
27/01/2018,2017-2018,Watford FC,Southampton FC
31/01/2018,2017-2018,Watford FC,Draw
05/02/2018,2017-2018,Watford FC,Watford FC
10/02/2018,2017-2018,Watford FC,West Ham United
24/02/2018,2017-2018,Watford FC,Watford FC
03/03/2018,2017-2018,Watford FC,Watford FC
11/03/2018,2017-2018,Watford FC,Arsenal FC
17/03/2018,2017-2018,Watford FC,Liverpool FC
31/03/2018,2017-2018,Watford FC,Draw
07/04/2018,2017-2018,Watford FC,Burnley FC
14/04/2018,2017-2018,Watford FC,Huddersfield Town
21/04/2018,2017-2018,Watford FC,Draw
30/04/2018,2017-2018,Watford FC,Tottenham Hotspur
05/05/2018,2017-2018,Watford FC,Watford FC
13/05/2018,2017-2018,Watford FC,Manchester United
