date,season,team,team_win
14/07/2017,2017-2018,Liverpool FC,Draw
19/07/2017,2017-2018,Liverpool FC,Draw
22/07/2017,2017-2018,Liverpool FC,Liverpool FC
29/07/2017,2017-2018,Liverpool FC,Liverpool FC
01/08/2017,2017-2018,Liverpool FC,Liverpool FC
02/08/2017,2017-2018,Liverpool FC,Atlético Madrid
05/08/2017,2017-2018,Liverpool FC,Liverpool FC
12/08/2017,2017-2018,Liverpool FC,Draw
15/08/2017,2017-2018,Liverpool FC,Liverpool FC
19/08/2017,2017-2018,Liverpool FC,Liverpool FC
23/08/2017,2017-2018,Liverpool FC,Liverpool FC
27/08/2017,2017-2018,Liverpool FC,Liverpool FC
09/09/2017,2017-2018,Liverpool FC,Manchester City
13/09/2017,2017-2018,Liverpool FC,Draw
16/09/2017,2017-2018,Liverpool FC,Draw
19/09/2017,2017-2018,Liverpool FC,Leicester City
23/09/2017,2017-2018,Liverpool FC,Liverpool FC
26/09/2017,2017-2018,Liverpool FC,Draw
01/10/2017,2017-2018,Liverpool FC,Draw
14/10/2017,2017-2018,Liverpool FC,Draw
17/10/2017,2017-2018,Liverpool FC,Liverpool FC
22/10/2017,2017-2018,Liverpool FC,Tottenham Hotspur
28/10/2017,2017-2018,Liverpool FC,Liverpool FC
01/11/2017,2017-2018,Liverpool FC,Liverpool FC
04/11/2017,2017-2018,Liverpool FC,Liverpool FC
18/11/2017,2017-2018,Liverpool FC,Liverpool FC
21/11/2017,2017-2018,Liverpool FC,Draw
25/11/2017,2017-2018,Liverpool FC,Draw
29/11/2017,2017-2018,Liverpool FC,Liverpool FC
02/12/2017,2017-2018,Liverpool FC,Liverpool FC
06/12/2017,2017-2018,Liverpool FC,Liverpool FC
10/12/2017,2017-2018,Liverpool FC,Draw
13/12/2017,2017-2018,Liverpool FC,Draw
17/12/2017,2017-2018,Liverpool FC,Liverpool FC
22/12/2017,2017-2018,Liverpool FC,Draw
26/12/2017,2017-2018,Liverpool FC,Liverpool FC
30/12/2017,2017-2018,Liverpool FC,Liverpool FC
01/01/2018,2017-2018,Liverpool FC,Liverpool FC
05/01/2018,2017-2018,Liverpool FC,Liverpool FC
14/01/2018,2017-2018,Liverpool FC,Liverpool FC
22/01/2018,2017-2018,Liverpool FC,Swansea City
27/01/2018,2017-2018,Liverpool FC,West Bromwich Albion
30/01/2018,2017-2018,Liverpool FC,Liverpool FC
04/02/2018,2017-2018,Liverpool FC,Draw
11/02/2018,2017-2018,Liverpool FC,Liverpool FC
14/02/2018,2017-2018,Liverpool FC,Liverpool FC
24/02/2018,2017-2018,Liverpool FC,Liverpool FC
03/03/2018,2017-2018,Liverpool FC,Liverpool FC
06/03/2018,2017-2018,Liverpool FC,Draw
10/03/2018,2017-2018,Liverpool FC,Manchester United
17/03/2018,2017-2018,Liverpool FC,Liverpool FC
31/03/2018,2017-2018,Liverpool FC,Liverpool FC
04/04/2018,2017-2018,Liverpool FC,Liverpool FC
07/04/2018,2017-2018,Liverpool FC,Draw
10/04/2018,2017-2018,Liverpool FC,Liverpool FC
14/04/2018,2017-2018,Liverpool FC,Liverpool FC
21/04/2018,2017-2018,Liverpool FC,Draw
24/04/2018,2017-2018,Liverpool FC,Liverpool FC
28/04/2018,2017-2018,Liverpool FC,Draw
02/05/2018,2017-2018,Liverpool FC,AS Roma
06/05/2018,2017-2018,Liverpool FC,Chelsea FC
13/05/2018,2017-2018,Liverpool FC,Liverpool FC
26/05/2018,2017-2018,Liverpool FC,Real Madrid
