date,season,team,team_win
22/07/2017,2017-2018,Chelsea FC,Chelsea FC
25/07/2017,2017-2018,Chelsea FC,Bayern Munich
29/07/2017,2017-2018,Chelsea FC,Inter
06/08/2017,2017-2018,Chelsea FC,Arsenal FC
12/08/2017,2017-2018,Chelsea FC,Burnley FC
20/08/2017,2017-2018,Chelsea FC,Chelsea FC
27/08/2017,2017-2018,Chelsea FC,Chelsea FC
09/09/2017,2017-2018,Chelsea FC,Chelsea FC
12/09/2017,2017-2018,Chelsea FC,Chelsea FC
17/09/2017,2017-2018,Chelsea FC,Draw
20/09/2017,2017-2018,Chelsea FC,Chelsea FC
23/09/2017,2017-2018,Chelsea FC,Chelsea FC
27/09/2017,2017-2018,Chelsea FC,Chelsea FC
30/09/2017,2017-2018,Chelsea FC,Manchester City
14/10/2017,2017-2018,Chelsea FC,Crystal Palace
18/10/2017,2017-2018,Chelsea FC,Draw
21/10/2017,2017-2018,Chelsea FC,Chelsea FC
25/10/2017,2017-2018,Chelsea FC,Chelsea FC
28/10/2017,2017-2018,Chelsea FC,Chelsea FC
31/10/2017,2017-2018,Chelsea FC,AS Roma
05/11/2017,2017-2018,Chelsea FC,Chelsea FC
18/11/2017,2017-2018,Chelsea FC,Chelsea FC
22/11/2017,2017-2018,Chelsea FC,Chelsea FC
25/11/2017,2017-2018,Chelsea FC,Draw
29/11/2017,2017-2018,Chelsea FC,Chelsea FC
02/12/2017,2017-2018,Chelsea FC,Chelsea FC
05/12/2017,2017-2018,Chelsea FC,Draw
09/12/2017,2017-2018,Chelsea FC,West Ham United
12/12/2017,2017-2018,Chelsea FC,Chelsea FC
16/12/2017,2017-2018,Chelsea FC,Chelsea FC
20/12/2017,2017-2018,Chelsea FC,Chelsea FC
23/12/2017,2017-2018,Chelsea FC,Draw
26/12/2017,2017-2018,Chelsea FC,Chelsea FC
30/12/2017,2017-2018,Chelsea FC,Chelsea FC
03/01/2018,2017-2018,Chelsea FC,Draw
06/01/2018,2017-2018,Chelsea FC,Draw
10/01/2018,2017-2018,Chelsea FC,Draw
13/01/2018,2017-2018,Chelsea FC,Draw
17/01/2018,2017-2018,Chelsea FC,Chelsea FC
20/01/2018,2017-2018,Chelsea FC,Chelsea FC
24/01/2018,2017-2018,Chelsea FC,Arsenal FC
28/01/2018,2017-2018,Chelsea FC,Chelsea FC
31/01/2018,2017-2018,Chelsea FC,AFC Bournemouth
05/02/2018,2017-2018,Chelsea FC,Watford FC
12/02/2018,2017-2018,Chelsea FC,Chelsea FC
16/02/2018,2017-2018,Chelsea FC,Chelsea FC
20/02/2018,2017-2018,Chelsea FC,Draw
25/02/2018,2017-2018,Chelsea FC,Manchester United
04/03/2018,2017-2018,Chelsea FC,Manchester City
10/03/2018,2017-2018,Chelsea FC,Chelsea FC
14/03/2018,2017-2018,Chelsea FC,FC Barcelona
18/03/2018,2017-2018,Chelsea FC,Chelsea FC
01/04/2018,2017-2018,Chelsea FC,Tottenham Hotspur
08/04/2018,2017-2018,Chelsea FC,Draw
14/04/2018,2017-2018,Chelsea FC,Chelsea FC
19/04/2018,2017-2018,Chelsea FC,Chelsea FC
22/04/2018,2017-2018,Chelsea FC,Chelsea FC
28/04/2018,2017-2018,Chelsea FC,Chelsea FC
06/05/2018,2017-2018,Chelsea FC,Chelsea FC
09/05/2018,2017-2018,Chelsea FC,Draw
13/05/2018,2017-2018,Chelsea FC,Newcastle United
19/05/2018,2017-2018,Chelsea FC,Chelsea FC
