date,season,team,team_win
19/07/2017,2017-2018,Crystal Palace,Draw
22/07/2017,2017-2018,Crystal Palace,Crystal Palace
29/07/2017,2017-2018,Crystal Palace,Draw
05/08/2017,2017-2018,Crystal Palace,Draw
12/08/2017,2017-2018,Crystal Palace,Huddersfield Town
19/08/2017,2017-2018,Crystal Palace,Liverpool FC
22/08/2017,2017-2018,Crystal Palace,Crystal Palace
26/08/2017,2017-2018,Crystal Palace,Swansea City
10/09/2017,2017-2018,Crystal Palace,Burnley FC
16/09/2017,2017-2018,Crystal Palace,Southampton FC
19/09/2017,2017-2018,Crystal Palace,Crystal Palace
23/09/2017,2017-2018,Crystal Palace,Manchester City
30/09/2017,2017-2018,Crystal Palace,Manchester United
14/10/2017,2017-2018,Crystal Palace,Crystal Palace
21/10/2017,2017-2018,Crystal Palace,Newcastle United
24/10/2017,2017-2018,Crystal Palace,Bristol City
28/10/2017,2017-2018,Crystal Palace,Draw
05/11/2017,2017-2018,Crystal Palace,Tottenham Hotspur
18/11/2017,2017-2018,Crystal Palace,Draw
25/11/2017,2017-2018,Crystal Palace,Crystal Palace
28/11/2017,2017-2018,Crystal Palace,Draw
02/12/2017,2017-2018,Crystal Palace,Draw
09/12/2017,2017-2018,Crystal Palace,Draw
12/12/2017,2017-2018,Crystal Palace,Crystal Palace
16/12/2017,2017-2018,Crystal Palace,Crystal Palace
23/12/2017,2017-2018,Crystal Palace,Draw
28/12/2017,2017-2018,Crystal Palace,Arsenal FC
31/12/2017,2017-2018,Crystal Palace,Draw
02/01/2018,2017-2018,Crystal Palace,Crystal Palace
08/01/2018,2017-2018,Crystal Palace,Brighton & Hove Albion
13/01/2018,2017-2018,Crystal Palace,Crystal Palace
20/01/2018,2017-2018,Crystal Palace,Arsenal FC
30/01/2018,2017-2018,Crystal Palace,Draw
04/02/2018,2017-2018,Crystal Palace,Draw
10/02/2018,2017-2018,Crystal Palace,Everton FC
25/02/2018,2017-2018,Crystal Palace,Tottenham Hotspur
05/03/2018,2017-2018,Crystal Palace,Manchester United
10/03/2018,2017-2018,Crystal Palace,Chelsea FC
17/03/2018,2017-2018,Crystal Palace,Crystal Palace
31/03/2018,2017-2018,Crystal Palace,Liverpool FC
07/04/2018,2017-2018,Crystal Palace,Draw
14/04/2018,2017-2018,Crystal Palace,Crystal Palace
21/04/2018,2017-2018,Crystal Palace,Draw
28/04/2018,2017-2018,Crystal Palace,Crystal Palace
05/05/2018,2017-2018,Crystal Palace,Crystal Palace
13/05/2018,2017-2018,Crystal Palace,Crystal Palace
