date,season,team,team_win
18/07/2023,2023-2024,Tottenham Hotspur,West Ham United
26/07/2023,2023-2024,Tottenham Hotspur,Tottenham Hotspur
06/08/2023,2023-2024,Tottenham Hotspur,Tottenham Hotspur
08/08/2023,2023-2024,Tottenham Hotspur,FC Barcelona
13/08/2023,2023-2024,Tottenham Hotspur,Draw
19/08/2023,2023-2024,Tottenham Hotspur,Tottenham Hotspur
26/08/2023,2023-2024,Tottenham Hotspur,Tottenham Hotspur
29/08/2023,2023-2024,Tottenham Hotspur,Fulham FC
02/09/2023,2023-2024,Tottenham Hotspur,Tottenham Hotspur
16/09/2023,2023-2024,Tottenham Hotspur,Tottenham Hotspur
24/09/2023,2023-2024,Tottenham Hotspur,Draw
30/09/2023,2023-2024,Tottenham Hotspur,Tottenham Hotspur
07/10/2023,2023-2024,Tottenham Hotspur,Tottenham Hotspur
23/10/2023,2023-2024,Tottenham Hotspur,Tottenham Hotspur
27/10/2023,2023-2024,Tottenham Hotspur,Tottenham Hotspur
06/11/2023,2023-2024,Tottenham Hotspur,Chelsea FC
11/11/2023,2023-2024,Tottenham Hotspur,Wolverhampton Wanderers
26/11/2023,2023-2024,Tottenham Hotspur,Aston Villa
03/12/2023,2023-2024,Tottenham Hotspur,Draw
07/12/2023,2023-2024,Tottenham Hotspur,West Ham United
10/12/2023,2023-2024,Tottenham Hotspur,Tottenham Hotspur
15/12/2023,2023-2024,Tottenham Hotspur,Tottenham Hotspur
23/12/2023,2023-2024,Tottenham Hotspur,Tottenham Hotspur
28/12/2023,2023-2024,Tottenham Hotspur,Brighton & Hove Albion
31/12/2023,2023-2024,Tottenham Hotspur,Tottenham Hotspur
05/01/2024,2023-2024,Tottenham Hotspur,Tottenham Hotspur
14/01/2024,2023-2024,Tottenham Hotspur,Draw
26/01/2024,2023-2024,Tottenham Hotspur,Manchester City
31/01/2024,2023-2024,Tottenham Hotspur,Tottenham Hotspur
03/02/2024,2023-2024,Tottenham Hotspur,Draw
10/02/2024,2023-2024,Tottenham Hotspur,Tottenham Hotspur
17/02/2024,2023-2024,Tottenham Hotspur,Wolverhampton Wanderers
02/03/2024,2023-2024,Tottenham Hotspur,Tottenham Hotspur
10/03/2024,2023-2024,Tottenham Hotspur,Tottenham Hotspur
16/03/2024,2023-2024,Tottenham Hotspur,Fulham FC
30/03/2024,2023-2024,Tottenham Hotspur,Tottenham Hotspur
02/04/2024,2023-2024,Tottenham Hotspur,Draw
07/04/2024,2023-2024,Tottenham Hotspur,Tottenham Hotspur
13/04/2024,2023-2024,Tottenham Hotspur,Newcastle United
28/04/2024,2023-2024,Tottenham Hotspur,Arsenal FC
02/05/2024,2023-2024,Tottenham Hotspur,Chelsea FC
05/05/2024,2023-2024,Tottenham Hotspur,Liverpool FC
11/05/2024,2023-2024,Tottenham Hotspur,Tottenham Hotspur
14/05/2024,2023-2024,Tottenham Hotspur,Manchester City
19/05/2024,2023-2024,Tottenham Hotspur,Tottenham Hotspur
22/05/2024,2023-2024,Tottenham Hotspur,Newcastle United
