date,season,team,team_win
16/07/2023,2023-2024,AFC Bournemouth,Maccabi Tel Aviv
25/07/2023,2023-2024,AFC Bournemouth,AFC Bournemouth
29/07/2023,2023-2024,AFC Bournemouth,Atalanta
05/08/2023,2023-2024,AFC Bournemouth,AFC Bournemouth
12/08/2023,2023-2024,AFC Bournemouth,Draw
19/08/2023,2023-2024,AFC Bournemouth,Liverpool FC
26/08/2023,2023-2024,AFC Bournemouth,Tottenham Hotspur
29/08/2023,2023-2024,AFC Bournemouth,AFC Bournemouth
02/09/2023,2023-2024,AFC Bournemouth,Draw
17/09/2023,2023-2024,AFC Bournemouth,Draw
24/09/2023,2023-2024,AFC Bournemouth,Brighton & Hove Albion
27/09/2023,2023-2024,AFC Bournemouth,AFC Bournemouth
30/09/2023,2023-2024,AFC Bournemouth,Arsenal FC
07/10/2023,2023-2024,AFC Bournemouth,Everton FC
21/10/2023,2023-2024,AFC Bournemouth,Wolverhampton Wanderers
28/10/2023,2023-2024,AFC Bournemouth,AFC Bournemouth
01/11/2023,2023-2024,AFC Bournemouth,Liverpool FC
04/11/2023,2023-2024,AFC Bournemouth,Manchester City
11/11/2023,2023-2024,AFC Bournemouth,AFC Bournemouth
25/11/2023,2023-2024,AFC Bournemouth,AFC Bournemouth
03/12/2023,2023-2024,AFC Bournemouth,Draw
06/12/2023,2023-2024,AFC Bournemouth,AFC Bournemouth
09/12/2023,2023-2024,AFC Bournemouth,AFC Bournemouth
23/12/2023,2023-2024,AFC Bournemouth,AFC Bournemouth
26/12/2023,2023-2024,AFC Bournemouth,AFC Bournemouth
31/12/2023,2023-2024,AFC Bournemouth,Tottenham Hotspur
06/01/2024,2023-2024,AFC Bournemouth,AFC Bournemouth
21/01/2024,2023-2024,AFC Bournemouth,Liverpool FC
25/01/2024,2023-2024,AFC Bournemouth,AFC Bournemouth
01/02/2024,2023-2024,AFC Bournemouth,Draw
04/02/2024,2023-2024,AFC Bournemouth,Draw
10/02/2024,2023-2024,AFC Bournemouth,Fulham FC
17/02/2024,2023-2024,AFC Bournemouth,Draw
24/02/2024,2023-2024,AFC Bournemouth,Manchester City
27/02/2024,2023-2024,AFC Bournemouth,Leicester City
03/03/2024,2023-2024,AFC Bournemouth,AFC Bournemouth
09/03/2024,2023-2024,AFC Bournemouth,Draw
13/03/2024,2023-2024,AFC Bournemouth,AFC Bournemouth
30/03/2024,2023-2024,AFC Bournemouth,AFC Bournemouth
02/04/2024,2023-2024,AFC Bournemouth,AFC Bournemouth
06/04/2024,2023-2024,AFC Bournemouth,Luton Town
13/04/2024,2023-2024,AFC Bournemouth,Draw
21/04/2024,2023-2024,AFC Bournemouth,Aston Villa
24/04/2024,2023-2024,AFC Bournemouth,AFC Bournemouth
28/04/2024,2023-2024,AFC Bournemouth,AFC Bournemouth
04/05/2024,2023-2024,AFC Bournemouth,Arsenal FC
11/05/2024,2023-2024,AFC Bournemouth,Brentford FC
19/05/2024,2023-2024,AFC Bournemouth,Chelsea FC
