date,season,team,team_win
22/07/2023,2023-2024,Brighton & Hove Albion,Chelsea FC
26/07/2023,2023-2024,Brighton & Hove Albion,Brighton & Hove Albion
28/07/2023,2023-2024,Brighton & Hove Albion,Newcastle United
06/08/2023,2023-2024,Brighton & Hove Albion,Draw
12/08/2023,2023-2024,Brighton & Hove Albion,Brighton & Hove Albion
19/08/2023,2023-2024,Brighton & Hove Albion,Brighton & Hove Albion
26/08/2023,2023-2024,Brighton & Hove Albion,West Ham United
02/09/2023,2023-2024,Brighton & Hove Albion,Brighton & Hove Albion
16/09/2023,2023-2024,Brighton & Hove Albion,Brighton & Hove Albion
21/09/2023,2023-2024,Brighton & Hove Albion,AEK Athen
24/09/2023,2023-2024,Brighton & Hove Albion,Brighton & Hove Albion
27/09/2023,2023-2024,Brighton & Hove Albion,Chelsea FC
30/09/2023,2023-2024,Brighton & Hove Albion,Aston Villa
05/10/2023,2023-2024,Brighton & Hove Albion,Draw
08/10/2023,2023-2024,Brighton & Hove Albion,Draw
21/10/2023,2023-2024,Brighton & Hove Albion,Manchester City
26/10/2023,2023-2024,Brighton & Hove Albion,Brighton & Hove Albion
29/10/2023,2023-2024,Brighton & Hove Albion,Draw
04/11/2023,2023-2024,Brighton & Hove Albion,Draw
09/11/2023,2023-2024,Brighton & Hove Albion,Brighton & Hove Albion
12/11/2023,2023-2024,Brighton & Hove Albion,Draw
25/11/2023,2023-2024,Brighton & Hove Albion,Brighton & Hove Albion
30/11/2023,2023-2024,Brighton & Hove Albion,Brighton & Hove Albion
03/12/2023,2023-2024,Brighton & Hove Albion,Chelsea FC
06/12/2023,2023-2024,Brighton & Hove Albion,Brighton & Hove Albion
09/12/2023,2023-2024,Brighton & Hove Albion,Draw
14/12/2023,2023-2024,Brighton & Hove Albion,Brighton & Hove Albion
17/12/2023,2023-2024,Brighton & Hove Albion,Arsenal FC
21/12/2023,2023-2024,Brighton & Hove Albion,Draw
28/12/2023,2023-2024,Brighton & Hove Albion,Brighton & Hove Albion
02/01/2024,2023-2024,Brighton & Hove Albion,Draw
06/01/2024,2023-2024,Brighton & Hove Albion,Brighton & Hove Albion
22/01/2024,2023-2024,Brighton & Hove Albion,Draw
27/01/2024,2023-2024,Brighton & Hove Albion,Brighton & Hove Albion
30/01/2024,2023-2024,Brighton & Hove Albion,Luton Town
03/02/2024,2023-2024,Brighton & Hove Albion,Brighton & Hove Albion
10/02/2024,2023-2024,Brighton & Hove Albion,Tottenham Hotspur
18/02/2024,2023-2024,Brighton & Hove Albion,Brighton & Hove Albion
24/02/2024,2023-2024,Brighton & Hove Albion,Draw
28/02/2024,2023-2024,Brighton & Hove Albion,Wolverhampton Wanderers
02/03/2024,2023-2024,Brighton & Hove Albion,Fulham FC
07/03/2024,2023-2024,Brighton & Hove Albion,AS Roma
10/03/2024,2023-2024,Brighton & Hove Albion,Brighton & Hove Albion
14/03/2024,2023-2024,Brighton & Hove Albion,Brighton & Hove Albion
31/03/2024,2023-2024,Brighton & Hove Albion,Liverpool FC
03/04/2024,2023-2024,Brighton & Hove Albion,Draw
06/04/2024,2023-2024,Brighton & Hove Albion,Arsenal FC
13/04/2024,2023-2024,Brighton & Hove Albion,Draw
25/04/2024,2023-2024,Brighton & Hove Albion,Manchester City
28/04/2024,2023-2024,Brighton & Hove Albion,AFC Bournemouth
05/05/2024,2023-2024,Brighton & Hove Albion,Brighton & Hove Albion
11/05/2024,2023-2024,Brighton & Hove Albion,Draw
15/05/2024,2023-2024,Brighton & Hove Albion,Chelsea FC
19/05/2024,2023-2024,Brighton & Hove Albion,Manchester United
