date,season,team,team_win
25/07/2023,2023-2024,Sheffield United,Rotherham United
26/07/2023,2023-2024,Sheffield United,Girona FC
29/07/2023,2023-2024,Sheffield United,Sheffield United
05/08/2023,2023-2024,Sheffield United,VfB Stuttgart
12/08/2023,2023-2024,Sheffield United,Crystal Palace
18/08/2023,2023-2024,Sheffield United,Nottingham Forest
27/08/2023,2023-2024,Sheffield United,Manchester City
30/08/2023,2023-2024,Sheffield United,Lincoln City
02/09/2023,2023-2024,Sheffield United,Draw
16/09/2023,2023-2024,Sheffield United,Tottenham Hotspur
24/09/2023,2023-2024,Sheffield United,Newcastle United
30/09/2023,2023-2024,Sheffield United,West Ham United
07/10/2023,2023-2024,Sheffield United,Fulham FC
21/10/2023,2023-2024,Sheffield United,Manchester United
28/10/2023,2023-2024,Sheffield United,Arsenal FC
04/11/2023,2023-2024,Sheffield United,Sheffield United
12/11/2023,2023-2024,Sheffield United,Draw
25/11/2023,2023-2024,Sheffield United,AFC Bournemouth
02/12/2023,2023-2024,Sheffield United,Burnley FC
06/12/2023,2023-2024,Sheffield United,Liverpool FC
09/12/2023,2023-2024,Sheffield United,Sheffield United
16/12/2023,2023-2024,Sheffield United,Chelsea FC
22/12/2023,2023-2024,Sheffield United,Draw
26/12/2023,2023-2024,Sheffield United,Luton Town
30/12/2023,2023-2024,Sheffield United,Manchester City
06/01/2024,2023-2024,Sheffield United,Sheffield United
21/01/2024,2023-2024,Sheffield United,Draw
27/01/2024,2023-2024,Sheffield United,Brighton & Hove Albion
30/01/2024,2023-2024,Sheffield United,Crystal Palace
03/02/2024,2023-2024,Sheffield United,Aston Villa
10/02/2024,2023-2024,Sheffield United,Sheffield United
18/02/2024,2023-2024,Sheffield United,Brighton & Hove Albion
25/02/2024,2023-2024,Sheffield United,Wolverhampton Wanderers
04/03/2024,2023-2024,Sheffield United,Arsenal FC
09/03/2024,2023-2024,Sheffield United,Draw
30/03/2024,2023-2024,Sheffield United,Draw
04/04/2024,2023-2024,Sheffield United,Liverpool FC
07/04/2024,2023-2024,Sheffield United,Draw
13/04/2024,2023-2024,Sheffield United,Brentford FC
20/04/2024,2023-2024,Sheffield United,Burnley FC
24/04/2024,2023-2024,Sheffield United,Manchester United
27/04/2024,2023-2024,Sheffield United,Newcastle United
04/05/2024,2023-2024,Sheffield United,Nottingham Forest
11/05/2024,2023-2024,Sheffield United,Everton FC
19/05/2024,2023-2024,Sheffield United,Tottenham Hotspur
