date,season,team,team_win
20/07/2023,2023-2024,Chelsea FC,Chelsea FC
22/07/2023,2023-2024,Chelsea FC,Chelsea FC
27/07/2023,2023-2024,Chelsea FC,Draw
30/07/2023,2023-2024,Chelsea FC,Chelsea FC
03/08/2023,2023-2024,Chelsea FC,Draw
13/08/2023,2023-2024,Chelsea FC,Draw
20/08/2023,2023-2024,Chelsea FC,West Ham United
25/08/2023,2023-2024,Chelsea FC,Chelsea FC
30/08/2023,2023-2024,Chelsea FC,Chelsea FC
02/09/2023,2023-2024,Chelsea FC,Nottingham Forest
17/09/2023,2023-2024,Chelsea FC,Draw
24/09/2023,2023-2024,Chelsea FC,Aston Villa
27/09/2023,2023-2024,Chelsea FC,Chelsea FC
02/10/2023,2023-2024,Chelsea FC,Chelsea FC
07/10/2023,2023-2024,Chelsea FC,Chelsea FC
21/10/2023,2023-2024,Chelsea FC,Draw
28/10/2023,2023-2024,Chelsea FC,Brentford FC
01/11/2023,2023-2024,Chelsea FC,Chelsea FC
06/11/2023,2023-2024,Chelsea FC,Chelsea FC
12/11/2023,2023-2024,Chelsea FC,Draw
25/11/2023,2023-2024,Chelsea FC,Newcastle United
03/12/2023,2023-2024,Chelsea FC,Chelsea FC
06/12/2023,2023-2024,Chelsea FC,Manchester United
10/12/2023,2023-2024,Chelsea FC,Everton FC
16/12/2023,2023-2024,Chelsea FC,Chelsea FC
19/12/2023,2023-2024,Chelsea FC,Chelsea FC
24/12/2023,2023-2024,Chelsea FC,Wolverhampton Wanderers
27/12/2023,2023-2024,Chelsea FC,Chelsea FC
30/12/2023,2023-2024,Chelsea FC,Chelsea FC
06/01/2024,2023-2024,Chelsea FC,Chelsea FC
09/01/2024,2023-2024,Chelsea FC,Middlesbrough FC
13/01/2024,2023-2024,Chelsea FC,Chelsea FC
23/01/2024,2023-2024,Chelsea FC,Chelsea FC
26/01/2024,2023-2024,Chelsea FC,Draw
31/01/2024,2023-2024,Chelsea FC,Liverpool FC
04/02/2024,2023-2024,Chelsea FC,Wolverhampton Wanderers
07/02/2024,2023-2024,Chelsea FC,Chelsea FC
12/02/2024,2023-2024,Chelsea FC,Chelsea FC
17/02/2024,2023-2024,Chelsea FC,Draw
25/02/2024,2023-2024,Chelsea FC,Liverpool FC
28/02/2024,2023-2024,Chelsea FC,Chelsea FC
02/03/2024,2023-2024,Chelsea FC,Draw
11/03/2024,2023-2024,Chelsea FC,Chelsea FC
17/03/2024,2023-2024,Chelsea FC,Chelsea FC
30/03/2024,2023-2024,Chelsea FC,Draw
04/04/2024,2023-2024,Chelsea FC,Chelsea FC
07/04/2024,2023-2024,Chelsea FC,Draw
15/04/2024,2023-2024,Chelsea FC,Chelsea FC
20/04/2024,2023-2024,Chelsea FC,Manchester City
23/04/2024,2023-2024,Chelsea FC,Arsenal FC
27/04/2024,2023-2024,Chelsea FC,Draw
02/05/2024,2023-2024,Chelsea FC,Chelsea FC
05/05/2024,2023-2024,Chelsea FC,Chelsea FC
11/05/2024,2023-2024,Chelsea FC,Chelsea FC
15/05/2024,2023-2024,Chelsea FC,Chelsea FC
19/05/2024,2023-2024,Chelsea FC,Chelsea FC
