date,season,team,team_win
15/07/2023,2023-2024,Newcastle United,Newcastle United
18/07/2023,2023-2024,Newcastle United,Newcastle United
23/07/2023,2023-2024,Newcastle United,Draw
27/07/2023,2023-2024,Newcastle United,Draw
28/07/2023,2023-2024,Newcastle United,Newcastle United
05/08/2023,2023-2024,Newcastle United,Newcastle United
06/08/2023,2023-2024,Newcastle United,Newcastle United
12/08/2023,2023-2024,Newcastle United,Newcastle United
19/08/2023,2023-2024,Newcastle United,Manchester City
27/08/2023,2023-2024,Newcastle United,Liverpool FC
02/09/2023,2023-2024,Newcastle United,Brighton & Hove Albion
16/09/2023,2023-2024,Newcastle United,Newcastle United
19/09/2023,2023-2024,Newcastle United,Draw
24/09/2023,2023-2024,Newcastle United,Newcastle United
27/09/2023,2023-2024,Newcastle United,Newcastle United
30/09/2023,2023-2024,Newcastle United,Newcastle United
04/10/2023,2023-2024,Newcastle United,Newcastle United
08/10/2023,2023-2024,Newcastle United,Draw
21/10/2023,2023-2024,Newcastle United,Newcastle United
25/10/2023,2023-2024,Newcastle United,Borussia Dortmund
28/10/2023,2023-2024,Newcastle United,Draw
01/11/2023,2023-2024,Newcastle United,Newcastle United
04/11/2023,2023-2024,Newcastle United,Newcastle United
07/11/2023,2023-2024,Newcastle United,Borussia Dortmund
11/11/2023,2023-2024,Newcastle United,AFC Bournemouth
25/11/2023,2023-2024,Newcastle United,Newcastle United
28/11/2023,2023-2024,Newcastle United,Draw
02/12/2023,2023-2024,Newcastle United,Newcastle United
07/12/2023,2023-2024,Newcastle United,Everton FC
10/12/2023,2023-2024,Newcastle United,Tottenham Hotspur
13/12/2023,2023-2024,Newcastle United,AC Milan
16/12/2023,2023-2024,Newcastle United,Newcastle United
19/12/2023,2023-2024,Newcastle United,Chelsea FC
23/12/2023,2023-2024,Newcastle United,Luton Town
26/12/2023,2023-2024,Newcastle United,Nottingham Forest
01/01/2024,2023-2024,Newcastle United,Liverpool FC
06/01/2024,2023-2024,Newcastle United,Newcastle United
13/01/2024,2023-2024,Newcastle United,Manchester City
27/01/2024,2023-2024,Newcastle United,Newcastle United
30/01/2024,2023-2024,Newcastle United,Newcastle United
03/02/2024,2023-2024,Newcastle United,Draw
10/02/2024,2023-2024,Newcastle United,Newcastle United
17/02/2024,2023-2024,Newcastle United,Draw
24/02/2024,2023-2024,Newcastle United,Arsenal FC
27/02/2024,2023-2024,Newcastle United,Newcastle United
02/03/2024,2023-2024,Newcastle United,Newcastle United
11/03/2024,2023-2024,Newcastle United,Chelsea FC
16/03/2024,2023-2024,Newcastle United,Manchester City
30/03/2024,2023-2024,Newcastle United,Newcastle United
02/04/2024,2023-2024,Newcastle United,Draw
06/04/2024,2023-2024,Newcastle United,Newcastle United
13/04/2024,2023-2024,Newcastle United,Newcastle United
24/04/2024,2023-2024,Newcastle United,Crystal Palace
27/04/2024,2023-2024,Newcastle United,Newcastle United
04/05/2024,2023-2024,Newcastle United,Newcastle United
11/05/2024,2023-2024,Newcastle United,Draw
15/05/2024,2023-2024,Newcastle United,Manchester United
19/05/2024,2023-2024,Newcastle United,Newcastle United
22/05/2024,2023-2024,Newcastle United,Newcastle United
