date,season,team,team_win
12/07/2023,2023-2024,Manchester United,Manchester United
19/07/2023,2023-2024,Manchester United,Manchester United
22/07/2023,2023-2024,Manchester United,Manchester United
26/07/2023,2023-2024,Manchester United,Wrexham AFC
27/07/2023,2023-2024,Manchester United,Real Madrid
31/07/2023,2023-2024,Manchester United,Borussia Dortmund
05/08/2023,2023-2024,Manchester United,Manchester United
06/08/2023,2023-2024,Manchester United,Draw
14/08/2023,2023-2024,Manchester United,Manchester United
19/08/2023,2023-2024,Manchester United,Tottenham Hotspur
26/08/2023,2023-2024,Manchester United,Manchester United
03/09/2023,2023-2024,Manchester United,Arsenal FC
16/09/2023,2023-2024,Manchester United,Brighton & Hove Albion
20/09/2023,2023-2024,Manchester United,Bayern Munich
23/09/2023,2023-2024,Manchester United,Manchester United
26/09/2023,2023-2024,Manchester United,Manchester United
30/09/2023,2023-2024,Manchester United,Crystal Palace
03/10/2023,2023-2024,Manchester United,Galatasaray
07/10/2023,2023-2024,Manchester United,Manchester United
21/10/2023,2023-2024,Manchester United,Manchester United
24/10/2023,2023-2024,Manchester United,Manchester United
29/10/2023,2023-2024,Manchester United,Manchester City
01/11/2023,2023-2024,Manchester United,Newcastle United
04/11/2023,2023-2024,Manchester United,Manchester United
08/11/2023,2023-2024,Manchester United,FC Copenhagen
11/11/2023,2023-2024,Manchester United,Manchester United
26/11/2023,2023-2024,Manchester United,Manchester United
29/11/2023,2023-2024,Manchester United,Draw
02/12/2023,2023-2024,Manchester United,Newcastle United
06/12/2023,2023-2024,Manchester United,Manchester United
09/12/2023,2023-2024,Manchester United,AFC Bournemouth
12/12/2023,2023-2024,Manchester United,Bayern Munich
17/12/2023,2023-2024,Manchester United,Draw
23/12/2023,2023-2024,Manchester United,West Ham United
26/12/2023,2023-2024,Manchester United,Manchester United
30/12/2023,2023-2024,Manchester United,Nottingham Forest
08/01/2024,2023-2024,Manchester United,Manchester United
14/01/2024,2023-2024,Manchester United,Draw
28/01/2024,2023-2024,Manchester United,Manchester United
01/02/2024,2023-2024,Manchester United,Manchester United
04/02/2024,2023-2024,Manchester United,Manchester United
11/02/2024,2023-2024,Manchester United,Manchester United
18/02/2024,2023-2024,Manchester United,Manchester United
24/02/2024,2023-2024,Manchester United,Fulham FC
28/02/2024,2023-2024,Manchester United,Manchester United
03/03/2024,2023-2024,Manchester United,Manchester City
09/03/2024,2023-2024,Manchester United,Manchester United
17/03/2024,2023-2024,Manchester United,Manchester United
30/03/2024,2023-2024,Manchester United,Draw
04/04/2024,2023-2024,Manchester United,Chelsea FC
07/04/2024,2023-2024,Manchester United,Draw
13/04/2024,2023-2024,Manchester United,Draw
21/04/2024,2023-2024,Manchester United,Manchester United
24/04/2024,2023-2024,Manchester United,Manchester United
27/04/2024,2023-2024,Manchester United,Draw
06/05/2024,2023-2024,Manchester United,Crystal Palace
12/05/2024,2023-2024,Manchester United,Arsenal FC
15/05/2024,2023-2024,Manchester United,Manchester United
19/05/2024,2023-2024,Manchester United,Manchester United
25/05/2024,2023-2024,Manchester United,Manchester United
