date,season,team,team_win
13/07/2023,2023-2024,Arsenal FC,Draw
22/07/2023,2023-2024,Arsenal FC,Manchester United
27/07/2023,2023-2024,Arsenal FC,Arsenal FC
02/08/2023,2023-2024,Arsenal FC,Arsenal FC
06/08/2023,2023-2024,Arsenal FC,Arsenal FC
12/08/2023,2023-2024,Arsenal FC,Arsenal FC
21/08/2023,2023-2024,Arsenal FC,Arsenal FC
26/08/2023,2023-2024,Arsenal FC,Draw
03/09/2023,2023-2024,Arsenal FC,Arsenal FC
17/09/2023,2023-2024,Arsenal FC,Arsenal FC
20/09/2023,2023-2024,Arsenal FC,Arsenal FC
24/09/2023,2023-2024,Arsenal FC,Draw
27/09/2023,2023-2024,Arsenal FC,Arsenal FC
30/09/2023,2023-2024,Arsenal FC,Arsenal FC
03/10/2023,2023-2024,Arsenal FC,RC Lens
08/10/2023,2023-2024,Arsenal FC,Arsenal FC
21/10/2023,2023-2024,Arsenal FC,Draw
24/10/2023,2023-2024,Arsenal FC,Arsenal FC
28/10/2023,2023-2024,Arsenal FC,Arsenal FC
01/11/2023,2023-2024,Arsenal FC,West Ham United
04/11/2023,2023-2024,Arsenal FC,Newcastle United
08/11/2023,2023-2024,Arsenal FC,Arsenal FC
11/11/2023,2023-2024,Arsenal FC,Arsenal FC
25/11/2023,2023-2024,Arsenal FC,Arsenal FC
29/11/2023,2023-2024,Arsenal FC,Arsenal FC
02/12/2023,2023-2024,Arsenal FC,Arsenal FC
05/12/2023,2023-2024,Arsenal FC,Arsenal FC
09/12/2023,2023-2024,Arsenal FC,Aston Villa
12/12/2023,2023-2024,Arsenal FC,Draw
17/12/2023,2023-2024,Arsenal FC,Arsenal FC
23/12/2023,2023-2024,Arsenal FC,Draw
28/12/2023,2023-2024,Arsenal FC,West Ham United
31/12/2023,2023-2024,Arsenal FC,Fulham FC
07/01/2024,2023-2024,Arsenal FC,Liverpool FC
20/01/2024,2023-2024,Arsenal FC,Arsenal FC
30/01/2024,2023-2024,Arsenal FC,Arsenal FC
04/02/2024,2023-2024,Arsenal FC,Arsenal FC
11/02/2024,2023-2024,Arsenal FC,Arsenal FC
17/02/2024,2023-2024,Arsenal FC,Arsenal FC
21/02/2024,2023-2024,Arsenal FC,FC Porto
24/02/2024,2023-2024,Arsenal FC,Arsenal FC
04/03/2024,2023-2024,Arsenal FC,Arsenal FC
09/03/2024,2023-2024,Arsenal FC,Arsenal FC
12/03/2024,2023-2024,Arsenal FC,Arsenal FC
31/03/2024,2023-2024,Arsenal FC,Draw
03/04/2024,2023-2024,Arsenal FC,Arsenal FC
06/04/2024,2023-2024,Arsenal FC,Arsenal FC
09/04/2024,2023-2024,Arsenal FC,Draw
14/04/2024,2023-2024,Arsenal FC,Aston Villa
17/04/2024,2023-2024,Arsenal FC,Bayern Munich
20/04/2024,2023-2024,Arsenal FC,Arsenal FC
23/04/2024,2023-2024,Arsenal FC,Arsenal FC
28/04/2024,2023-2024,Arsenal FC,Arsenal FC
04/05/2024,2023-2024,Arsenal FC,Arsenal FC
12/05/2024,2023-2024,Arsenal FC,Arsenal FC
19/05/2024,2023-2024,Arsenal FC,Arsenal FC
