date,season,team,team_win
19/07/2023,2023-2024,Liverpool FC,Liverpool FC
24/07/2023,2023-2024,Liverpool FC,Draw
30/07/2023,2023-2024,Liverpool FC,Liverpool FC
02/08/2023,2023-2024,Liverpool FC,Bayern Munich
07/08/2023,2023-2024,Liverpool FC,Liverpool FC
13/08/2023,2023-2024,Liverpool FC,Draw
19/08/2023,2023-2024,Liverpool FC,Liverpool FC
27/08/2023,2023-2024,Liverpool FC,Liverpool FC
03/09/2023,2023-2024,Liverpool FC,Liverpool FC
16/09/2023,2023-2024,Liverpool FC,Liverpool FC
21/09/2023,2023-2024,Liverpool FC,Liverpool FC
24/09/2023,2023-2024,Liverpool FC,Liverpool FC
27/09/2023,2023-2024,Liverpool FC,Liverpool FC
30/09/2023,2023-2024,Liverpool FC,Tottenham Hotspur
05/10/2023,2023-2024,Liverpool FC,Liverpool FC
08/10/2023,2023-2024,Liverpool FC,Draw
21/10/2023,2023-2024,Liverpool FC,Liverpool FC
26/10/2023,2023-2024,Liverpool FC,Liverpool FC
29/10/2023,2023-2024,Liverpool FC,Liverpool FC
01/11/2023,2023-2024,Liverpool FC,Liverpool FC
05/11/2023,2023-2024,Liverpool FC,Draw
09/11/2023,2023-2024,Liverpool FC,Toulouse FC
12/11/2023,2023-2024,Liverpool FC,Liverpool FC
25/11/2023,2023-2024,Liverpool FC,Draw
30/11/2023,2023-2024,Liverpool FC,Liverpool FC
03/12/2023,2023-2024,Liverpool FC,Liverpool FC
06/12/2023,2023-2024,Liverpool FC,Liverpool FC
09/12/2023,2023-2024,Liverpool FC,Liverpool FC
14/12/2023,2023-2024,Liverpool FC,Union Saint-Gilloise
17/12/2023,2023-2024,Liverpool FC,Draw
20/12/2023,2023-2024,Liverpool FC,Liverpool FC
23/12/2023,2023-2024,Liverpool FC,Draw
26/12/2023,2023-2024,Liverpool FC,Liverpool FC
01/01/2024,2023-2024,Liverpool FC,Liverpool FC
07/01/2024,2023-2024,Liverpool FC,Liverpool FC
10/01/2024,2023-2024,Liverpool FC,Liverpool FC
21/01/2024,2023-2024,Liverpool FC,Liverpool FC
24/01/2024,2023-2024,Liverpool FC,Draw
28/01/2024,2023-2024,Liverpool FC,Liverpool FC
31/01/2024,2023-2024,Liverpool FC,Liverpool FC
04/02/2024,2023-2024,Liverpool FC,Arsenal FC
10/02/2024,2023-2024,Liverpool FC,Liverpool FC
17/02/2024,2023-2024,Liverpool FC,Liverpool FC
21/02/2024,2023-2024,Liverpool FC,Liverpool FC
25/02/2024,2023-2024,Liverpool FC,Liverpool FC
28/02/2024,2023-2024,Liverpool FC,Liverpool FC
02/03/2024,2023-2024,Liverpool FC,Liverpool FC
07/03/2024,2023-2024,Liverpool FC,Liverpool FC
10/03/2024,2023-2024,Liverpool FC,Draw
14/03/2024,2023-2024,Liverpool FC,Liverpool FC
17/03/2024,2023-2024,Liverpool FC,Manchester United
31/03/2024,2023-2024,Liverpool FC,Liverpool FC
04/04/2024,2023-2024,Liverpool FC,Liverpool FC
07/04/2024,2023-2024,Liverpool FC,Draw
11/04/2024,2023-2024,Liverpool FC,Atalanta
14/04/2024,2023-2024,Liverpool FC,Crystal Palace
18/04/2024,2023-2024,Liverpool FC,Liverpool FC
21/04/2024,2023-2024,Liverpool FC,Liverpool FC
24/04/2024,2023-2024,Liverpool FC,Everton FC
27/04/2024,2023-2024,Liverpool FC,Draw
05/05/2024,2023-2024,Liverpool FC,Liverpool FC
13/05/2024,2023-2024,Liverpool FC,Draw
19/05/2024,2023-2024,Liverpool FC,Liverpool FC
