date,season,team,team_win
21/07/2022,2022-2023,Manchester City,Manchester City
23/07/2022,2022-2023,Manchester City,Manchester City
30/07/2022,2022-2023,Manchester City,Liverpool FC
07/08/2022,2022-2023,Manchester City,Manchester City
13/08/2022,2022-2023,Manchester City,Manchester City
21/08/2022,2022-2023,Manchester City,Draw
24/08/2022,2022-2023,Manchester City,Draw
27/08/2022,2022-2023,Manchester City,Manchester City
31/08/2022,2022-2023,Manchester City,Manchester City
03/09/2022,2022-2023,Manchester City,Draw
06/09/2022,2022-2023,Manchester City,Manchester City
14/09/2022,2022-2023,Manchester City,Manchester City
17/09/2022,2022-2023,Manchester City,Manchester City
02/10/2022,2022-2023,Manchester City,Manchester City
05/10/2022,2022-2023,Manchester City,Manchester City
08/10/2022,2022-2023,Manchester City,Manchester City
11/10/2022,2022-2023,Manchester City,Draw
16/10/2022,2022-2023,Manchester City,Liverpool FC
22/10/2022,2022-2023,Manchester City,Manchester City
25/10/2022,2022-2023,Manchester City,Draw
29/10/2022,2022-2023,Manchester City,Manchester City
02/11/2022,2022-2023,Manchester City,Manchester City
05/11/2022,2022-2023,Manchester City,Manchester City
09/11/2022,2022-2023,Manchester City,Manchester City
12/11/2022,2022-2023,Manchester City,Brentford FC
17/12/2022,2022-2023,Manchester City,Manchester City
22/12/2022,2022-2023,Manchester City,Manchester City
28/12/2022,2022-2023,Manchester City,Manchester City
31/12/2022,2022-2023,Manchester City,Draw
05/01/2023,2022-2023,Manchester City,Manchester City
08/01/2023,2022-2023,Manchester City,Manchester City
11/01/2023,2022-2023,Manchester City,Southampton FC
14/01/2023,2022-2023,Manchester City,Manchester United
19/01/2023,2022-2023,Manchester City,Manchester City
22/01/2023,2022-2023,Manchester City,Manchester City
27/01/2023,2022-2023,Manchester City,Manchester City
05/02/2023,2022-2023,Manchester City,Tottenham Hotspur
12/02/2023,2022-2023,Manchester City,Manchester City
15/02/2023,2022-2023,Manchester City,Manchester City
18/02/2023,2022-2023,Manchester City,Draw
22/02/2023,2022-2023,Manchester City,Draw
25/02/2023,2022-2023,Manchester City,Manchester City
28/02/2023,2022-2023,Manchester City,Manchester City
04/03/2023,2022-2023,Manchester City,Manchester City
11/03/2023,2022-2023,Manchester City,Manchester City
14/03/2023,2022-2023,Manchester City,Manchester City
18/03/2023,2022-2023,Manchester City,Manchester City
01/04/2023,2022-2023,Manchester City,Manchester City
08/04/2023,2022-2023,Manchester City,Manchester City
11/04/2023,2022-2023,Manchester City,Manchester City
15/04/2023,2022-2023,Manchester City,Manchester City
19/04/2023,2022-2023,Manchester City,Draw
22/04/2023,2022-2023,Manchester City,Manchester City
26/04/2023,2022-2023,Manchester City,Manchester City
30/04/2023,2022-2023,Manchester City,Manchester City
03/05/2023,2022-2023,Manchester City,Manchester City
06/05/2023,2022-2023,Manchester City,Manchester City
09/05/2023,2022-2023,Manchester City,Draw
14/05/2023,2022-2023,Manchester City,Manchester City
17/05/2023,2022-2023,Manchester City,Manchester City
21/05/2023,2022-2023,Manchester City,Manchester City
24/05/2023,2022-2023,Manchester City,Draw
28/05/2023,2022-2023,Manchester City,Brentford FC
03/06/2023,2022-2023,Manchester City,Manchester City
10/06/2023,2022-2023,Manchester City,Manchester City
