date,season,team,team_win
09/07/2022,2022-2023,Brighton & Hove Albion,Draw
16/07/2022,2022-2023,Brighton & Hove Albion,Brighton & Hove Albion
23/07/2022,2022-2023,Brighton & Hove Albion,Brighton & Hove Albion
26/07/2022,2022-2023,Brighton & Hove Albion,Brentford FC
30/07/2022,2022-2023,Brighton & Hove Albion,Brighton & Hove Albion
07/08/2022,2022-2023,Brighton & Hove Albion,Brighton & Hove Albion
13/08/2022,2022-2023,Brighton & Hove Albion,Draw
21/08/2022,2022-2023,Brighton & Hove Albion,Brighton & Hove Albion
24/08/2022,2022-2023,Brighton & Hove Albion,Brighton & Hove Albion
27/08/2022,2022-2023,Brighton & Hove Albion,Brighton & Hove Albion
30/08/2022,2022-2023,Brighton & Hove Albion,Fulham FC
04/09/2022,2022-2023,Brighton & Hove Albion,Brighton & Hove Albion
01/10/2022,2022-2023,Brighton & Hove Albion,Draw
08/10/2022,2022-2023,Brighton & Hove Albion,Tottenham Hotspur
14/10/2022,2022-2023,Brighton & Hove Albion,Brentford FC
18/10/2022,2022-2023,Brighton & Hove Albion,Draw
22/10/2022,2022-2023,Brighton & Hove Albion,Manchester City
29/10/2022,2022-2023,Brighton & Hove Albion,Brighton & Hove Albion
05/11/2022,2022-2023,Brighton & Hove Albion,Brighton & Hove Albion
09/11/2022,2022-2023,Brighton & Hove Albion,Brighton & Hove Albion
13/11/2022,2022-2023,Brighton & Hove Albion,Aston Villa
08/12/2022,2022-2023,Brighton & Hove Albion,Draw
21/12/2022,2022-2023,Brighton & Hove Albion,Charlton Athletic
26/12/2022,2022-2023,Brighton & Hove Albion,Brighton & Hove Albion
31/12/2022,2022-2023,Brighton & Hove Albion,Arsenal FC
03/01/2023,2022-2023,Brighton & Hove Albion,Brighton & Hove Albion
07/01/2023,2022-2023,Brighton & Hove Albion,Brighton & Hove Albion
14/01/2023,2022-2023,Brighton & Hove Albion,Brighton & Hove Albion
21/01/2023,2022-2023,Brighton & Hove Albion,Draw
29/01/2023,2022-2023,Brighton & Hove Albion,Brighton & Hove Albion
04/02/2023,2022-2023,Brighton & Hove Albion,Brighton & Hove Albion
11/02/2023,2022-2023,Brighton & Hove Albion,Draw
18/02/2023,2022-2023,Brighton & Hove Albion,Fulham FC
28/02/2023,2022-2023,Brighton & Hove Albion,Brighton & Hove Albion
04/03/2023,2022-2023,Brighton & Hove Albion,Brighton & Hove Albion
11/03/2023,2022-2023,Brighton & Hove Albion,Draw
15/03/2023,2022-2023,Brighton & Hove Albion,Brighton & Hove Albion
19/03/2023,2022-2023,Brighton & Hove Albion,Brighton & Hove Albion
01/04/2023,2022-2023,Brighton & Hove Albion,Draw
04/04/2023,2022-2023,Brighton & Hove Albion,Brighton & Hove Albion
08/04/2023,2022-2023,Brighton & Hove Albion,Tottenham Hotspur
15/04/2023,2022-2023,Brighton & Hove Albion,Brighton & Hove Albion
23/04/2023,2022-2023,Brighton & Hove Albion,Manchester United
26/04/2023,2022-2023,Brighton & Hove Albion,Nottingham Forest
29/04/2023,2022-2023,Brighton & Hove Albion,Brighton & Hove Albion
04/05/2023,2022-2023,Brighton & Hove Albion,Brighton & Hove Albion
08/05/2023,2022-2023,Brighton & Hove Albion,Everton FC
14/05/2023,2022-2023,Brighton & Hove Albion,Brighton & Hove Albion
18/05/2023,2022-2023,Brighton & Hove Albion,Newcastle United
21/05/2023,2022-2023,Brighton & Hove Albion,Brighton & Hove Albion
24/05/2023,2022-2023,Brighton & Hove Albion,Draw
28/05/2023,2022-2023,Brighton & Hove Albion,Aston Villa
