date,season,team,team_win
12/07/2022,2022-2023,Liverpool FC,Manchester United
15/07/2022,2022-2023,Liverpool FC,Liverpool FC
21/07/2022,2022-2023,Liverpool FC,Liverpool FC
27/07/2022,2022-2023,Liverpool FC,RB Salzburg
30/07/2022,2022-2023,Liverpool FC,Liverpool FC
31/07/2022,2022-2023,Liverpool FC,RC Strasbourg
06/08/2022,2022-2023,Liverpool FC,Draw
15/08/2022,2022-2023,Liverpool FC,Draw
22/08/2022,2022-2023,Liverpool FC,Manchester United
27/08/2022,2022-2023,Liverpool FC,Liverpool FC
31/08/2022,2022-2023,Liverpool FC,Liverpool FC
03/09/2022,2022-2023,Liverpool FC,Draw
07/09/2022,2022-2023,Liverpool FC,SSC Napoli
13/09/2022,2022-2023,Liverpool FC,Liverpool FC
01/10/2022,2022-2023,Liverpool FC,Draw
04/10/2022,2022-2023,Liverpool FC,Liverpool FC
09/10/2022,2022-2023,Liverpool FC,Arsenal FC
12/10/2022,2022-2023,Liverpool FC,Liverpool FC
16/10/2022,2022-2023,Liverpool FC,Liverpool FC
19/10/2022,2022-2023,Liverpool FC,Liverpool FC
22/10/2022,2022-2023,Liverpool FC,Nottingham Forest
26/10/2022,2022-2023,Liverpool FC,Liverpool FC
29/10/2022,2022-2023,Liverpool FC,Leeds United
01/11/2022,2022-2023,Liverpool FC,Liverpool FC
06/11/2022,2022-2023,Liverpool FC,Liverpool FC
09/11/2022,2022-2023,Liverpool FC,Liverpool FC
12/11/2022,2022-2023,Liverpool FC,Liverpool FC
11/12/2022,2022-2023,Liverpool FC,Olympique Lyonnais
16/12/2022,2022-2023,Liverpool FC,Liverpool FC
22/12/2022,2022-2023,Liverpool FC,Manchester City
26/12/2022,2022-2023,Liverpool FC,Liverpool FC
30/12/2022,2022-2023,Liverpool FC,Liverpool FC
02/01/2023,2022-2023,Liverpool FC,Brentford FC
07/01/2023,2022-2023,Liverpool FC,Draw
14/01/2023,2022-2023,Liverpool FC,Brighton & Hove Albion
17/01/2023,2022-2023,Liverpool FC,Liverpool FC
21/01/2023,2022-2023,Liverpool FC,Draw
29/01/2023,2022-2023,Liverpool FC,Brighton & Hove Albion
04/02/2023,2022-2023,Liverpool FC,Wolverhampton Wanderers
13/02/2023,2022-2023,Liverpool FC,Liverpool FC
18/02/2023,2022-2023,Liverpool FC,Liverpool FC
21/02/2023,2022-2023,Liverpool FC,Real Madrid
25/02/2023,2022-2023,Liverpool FC,Draw
01/03/2023,2022-2023,Liverpool FC,Liverpool FC
05/03/2023,2022-2023,Liverpool FC,Liverpool FC
11/03/2023,2022-2023,Liverpool FC,AFC Bournemouth
15/03/2023,2022-2023,Liverpool FC,Real Madrid
01/04/2023,2022-2023,Liverpool FC,Manchester City
04/04/2023,2022-2023,Liverpool FC,Draw
09/04/2023,2022-2023,Liverpool FC,Draw
17/04/2023,2022-2023,Liverpool FC,Liverpool FC
22/04/2023,2022-2023,Liverpool FC,Liverpool FC
26/04/2023,2022-2023,Liverpool FC,Liverpool FC
30/04/2023,2022-2023,Liverpool FC,Liverpool FC
03/05/2023,2022-2023,Liverpool FC,Liverpool FC
06/05/2023,2022-2023,Liverpool FC,Liverpool FC
15/05/2023,2022-2023,Liverpool FC,Liverpool FC
20/05/2023,2022-2023,Liverpool FC,Draw
28/05/2023,2022-2023,Liverpool FC,Draw
