date,season,team,team_win
15/07/2022,2022-2023,AFC Bournemouth,AFC Bournemouth
19/07/2022,2022-2023,AFC Bournemouth,S.C. Braga
23/07/2022,2022-2023,AFC Bournemouth,Bristol City
30/07/2022,2022-2023,AFC Bournemouth,Real Sociedad
06/08/2022,2022-2023,AFC Bournemouth,AFC Bournemouth
13/08/2022,2022-2023,AFC Bournemouth,Manchester City
20/08/2022,2022-2023,AFC Bournemouth,Arsenal FC
23/08/2022,2022-2023,AFC Bournemouth,AFC Bournemouth
27/08/2022,2022-2023,AFC Bournemouth,Liverpool FC
31/08/2022,2022-2023,AFC Bournemouth,Draw
03/09/2022,2022-2023,AFC Bournemouth,AFC Bournemouth
17/09/2022,2022-2023,AFC Bournemouth,Draw
01/10/2022,2022-2023,AFC Bournemouth,Draw
08/10/2022,2022-2023,AFC Bournemouth,AFC Bournemouth
15/10/2022,2022-2023,AFC Bournemouth,Draw
19/10/2022,2022-2023,AFC Bournemouth,Southampton FC
24/10/2022,2022-2023,AFC Bournemouth,West Ham United
29/10/2022,2022-2023,AFC Bournemouth,Tottenham Hotspur
05/11/2022,2022-2023,AFC Bournemouth,Leeds United
08/11/2022,2022-2023,AFC Bournemouth,AFC Bournemouth
12/11/2022,2022-2023,AFC Bournemouth,AFC Bournemouth
20/12/2022,2022-2023,AFC Bournemouth,Newcastle United
27/12/2022,2022-2023,AFC Bournemouth,Chelsea FC
31/12/2022,2022-2023,AFC Bournemouth,Crystal Palace
03/01/2023,2022-2023,AFC Bournemouth,Manchester United
07/01/2023,2022-2023,AFC Bournemouth,Burnley FC
14/01/2023,2022-2023,AFC Bournemouth,Brentford FC
21/01/2023,2022-2023,AFC Bournemouth,Draw
04/02/2023,2022-2023,AFC Bournemouth,Brighton & Hove Albion
11/02/2023,2022-2023,AFC Bournemouth,Draw
18/02/2023,2022-2023,AFC Bournemouth,AFC Bournemouth
25/02/2023,2022-2023,AFC Bournemouth,Manchester City
04/03/2023,2022-2023,AFC Bournemouth,Arsenal FC
11/03/2023,2022-2023,AFC Bournemouth,AFC Bournemouth
18/03/2023,2022-2023,AFC Bournemouth,Aston Villa
01/04/2023,2022-2023,AFC Bournemouth,AFC Bournemouth
04/04/2023,2022-2023,AFC Bournemouth,Brighton & Hove Albion
08/04/2023,2022-2023,AFC Bournemouth,AFC Bournemouth
15/04/2023,2022-2023,AFC Bournemouth,AFC Bournemouth
23/04/2023,2022-2023,AFC Bournemouth,West Ham United
27/04/2023,2022-2023,AFC Bournemouth,AFC Bournemouth
30/04/2023,2022-2023,AFC Bournemouth,AFC Bournemouth
06/05/2023,2022-2023,AFC Bournemouth,Chelsea FC
13/05/2023,2022-2023,AFC Bournemouth,Crystal Palace
20/05/2023,2022-2023,AFC Bournemouth,Manchester United
28/05/2023,2022-2023,AFC Bournemouth,Everton FC
