date,season,team,team_win
07/07/2022,2022-2023,Leeds United,Leeds United
14/07/2022,2022-2023,Leeds United,Leeds United
17/07/2022,2022-2023,Leeds United,Aston Villa
22/07/2022,2022-2023,Leeds United,Draw
31/07/2022,2022-2023,Leeds United,Leeds United
06/08/2022,2022-2023,Leeds United,Leeds United
13/08/2022,2022-2023,Leeds United,Draw
21/08/2022,2022-2023,Leeds United,Leeds United
24/08/2022,2022-2023,Leeds United,Leeds United
27/08/2022,2022-2023,Leeds United,Brighton & Hove Albion
30/08/2022,2022-2023,Leeds United,Draw
03/09/2022,2022-2023,Leeds United,Brentford FC
02/10/2022,2022-2023,Leeds United,Draw
09/10/2022,2022-2023,Leeds United,Crystal Palace
16/10/2022,2022-2023,Leeds United,Arsenal FC
20/10/2022,2022-2023,Leeds United,Leicester City
23/10/2022,2022-2023,Leeds United,Fulham FC
29/10/2022,2022-2023,Leeds United,Leeds United
05/11/2022,2022-2023,Leeds United,Leeds United
09/11/2022,2022-2023,Leeds United,Wolverhampton Wanderers
12/11/2022,2022-2023,Leeds United,Tottenham Hotspur
08/12/2022,2022-2023,Leeds United,Leeds United
16/12/2022,2022-2023,Leeds United,Leeds United
21/12/2022,2022-2023,Leeds United,AS Monaco
28/12/2022,2022-2023,Leeds United,Manchester City
31/12/2022,2022-2023,Leeds United,Draw
04/01/2023,2022-2023,Leeds United,Draw
08/01/2023,2022-2023,Leeds United,Draw
13/01/2023,2022-2023,Leeds United,Aston Villa
18/01/2023,2022-2023,Leeds United,Leeds United
22/01/2023,2022-2023,Leeds United,Draw
28/01/2023,2022-2023,Leeds United,Leeds United
05/02/2023,2022-2023,Leeds United,Nottingham Forest
08/02/2023,2022-2023,Leeds United,Draw
12/02/2023,2022-2023,Leeds United,Manchester United
18/02/2023,2022-2023,Leeds United,Everton FC
25/02/2023,2022-2023,Leeds United,Leeds United
28/02/2023,2022-2023,Leeds United,Fulham FC
04/03/2023,2022-2023,Leeds United,Chelsea FC
11/03/2023,2022-2023,Leeds United,Draw
18/03/2023,2022-2023,Leeds United,Leeds United
01/04/2023,2022-2023,Leeds United,Arsenal FC
04/04/2023,2022-2023,Leeds United,Leeds United
09/04/2023,2022-2023,Leeds United,Crystal Palace
17/04/2023,2022-2023,Leeds United,Liverpool FC
22/04/2023,2022-2023,Leeds United,Fulham FC
25/04/2023,2022-2023,Leeds United,Draw
30/04/2023,2022-2023,Leeds United,AFC Bournemouth
06/05/2023,2022-2023,Leeds United,Manchester City
13/05/2023,2022-2023,Leeds United,Draw
21/05/2023,2022-2023,Leeds United,West Ham United
28/05/2023,2022-2023,Leeds United,Tottenham Hotspur
