date,season,team,team_win
09/07/2022,2022-2023,Wolverhampton Wanderers,Wolverhampton Wanderers
20/07/2022,2022-2023,Wolverhampton Wanderers,Wolverhampton Wanderers
21/07/2022,2022-2023,Wolverhampton Wanderers,Levante UD
23/07/2022,2022-2023,Wolverhampton Wanderers,Wolverhampton Wanderers
30/07/2022,2022-2023,Wolverhampton Wanderers,Draw
31/07/2022,2022-2023,Wolverhampton Wanderers,Draw
06/08/2022,2022-2023,Wolverhampton Wanderers,Leeds United
13/08/2022,2022-2023,Wolverhampton Wanderers,Draw
20/08/2022,2022-2023,Wolverhampton Wanderers,Tottenham Hotspur
23/08/2022,2022-2023,Wolverhampton Wanderers,Wolverhampton Wanderers
28/08/2022,2022-2023,Wolverhampton Wanderers,Draw
31/08/2022,2022-2023,Wolverhampton Wanderers,Draw
03/09/2022,2022-2023,Wolverhampton Wanderers,Wolverhampton Wanderers
17/09/2022,2022-2023,Wolverhampton Wanderers,Manchester City
01/10/2022,2022-2023,Wolverhampton Wanderers,West Ham United
08/10/2022,2022-2023,Wolverhampton Wanderers,Chelsea FC
15/10/2022,2022-2023,Wolverhampton Wanderers,Wolverhampton Wanderers
18/10/2022,2022-2023,Wolverhampton Wanderers,Crystal Palace
23/10/2022,2022-2023,Wolverhampton Wanderers,Leicester City
29/10/2022,2022-2023,Wolverhampton Wanderers,Draw
05/11/2022,2022-2023,Wolverhampton Wanderers,Brighton & Hove Albion
09/11/2022,2022-2023,Wolverhampton Wanderers,Wolverhampton Wanderers
12/11/2022,2022-2023,Wolverhampton Wanderers,Arsenal FC
09/12/2022,2022-2023,Wolverhampton Wanderers,Draw
14/12/2022,2022-2023,Wolverhampton Wanderers,Wolverhampton Wanderers
20/12/2022,2022-2023,Wolverhampton Wanderers,Wolverhampton Wanderers
26/12/2022,2022-2023,Wolverhampton Wanderers,Wolverhampton Wanderers
31/12/2022,2022-2023,Wolverhampton Wanderers,Manchester United
04/01/2023,2022-2023,Wolverhampton Wanderers,Draw
07/01/2023,2022-2023,Wolverhampton Wanderers,Draw
11/01/2023,2022-2023,Wolverhampton Wanderers,Nottingham Forest
14/01/2023,2022-2023,Wolverhampton Wanderers,Wolverhampton Wanderers
17/01/2023,2022-2023,Wolverhampton Wanderers,Liverpool FC
22/01/2023,2022-2023,Wolverhampton Wanderers,Manchester City
04/02/2023,2022-2023,Wolverhampton Wanderers,Wolverhampton Wanderers
11/02/2023,2022-2023,Wolverhampton Wanderers,Wolverhampton Wanderers
18/02/2023,2022-2023,Wolverhampton Wanderers,AFC Bournemouth
24/02/2023,2022-2023,Wolverhampton Wanderers,Draw
01/03/2023,2022-2023,Wolverhampton Wanderers,Liverpool FC
04/03/2023,2022-2023,Wolverhampton Wanderers,Wolverhampton Wanderers
12/03/2023,2022-2023,Wolverhampton Wanderers,Newcastle United
18/03/2023,2022-2023,Wolverhampton Wanderers,Leeds United
01/04/2023,2022-2023,Wolverhampton Wanderers,Draw
08/04/2023,2022-2023,Wolverhampton Wanderers,Wolverhampton Wanderers
15/04/2023,2022-2023,Wolverhampton Wanderers,Wolverhampton Wanderers
22/04/2023,2022-2023,Wolverhampton Wanderers,Leicester City
25/04/2023,2022-2023,Wolverhampton Wanderers,Wolverhampton Wanderers
29/04/2023,2022-2023,Wolverhampton Wanderers,Brighton & Hove Albion
06/05/2023,2022-2023,Wolverhampton Wanderers,Wolverhampton Wanderers
13/05/2023,2022-2023,Wolverhampton Wanderers,Manchester United
20/05/2023,2022-2023,Wolverhampton Wanderers,Draw
28/05/2023,2022-2023,Wolverhampton Wanderers,Arsenal FC
