date,season,team,team_win
08/07/2022,2022-2023,Arsenal FC,Arsenal FC
16/07/2022,2022-2023,Arsenal FC,Arsenal FC
20/07/2022,2022-2023,Arsenal FC,Arsenal FC
24/07/2022,2022-2023,Arsenal FC,Arsenal FC
27/07/2022,2022-2023,Arsenal FC,Brentford FC
30/07/2022,2022-2023,Arsenal FC,Arsenal FC
05/08/2022,2022-2023,Arsenal FC,Arsenal FC
13/08/2022,2022-2023,Arsenal FC,Arsenal FC
20/08/2022,2022-2023,Arsenal FC,Arsenal FC
27/08/2022,2022-2023,Arsenal FC,Arsenal FC
31/08/2022,2022-2023,Arsenal FC,Arsenal FC
04/09/2022,2022-2023,Arsenal FC,Manchester United
08/09/2022,2022-2023,Arsenal FC,Arsenal FC
18/09/2022,2022-2023,Arsenal FC,Arsenal FC
01/10/2022,2022-2023,Arsenal FC,Arsenal FC
06/10/2022,2022-2023,Arsenal FC,Arsenal FC
09/10/2022,2022-2023,Arsenal FC,Arsenal FC
13/10/2022,2022-2023,Arsenal FC,Arsenal FC
16/10/2022,2022-2023,Arsenal FC,Arsenal FC
20/10/2022,2022-2023,Arsenal FC,Arsenal FC
23/10/2022,2022-2023,Arsenal FC,Draw
27/10/2022,2022-2023,Arsenal FC,PSV Eindhoven
30/10/2022,2022-2023,Arsenal FC,Arsenal FC
03/11/2022,2022-2023,Arsenal FC,Arsenal FC
06/11/2022,2022-2023,Arsenal FC,Arsenal FC
09/11/2022,2022-2023,Arsenal FC,Brighton & Hove Albion
12/11/2022,2022-2023,Arsenal FC,Arsenal FC
08/12/2022,2022-2023,Arsenal FC,Arsenal FC
13/12/2022,2022-2023,Arsenal FC,Arsenal FC
17/12/2022,2022-2023,Arsenal FC,Juventus
26/12/2022,2022-2023,Arsenal FC,Arsenal FC
31/12/2022,2022-2023,Arsenal FC,Arsenal FC
03/01/2023,2022-2023,Arsenal FC,Draw
09/01/2023,2022-2023,Arsenal FC,Arsenal FC
15/01/2023,2022-2023,Arsenal FC,Arsenal FC
22/01/2023,2022-2023,Arsenal FC,Arsenal FC
27/01/2023,2022-2023,Arsenal FC,Manchester City
04/02/2023,2022-2023,Arsenal FC,Everton FC
11/02/2023,2022-2023,Arsenal FC,Draw
15/02/2023,2022-2023,Arsenal FC,Manchester City
18/02/2023,2022-2023,Arsenal FC,Arsenal FC
25/02/2023,2022-2023,Arsenal FC,Arsenal FC
01/03/2023,2022-2023,Arsenal FC,Arsenal FC
04/03/2023,2022-2023,Arsenal FC,Arsenal FC
09/03/2023,2022-2023,Arsenal FC,Draw
12/03/2023,2022-2023,Arsenal FC,Arsenal FC
16/03/2023,2022-2023,Arsenal FC,Sporting CP
19/03/2023,2022-2023,Arsenal FC,Arsenal FC
01/04/2023,2022-2023,Arsenal FC,Arsenal FC
09/04/2023,2022-2023,Arsenal FC,Draw
16/04/2023,2022-2023,Arsenal FC,Draw
21/04/2023,2022-2023,Arsenal FC,Draw
26/04/2023,2022-2023,Arsenal FC,Manchester City
02/05/2023,2022-2023,Arsenal FC,Arsenal FC
07/05/2023,2022-2023,Arsenal FC,Arsenal FC
14/05/2023,2022-2023,Arsenal FC,Brighton & Hove Albion
20/05/2023,2022-2023,Arsenal FC,Nottingham Forest
28/05/2023,2022-2023,Arsenal FC,Arsenal FC
