date,season,team,team_win
09/07/2022,2022-2023,Leicester City,Notts County
16/07/2022,2022-2023,Leicester City,Draw
20/07/2022,2022-2023,Leicester City,Leicester City
23/07/2022,2022-2023,Leicester City,Leicester City
23/07/2022,2022-2023,Leicester City,Leicester City
31/07/2022,2022-2023,Leicester City,Leicester City
07/08/2022,2022-2023,Leicester City,Draw
13/08/2022,2022-2023,Leicester City,Arsenal FC
20/08/2022,2022-2023,Leicester City,Southampton FC
23/08/2022,2022-2023,Leicester City,Leicester City
27/08/2022,2022-2023,Leicester City,Chelsea FC
01/09/2022,2022-2023,Leicester City,Manchester United
04/09/2022,2022-2023,Leicester City,Brighton & Hove Albion
17/09/2022,2022-2023,Leicester City,Tottenham Hotspur
03/10/2022,2022-2023,Leicester City,Leicester City
08/10/2022,2022-2023,Leicester City,AFC Bournemouth
15/10/2022,2022-2023,Leicester City,Draw
20/10/2022,2022-2023,Leicester City,Leicester City
23/10/2022,2022-2023,Leicester City,Leicester City
29/10/2022,2022-2023,Leicester City,Manchester City
05/11/2022,2022-2023,Leicester City,Leicester City
08/11/2022,2022-2023,Leicester City,Leicester City
12/11/2022,2022-2023,Leicester City,Leicester City
10/12/2022,2022-2023,Leicester City,Draw
20/12/2022,2022-2023,Leicester City,Leicester City
26/12/2022,2022-2023,Leicester City,Newcastle United
30/12/2022,2022-2023,Leicester City,Liverpool FC
03/01/2023,2022-2023,Leicester City,Fulham FC
07/01/2023,2022-2023,Leicester City,Leicester City
10/01/2023,2022-2023,Leicester City,Newcastle United
14/01/2023,2022-2023,Leicester City,Nottingham Forest
21/01/2023,2022-2023,Leicester City,Draw
28/01/2023,2022-2023,Leicester City,Leicester City
04/02/2023,2022-2023,Leicester City,Leicester City
11/02/2023,2022-2023,Leicester City,Leicester City
19/02/2023,2022-2023,Leicester City,Manchester United
25/02/2023,2022-2023,Leicester City,Arsenal FC
28/02/2023,2022-2023,Leicester City,Blackburn Rovers
04/03/2023,2022-2023,Leicester City,Southampton FC
11/03/2023,2022-2023,Leicester City,Chelsea FC
18/03/2023,2022-2023,Leicester City,Draw
01/04/2023,2022-2023,Leicester City,Crystal Palace
04/04/2023,2022-2023,Leicester City,Aston Villa
08/04/2023,2022-2023,Leicester City,AFC Bournemouth
15/04/2023,2022-2023,Leicester City,Manchester City
22/04/2023,2022-2023,Leicester City,Leicester City
25/04/2023,2022-2023,Leicester City,Draw
01/05/2023,2022-2023,Leicester City,Draw
08/05/2023,2022-2023,Leicester City,Fulham FC
15/05/2023,2022-2023,Leicester City,Liverpool FC
22/05/2023,2022-2023,Leicester City,Draw
28/05/2023,2022-2023,Leicester City,Leicester City
