date,season,team,team_win
16/07/2022,2022-2023,Tottenham Hotspur,Draw
23/07/2022,2022-2023,Tottenham Hotspur,Tottenham Hotspur
30/07/2022,2022-2023,Tottenham Hotspur,AS Roma
06/08/2022,2022-2023,Tottenham Hotspur,Tottenham Hotspur
14/08/2022,2022-2023,Tottenham Hotspur,Draw
20/08/2022,2022-2023,Tottenham Hotspur,Tottenham Hotspur
28/08/2022,2022-2023,Tottenham Hotspur,Tottenham Hotspur
31/08/2022,2022-2023,Tottenham Hotspur,Draw
03/09/2022,2022-2023,Tottenham Hotspur,Tottenham Hotspur
07/09/2022,2022-2023,Tottenham Hotspur,Tottenham Hotspur
13/09/2022,2022-2023,Tottenham Hotspur,Sporting CP
17/09/2022,2022-2023,Tottenham Hotspur,Tottenham Hotspur
01/10/2022,2022-2023,Tottenham Hotspur,Arsenal FC
04/10/2022,2022-2023,Tottenham Hotspur,Draw
08/10/2022,2022-2023,Tottenham Hotspur,Tottenham Hotspur
12/10/2022,2022-2023,Tottenham Hotspur,Tottenham Hotspur
15/10/2022,2022-2023,Tottenham Hotspur,Tottenham Hotspur
19/10/2022,2022-2023,Tottenham Hotspur,Manchester United
23/10/2022,2022-2023,Tottenham Hotspur,Newcastle United
26/10/2022,2022-2023,Tottenham Hotspur,Draw
29/10/2022,2022-2023,Tottenham Hotspur,Tottenham Hotspur
01/11/2022,2022-2023,Tottenham Hotspur,Tottenham Hotspur
06/11/2022,2022-2023,Tottenham Hotspur,Liverpool FC
09/11/2022,2022-2023,Tottenham Hotspur,Nottingham Forest
12/11/2022,2022-2023,Tottenham Hotspur,Tottenham Hotspur
09/12/2022,2022-2023,Tottenham Hotspur,Tottenham Hotspur
21/12/2022,2022-2023,Tottenham Hotspur,Draw
26/12/2022,2022-2023,Tottenham Hotspur,Draw
01/01/2023,2022-2023,Tottenham Hotspur,Aston Villa
04/01/2023,2022-2023,Tottenham Hotspur,Tottenham Hotspur
07/01/2023,2022-2023,Tottenham Hotspur,Tottenham Hotspur
15/01/2023,2022-2023,Tottenham Hotspur,Arsenal FC
19/01/2023,2022-2023,Tottenham Hotspur,Manchester City
23/01/2023,2022-2023,Tottenham Hotspur,Tottenham Hotspur
28/01/2023,2022-2023,Tottenham Hotspur,Tottenham Hotspur
05/02/2023,2022-2023,Tottenham Hotspur,Tottenham Hotspur
11/02/2023,2022-2023,Tottenham Hotspur,Leicester City
14/02/2023,2022-2023,Tottenham Hotspur,AC Milan
19/02/2023,2022-2023,Tottenham Hotspur,Tottenham Hotspur
26/02/2023,2022-2023,Tottenham Hotspur,Tottenham Hotspur
01/03/2023,2022-2023,Tottenham Hotspur,Sheffield United
04/03/2023,2022-2023,Tottenham Hotspur,Wolverhampton Wanderers
08/03/2023,2022-2023,Tottenham Hotspur,Draw
11/03/2023,2022-2023,Tottenham Hotspur,Tottenham Hotspur
18/03/2023,2022-2023,Tottenham Hotspur,Draw
03/04/2023,2022-2023,Tottenham Hotspur,Draw
08/04/2023,2022-2023,Tottenham Hotspur,Tottenham Hotspur
15/04/2023,2022-2023,Tottenham Hotspur,AFC Bournemouth
23/04/2023,2022-2023,Tottenham Hotspur,Newcastle United
27/04/2023,2022-2023,Tottenham Hotspur,Draw
30/04/2023,2022-2023,Tottenham Hotspur,Liverpool FC
06/05/2023,2022-2023,Tottenham Hotspur,Tottenham Hotspur
13/05/2023,2022-2023,Tottenham Hotspur,Aston Villa
20/05/2023,2022-2023,Tottenham Hotspur,Brentford FC
28/05/2023,2022-2023,Tottenham Hotspur,Tottenham Hotspur
