date,season,team,team_win
09/07/2022,2022-2023,Aston Villa,Aston Villa
17/07/2022,2022-2023,Aston Villa,Aston Villa
20/07/2022,2022-2023,Aston Villa,Aston Villa
23/07/2022,2022-2023,Aston Villa,Draw
30/07/2022,2022-2023,Aston Villa,Aston Villa
06/08/2022,2022-2023,Aston Villa,AFC Bournemouth
13/08/2022,2022-2023,Aston Villa,Aston Villa
20/08/2022,2022-2023,Aston Villa,Crystal Palace
23/08/2022,2022-2023,Aston Villa,Aston Villa
28/08/2022,2022-2023,Aston Villa,West Ham United
31/08/2022,2022-2023,Aston Villa,Arsenal FC
03/09/2022,2022-2023,Aston Villa,Draw
16/09/2022,2022-2023,Aston Villa,Aston Villa
02/10/2022,2022-2023,Aston Villa,Draw
10/10/2022,2022-2023,Aston Villa,Draw
16/10/2022,2022-2023,Aston Villa,Chelsea FC
20/10/2022,2022-2023,Aston Villa,Fulham FC
23/10/2022,2022-2023,Aston Villa,Aston Villa
29/10/2022,2022-2023,Aston Villa,Newcastle United
06/11/2022,2022-2023,Aston Villa,Aston Villa
10/11/2022,2022-2023,Aston Villa,Manchester United
13/11/2022,2022-2023,Aston Villa,Aston Villa
30/11/2022,2022-2023,Aston Villa,Cardiff City
08/12/2022,2022-2023,Aston Villa,Draw
11/12/2022,2022-2023,Aston Villa,Aston Villa
15/12/2022,2022-2023,Aston Villa,Villarreal CF
26/12/2022,2022-2023,Aston Villa,Liverpool FC
01/01/2023,2022-2023,Aston Villa,Aston Villa
04/01/2023,2022-2023,Aston Villa,Draw
08/01/2023,2022-2023,Aston Villa,Stevenage FC
13/01/2023,2022-2023,Aston Villa,Aston Villa
21/01/2023,2022-2023,Aston Villa,Aston Villa
04/02/2023,2022-2023,Aston Villa,Leicester City
12/02/2023,2022-2023,Aston Villa,Manchester City
18/02/2023,2022-2023,Aston Villa,Arsenal FC
25/02/2023,2022-2023,Aston Villa,Aston Villa
04/03/2023,2022-2023,Aston Villa,Aston Villa
12/03/2023,2022-2023,Aston Villa,Draw
18/03/2023,2022-2023,Aston Villa,Aston Villa
01/04/2023,2022-2023,Aston Villa,Aston Villa
04/04/2023,2022-2023,Aston Villa,Aston Villa
08/04/2023,2022-2023,Aston Villa,Aston Villa
15/04/2023,2022-2023,Aston Villa,Aston Villa
22/04/2023,2022-2023,Aston Villa,Draw
25/04/2023,2022-2023,Aston Villa,Aston Villa
30/04/2023,2022-2023,Aston Villa,Manchester United
06/05/2023,2022-2023,Aston Villa,Wolverhampton Wanderers
13/05/2023,2022-2023,Aston Villa,Aston Villa
20/05/2023,2022-2023,Aston Villa,Draw
28/05/2023,2022-2023,Aston Villa,Aston Villa
