date,season,team,team_win
13/07/2019,2019-2020,Brighton & Hove Albion,Brighton & Hove Albion
19/07/2019,2019-2020,Brighton & Hove Albion,Brighton & Hove Albion
20/07/2019,2019-2020,Brighton & Hove Albion,Fulham FC
26/07/2019,2019-2020,Brighton & Hove Albion,Ebbsfleet United
27/07/2019,2019-2020,Brighton & Hove Albion,Brighton & Hove Albion
02/08/2019,2019-2020,Brighton & Hove Albion,Brighton & Hove Albion
10/08/2019,2019-2020,Brighton & Hove Albion,Brighton & Hove Albion
17/08/2019,2019-2020,Brighton & Hove Albion,Draw
24/08/2019,2019-2020,Brighton & Hove Albion,Southampton FC
27/08/2019,2019-2020,Brighton & Hove Albion,Brighton & Hove Albion
31/08/2019,2019-2020,Brighton & Hove Albion,Manchester City
14/09/2019,2019-2020,Brighton & Hove Albion,Draw
21/09/2019,2019-2020,Brighton & Hove Albion,Draw
25/09/2019,2019-2020,Brighton & Hove Albion,Aston Villa
28/09/2019,2019-2020,Brighton & Hove Albion,Chelsea FC
05/10/2019,2019-2020,Brighton & Hove Albion,Brighton & Hove Albion
19/10/2019,2019-2020,Brighton & Hove Albion,Aston Villa
26/10/2019,2019-2020,Brighton & Hove Albion,Brighton & Hove Albion
02/11/2019,2019-2020,Brighton & Hove Albion,Brighton & Hove Albion
10/11/2019,2019-2020,Brighton & Hove Albion,Manchester United
23/11/2019,2019-2020,Brighton & Hove Albion,Leicester City
30/11/2019,2019-2020,Brighton & Hove Albion,Liverpool FC
05/12/2019,2019-2020,Brighton & Hove Albion,Brighton & Hove Albion
08/12/2019,2019-2020,Brighton & Hove Albion,Draw
16/12/2019,2019-2020,Brighton & Hove Albion,Draw
21/12/2019,2019-2020,Brighton & Hove Albion,Sheffield United
26/12/2019,2019-2020,Brighton & Hove Albion,Tottenham Hotspur
28/12/2019,2019-2020,Brighton & Hove Albion,Brighton & Hove Albion
01/01/2020,2019-2020,Brighton & Hove Albion,Draw
04/01/2020,2019-2020,Brighton & Hove Albion,Sheffield Wednesday
11/01/2020,2019-2020,Brighton & Hove Albion,Everton FC
18/01/2020,2019-2020,Brighton & Hove Albion,Draw
21/01/2020,2019-2020,Brighton & Hove Albion,AFC Bournemouth
01/02/2020,2019-2020,Brighton & Hove Albion,Draw
08/02/2020,2019-2020,Brighton & Hove Albion,Draw
22/02/2020,2019-2020,Brighton & Hove Albion,Draw
29/02/2020,2019-2020,Brighton & Hove Albion,Crystal Palace
07/03/2020,2019-2020,Brighton & Hove Albion,Draw
20/06/2020,2019-2020,Brighton & Hove Albion,Brighton & Hove Albion
23/06/2020,2019-2020,Brighton & Hove Albion,Draw
