date,season,team,team_win
18/07/2019,2019-2020,Aston Villa,Aston Villa
21/07/2019,2019-2020,Aston Villa,Aston Villa
24/07/2019,2019-2020,Aston Villa,Aston Villa
27/07/2019,2019-2020,Aston Villa,Aston Villa
03/08/2019,2019-2020,Aston Villa,Aston Villa
10/08/2019,2019-2020,Aston Villa,Tottenham Hotspur
17/08/2019,2019-2020,Aston Villa,AFC Bournemouth
23/08/2019,2019-2020,Aston Villa,Aston Villa
27/08/2019,2019-2020,Aston Villa,Aston Villa
31/08/2019,2019-2020,Aston Villa,Crystal Palace
16/09/2019,2019-2020,Aston Villa,Draw
22/09/2019,2019-2020,Aston Villa,Arsenal FC
25/09/2019,2019-2020,Aston Villa,Aston Villa
28/09/2019,2019-2020,Aston Villa,Draw
05/10/2019,2019-2020,Aston Villa,Aston Villa
19/10/2019,2019-2020,Aston Villa,Aston Villa
26/10/2019,2019-2020,Aston Villa,Manchester City
30/10/2019,2019-2020,Aston Villa,Aston Villa
02/11/2019,2019-2020,Aston Villa,Liverpool FC
10/11/2019,2019-2020,Aston Villa,Wolverhampton Wanderers
25/11/2019,2019-2020,Aston Villa,Aston Villa
01/12/2019,2019-2020,Aston Villa,Draw
04/12/2019,2019-2020,Aston Villa,Chelsea FC
08/12/2019,2019-2020,Aston Villa,Leicester City
14/12/2019,2019-2020,Aston Villa,Sheffield United
17/12/2019,2019-2020,Aston Villa,Aston Villa
21/12/2019,2019-2020,Aston Villa,Southampton FC
26/12/2019,2019-2020,Aston Villa,Aston Villa
28/12/2019,2019-2020,Aston Villa,Watford FC
01/01/2020,2019-2020,Aston Villa,Aston Villa
04/01/2020,2019-2020,Aston Villa,Fulham FC
08/01/2020,2019-2020,Aston Villa,Draw
12/01/2020,2019-2020,Aston Villa,Manchester City
18/01/2020,2019-2020,Aston Villa,Draw
21/01/2020,2019-2020,Aston Villa,Aston Villa
28/01/2020,2019-2020,Aston Villa,Aston Villa
01/02/2020,2019-2020,Aston Villa,AFC Bournemouth
16/02/2020,2019-2020,Aston Villa,Tottenham Hotspur
22/02/2020,2019-2020,Aston Villa,Southampton FC
01/03/2020,2019-2020,Aston Villa,Manchester City
09/03/2020,2019-2020,Aston Villa,Leicester City
17/06/2020,2019-2020,Aston Villa,Draw
21/06/2020,2019-2020,Aston Villa,Chelsea FC
24/06/2020,2019-2020,Aston Villa,Draw
27/06/2020,2019-2020,Aston Villa,Wolverhampton Wanderers
