date,season,team,team_win
17/07/2019,2019-2020,Newcastle United,Wolverhampton Wanderers
20/07/2019,2019-2020,Newcastle United,Newcastle United
30/07/2019,2019-2020,Newcastle United,Newcastle United
03/08/2019,2019-2020,Newcastle United,Newcastle United
11/08/2019,2019-2020,Newcastle United,Arsenal FC
17/08/2019,2019-2020,Newcastle United,Norwich City
25/08/2019,2019-2020,Newcastle United,Newcastle United
28/08/2019,2019-2020,Newcastle United,Leicester City
31/08/2019,2019-2020,Newcastle United,Draw
14/09/2019,2019-2020,Newcastle United,Liverpool FC
21/09/2019,2019-2020,Newcastle United,Draw
29/09/2019,2019-2020,Newcastle United,Leicester City
06/10/2019,2019-2020,Newcastle United,Newcastle United
19/10/2019,2019-2020,Newcastle United,Chelsea FC
27/10/2019,2019-2020,Newcastle United,Draw
02/11/2019,2019-2020,Newcastle United,Newcastle United
09/11/2019,2019-2020,Newcastle United,Newcastle United
25/11/2019,2019-2020,Newcastle United,Aston Villa
30/11/2019,2019-2020,Newcastle United,Draw
05/12/2019,2019-2020,Newcastle United,Newcastle United
08/12/2019,2019-2020,Newcastle United,Newcastle United
14/12/2019,2019-2020,Newcastle United,Burnley FC
21/12/2019,2019-2020,Newcastle United,Newcastle United
26/12/2019,2019-2020,Newcastle United,Manchester United
28/12/2019,2019-2020,Newcastle United,Everton FC
01/01/2020,2019-2020,Newcastle United,Leicester City
04/01/2020,2019-2020,Newcastle United,Draw
11/01/2020,2019-2020,Newcastle United,Draw
14/01/2020,2019-2020,Newcastle United,Newcastle United
18/01/2020,2019-2020,Newcastle United,Newcastle United
21/01/2020,2019-2020,Newcastle United,Draw
25/01/2020,2019-2020,Newcastle United,Draw
01/02/2020,2019-2020,Newcastle United,Draw
04/02/2020,2019-2020,Newcastle United,Newcastle United
16/02/2020,2019-2020,Newcastle United,Arsenal FC
22/02/2020,2019-2020,Newcastle United,Crystal Palace
29/02/2020,2019-2020,Newcastle United,Draw
03/03/2020,2019-2020,Newcastle United,Newcastle United
07/03/2020,2019-2020,Newcastle United,Newcastle United
21/06/2020,2019-2020,Newcastle United,Newcastle United
24/06/2020,2019-2020,Newcastle United,Draw
28/06/2020,2019-2020,Newcastle United,Manchester City
