date,season,team,team_win
11/07/2019,2019-2020,Liverpool FC,Liverpool FC
14/07/2019,2019-2020,Liverpool FC,Liverpool FC
20/07/2019,2019-2020,Liverpool FC,Borussia Dortmund
21/07/2019,2019-2020,Liverpool FC,Sevilla FC
25/07/2019,2019-2020,Liverpool FC,Draw
28/07/2019,2019-2020,Liverpool FC,SSC Napoli
31/07/2019,2019-2020,Liverpool FC,Liverpool FC
04/08/2019,2019-2020,Liverpool FC,Manchester City
09/08/2019,2019-2020,Liverpool FC,Liverpool FC
14/08/2019,2019-2020,Liverpool FC,Liverpool FC
17/08/2019,2019-2020,Liverpool FC,Liverpool FC
24/08/2019,2019-2020,Liverpool FC,Liverpool FC
31/08/2019,2019-2020,Liverpool FC,Liverpool FC
14/09/2019,2019-2020,Liverpool FC,Liverpool FC
17/09/2019,2019-2020,Liverpool FC,SSC Napoli
22/09/2019,2019-2020,Liverpool FC,Liverpool FC
25/09/2019,2019-2020,Liverpool FC,Liverpool FC
28/09/2019,2019-2020,Liverpool FC,Liverpool FC
02/10/2019,2019-2020,Liverpool FC,Liverpool FC
05/10/2019,2019-2020,Liverpool FC,Liverpool FC
20/10/2019,2019-2020,Liverpool FC,Draw
23/10/2019,2019-2020,Liverpool FC,Liverpool FC
27/10/2019,2019-2020,Liverpool FC,Liverpool FC
30/10/2019,2019-2020,Liverpool FC,Liverpool FC
02/11/2019,2019-2020,Liverpool FC,Liverpool FC
05/11/2019,2019-2020,Liverpool FC,Liverpool FC
10/11/2019,2019-2020,Liverpool FC,Liverpool FC
23/11/2019,2019-2020,Liverpool FC,Liverpool FC
27/11/2019,2019-2020,Liverpool FC,Draw
30/11/2019,2019-2020,Liverpool FC,Liverpool FC
04/12/2019,2019-2020,Liverpool FC,Liverpool FC
07/12/2019,2019-2020,Liverpool FC,Liverpool FC
10/12/2019,2019-2020,Liverpool FC,Liverpool FC
14/12/2019,2019-2020,Liverpool FC,Liverpool FC
17/12/2019,2019-2020,Liverpool FC,Aston Villa
18/12/2019,2019-2020,Liverpool FC,Liverpool FC
21/12/2019,2019-2020,Liverpool FC,Liverpool FC
26/12/2019,2019-2020,Liverpool FC,Liverpool FC
29/12/2019,2019-2020,Liverpool FC,Liverpool FC
02/01/2020,2019-2020,Liverpool FC,Liverpool FC
05/01/2020,2019-2020,Liverpool FC,Liverpool FC
11/01/2020,2019-2020,Liverpool FC,Liverpool FC
19/01/2020,2019-2020,Liverpool FC,Liverpool FC
23/01/2020,2019-2020,Liverpool FC,Liverpool FC
26/01/2020,2019-2020,Liverpool FC,Draw
29/01/2020,2019-2020,Liverpool FC,Liverpool FC
01/02/2020,2019-2020,Liverpool FC,Liverpool FC
04/02/2020,2019-2020,Liverpool FC,Liverpool FC
15/02/2020,2019-2020,Liverpool FC,Liverpool FC
18/02/2020,2019-2020,Liverpool FC,Atlético Madrid
24/02/2020,2019-2020,Liverpool FC,Liverpool FC
29/02/2020,2019-2020,Liverpool FC,Watford FC
03/03/2020,2019-2020,Liverpool FC,Chelsea FC
07/03/2020,2019-2020,Liverpool FC,Liverpool FC
11/03/2020,2019-2020,Liverpool FC,Atlético Madrid
11/06/2020,2019-2020,Liverpool FC,Liverpool FC
21/06/2020,2019-2020,Liverpool FC,Draw
24/06/2020,2019-2020,Liverpool FC,Liverpool FC
