date,season,team,team_win
21/07/2019,2019-2020,Tottenham Hotspur,Tottenham Hotspur
25/07/2019,2019-2020,Tottenham Hotspur,Manchester United
30/07/2019,2019-2020,Tottenham Hotspur,Tottenham Hotspur
31/07/2019,2019-2020,Tottenham Hotspur,Tottenham Hotspur
04/08/2019,2019-2020,Tottenham Hotspur,Inter
10/08/2019,2019-2020,Tottenham Hotspur,Tottenham Hotspur
17/08/2019,2019-2020,Tottenham Hotspur,Draw
25/08/2019,2019-2020,Tottenham Hotspur,Newcastle United
01/09/2019,2019-2020,Tottenham Hotspur,Draw
14/09/2019,2019-2020,Tottenham Hotspur,Tottenham Hotspur
18/09/2019,2019-2020,Tottenham Hotspur,Draw
21/09/2019,2019-2020,Tottenham Hotspur,Leicester City
24/09/2019,2019-2020,Tottenham Hotspur,Colchester United
28/09/2019,2019-2020,Tottenham Hotspur,Tottenham Hotspur
01/10/2019,2019-2020,Tottenham Hotspur,Bayern Munich
05/10/2019,2019-2020,Tottenham Hotspur,Brighton & Hove Albion
19/10/2019,2019-2020,Tottenham Hotspur,Draw
22/10/2019,2019-2020,Tottenham Hotspur,Tottenham Hotspur
27/10/2019,2019-2020,Tottenham Hotspur,Liverpool FC
03/11/2019,2019-2020,Tottenham Hotspur,Draw
06/11/2019,2019-2020,Tottenham Hotspur,Tottenham Hotspur
09/11/2019,2019-2020,Tottenham Hotspur,Draw
23/11/2019,2019-2020,Tottenham Hotspur,Tottenham Hotspur
26/11/2019,2019-2020,Tottenham Hotspur,Tottenham Hotspur
30/11/2019,2019-2020,Tottenham Hotspur,Tottenham Hotspur
04/12/2019,2019-2020,Tottenham Hotspur,Manchester United
07/12/2019,2019-2020,Tottenham Hotspur,Tottenham Hotspur
11/12/2019,2019-2020,Tottenham Hotspur,Bayern Munich
15/12/2019,2019-2020,Tottenham Hotspur,Tottenham Hotspur
22/12/2019,2019-2020,Tottenham Hotspur,Chelsea FC
26/12/2019,2019-2020,Tottenham Hotspur,Tottenham Hotspur
28/12/2019,2019-2020,Tottenham Hotspur,Draw
01/01/2020,2019-2020,Tottenham Hotspur,Southampton FC
05/01/2020,2019-2020,Tottenham Hotspur,Draw
11/01/2020,2019-2020,Tottenham Hotspur,Liverpool FC
14/01/2020,2019-2020,Tottenham Hotspur,Tottenham Hotspur
18/01/2020,2019-2020,Tottenham Hotspur,Draw
22/01/2020,2019-2020,Tottenham Hotspur,Tottenham Hotspur
25/01/2020,2019-2020,Tottenham Hotspur,Draw
02/02/2020,2019-2020,Tottenham Hotspur,Tottenham Hotspur
05/02/2020,2019-2020,Tottenham Hotspur,Tottenham Hotspur
16/02/2020,2019-2020,Tottenham Hotspur,Tottenham Hotspur
19/02/2020,2019-2020,Tottenham Hotspur,RB Leipzig
22/02/2020,2019-2020,Tottenham Hotspur,Chelsea FC
01/03/2020,2019-2020,Tottenham Hotspur,Wolverhampton Wanderers
04/03/2020,2019-2020,Tottenham Hotspur,Norwich City
07/03/2020,2019-2020,Tottenham Hotspur,Draw
10/03/2020,2019-2020,Tottenham Hotspur,RB Leipzig
12/06/2020,2019-2020,Tottenham Hotspur,Norwich City
19/06/2020,2019-2020,Tottenham Hotspur,Draw
23/06/2020,2019-2020,Tottenham Hotspur,Tottenham Hotspur
