date,season,team,team_win
16/07/2019,2019-2020,Arsenal FC,Arsenal FC
18/07/2019,2019-2020,Arsenal FC,Arsenal FC
20/07/2019,2019-2020,Arsenal FC,Arsenal FC
23/07/2019,2019-2020,Arsenal FC,Real Madrid
28/07/2019,2019-2020,Arsenal FC,Olympique Lyonnais
31/07/2019,2019-2020,Arsenal FC,Arsenal FC
04/08/2019,2019-2020,Arsenal FC,FC Barcelona
11/08/2019,2019-2020,Arsenal FC,Arsenal FC
17/08/2019,2019-2020,Arsenal FC,Arsenal FC
24/08/2019,2019-2020,Arsenal FC,Liverpool FC
01/09/2019,2019-2020,Arsenal FC,Draw
15/09/2019,2019-2020,Arsenal FC,Draw
19/09/2019,2019-2020,Arsenal FC,Arsenal FC
22/09/2019,2019-2020,Arsenal FC,Arsenal FC
24/09/2019,2019-2020,Arsenal FC,Arsenal FC
30/09/2019,2019-2020,Arsenal FC,Draw
03/10/2019,2019-2020,Arsenal FC,Arsenal FC
06/10/2019,2019-2020,Arsenal FC,Arsenal FC
21/10/2019,2019-2020,Arsenal FC,Sheffield United
24/10/2019,2019-2020,Arsenal FC,Arsenal FC
27/10/2019,2019-2020,Arsenal FC,Draw
30/10/2019,2019-2020,Arsenal FC,Liverpool FC
02/11/2019,2019-2020,Arsenal FC,Draw
06/11/2019,2019-2020,Arsenal FC,Draw
09/11/2019,2019-2020,Arsenal FC,Leicester City
23/11/2019,2019-2020,Arsenal FC,Draw
28/11/2019,2019-2020,Arsenal FC,Eintracht Frankfurt
01/12/2019,2019-2020,Arsenal FC,Draw
05/12/2019,2019-2020,Arsenal FC,Brighton & Hove Albion
09/12/2019,2019-2020,Arsenal FC,Arsenal FC
12/12/2019,2019-2020,Arsenal FC,Draw
15/12/2019,2019-2020,Arsenal FC,Manchester City
21/12/2019,2019-2020,Arsenal FC,Draw
26/12/2019,2019-2020,Arsenal FC,Draw
29/12/2019,2019-2020,Arsenal FC,Chelsea FC
01/01/2020,2019-2020,Arsenal FC,Arsenal FC
06/01/2020,2019-2020,Arsenal FC,Arsenal FC
11/01/2020,2019-2020,Arsenal FC,Draw
18/01/2020,2019-2020,Arsenal FC,Draw
21/01/2020,2019-2020,Arsenal FC,Draw
27/01/2020,2019-2020,Arsenal FC,Arsenal FC
02/02/2020,2019-2020,Arsenal FC,Draw
16/02/2020,2019-2020,Arsenal FC,Arsenal FC
20/02/2020,2019-2020,Arsenal FC,Arsenal FC
23/02/2020,2019-2020,Arsenal FC,Arsenal FC
27/02/2020,2019-2020,Arsenal FC,Olympiacos FC
02/03/2020,2019-2020,Arsenal FC,Arsenal FC
07/03/2020,2019-2020,Arsenal FC,Arsenal FC
17/06/2020,2019-2020,Arsenal FC,Manchester City
20/06/2020,2019-2020,Arsenal FC,Brighton & Hove Albion
25/06/2020,2019-2020,Arsenal FC,Arsenal FC
28/06/2020,2019-2020,Arsenal FC,Arsenal FC
