date,season,team,team_win
17/07/2019,2019-2020,Manchester City,Manchester City
20/07/2019,2019-2020,Manchester City,Wolverhampton Wanderers
24/07/2019,2019-2020,Manchester City,Manchester City
27/07/2019,2019-2020,Manchester City,Manchester City
04/08/2019,2019-2020,Manchester City,Manchester City
10/08/2019,2019-2020,Manchester City,Manchester City
17/08/2019,2019-2020,Manchester City,Draw
25/08/2019,2019-2020,Manchester City,Manchester City
31/08/2019,2019-2020,Manchester City,Manchester City
14/09/2019,2019-2020,Manchester City,Norwich City
18/09/2019,2019-2020,Manchester City,Manchester City
21/09/2019,2019-2020,Manchester City,Manchester City
24/09/2019,2019-2020,Manchester City,Manchester City
28/09/2019,2019-2020,Manchester City,Manchester City
01/10/2019,2019-2020,Manchester City,Manchester City
06/10/2019,2019-2020,Manchester City,Wolverhampton Wanderers
19/10/2019,2019-2020,Manchester City,Manchester City
22/10/2019,2019-2020,Manchester City,Manchester City
26/10/2019,2019-2020,Manchester City,Manchester City
29/10/2019,2019-2020,Manchester City,Manchester City
02/11/2019,2019-2020,Manchester City,Manchester City
06/11/2019,2019-2020,Manchester City,Draw
10/11/2019,2019-2020,Manchester City,Liverpool FC
23/11/2019,2019-2020,Manchester City,Manchester City
26/11/2019,2019-2020,Manchester City,Draw
30/11/2019,2019-2020,Manchester City,Draw
03/12/2019,2019-2020,Manchester City,Manchester City
07/12/2019,2019-2020,Manchester City,Manchester United
11/12/2019,2019-2020,Manchester City,Manchester City
15/12/2019,2019-2020,Manchester City,Manchester City
18/12/2019,2019-2020,Manchester City,Manchester City
21/12/2019,2019-2020,Manchester City,Manchester City
27/12/2019,2019-2020,Manchester City,Wolverhampton Wanderers
29/12/2019,2019-2020,Manchester City,Manchester City
01/01/2020,2019-2020,Manchester City,Manchester City
04/01/2020,2019-2020,Manchester City,Manchester City
07/01/2020,2019-2020,Manchester City,Manchester City
12/01/2020,2019-2020,Manchester City,Manchester City
18/01/2020,2019-2020,Manchester City,Draw
21/01/2020,2019-2020,Manchester City,Manchester City
26/01/2020,2019-2020,Manchester City,Manchester City
29/01/2020,2019-2020,Manchester City,Manchester United
02/02/2020,2019-2020,Manchester City,Tottenham Hotspur
19/02/2020,2019-2020,Manchester City,Manchester City
22/02/2020,2019-2020,Manchester City,Manchester City
26/02/2020,2019-2020,Manchester City,Manchester City
01/03/2020,2019-2020,Manchester City,Manchester City
04/03/2020,2019-2020,Manchester City,Manchester City
08/03/2020,2019-2020,Manchester City,Manchester United
17/06/2020,2019-2020,Manchester City,Manchester City
22/06/2020,2019-2020,Manchester City,Manchester City
25/06/2020,2019-2020,Manchester City,Chelsea FC
28/06/2020,2019-2020,Manchester City,Manchester City
