date,season,team,team_win
16/07/2019,2019-2020,Leicester City,Leicester City
20/07/2019,2019-2020,Leicester City,Leicester City
23/07/2019,2019-2020,Leicester City,Leicester City
27/07/2019,2019-2020,Leicester City,Leicester City
02/08/2019,2019-2020,Leicester City,Leicester City
11/08/2019,2019-2020,Leicester City,Draw
18/08/2019,2019-2020,Leicester City,Draw
24/08/2019,2019-2020,Leicester City,Leicester City
28/08/2019,2019-2020,Leicester City,Leicester City
31/08/2019,2019-2020,Leicester City,Leicester City
14/09/2019,2019-2020,Leicester City,Manchester United
21/09/2019,2019-2020,Leicester City,Leicester City
24/09/2019,2019-2020,Leicester City,Leicester City
29/09/2019,2019-2020,Leicester City,Leicester City
05/10/2019,2019-2020,Leicester City,Liverpool FC
19/10/2019,2019-2020,Leicester City,Leicester City
25/10/2019,2019-2020,Leicester City,Leicester City
29/10/2019,2019-2020,Leicester City,Leicester City
03/11/2019,2019-2020,Leicester City,Leicester City
09/11/2019,2019-2020,Leicester City,Leicester City
23/11/2019,2019-2020,Leicester City,Leicester City
01/12/2019,2019-2020,Leicester City,Leicester City
04/12/2019,2019-2020,Leicester City,Leicester City
08/12/2019,2019-2020,Leicester City,Leicester City
14/12/2019,2019-2020,Leicester City,Draw
18/12/2019,2019-2020,Leicester City,Leicester City
21/12/2019,2019-2020,Leicester City,Manchester City
26/12/2019,2019-2020,Leicester City,Liverpool FC
28/12/2019,2019-2020,Leicester City,Leicester City
01/01/2020,2019-2020,Leicester City,Leicester City
04/01/2020,2019-2020,Leicester City,Leicester City
08/01/2020,2019-2020,Leicester City,Draw
11/01/2020,2019-2020,Leicester City,Southampton FC
19/01/2020,2019-2020,Leicester City,Burnley FC
22/01/2020,2019-2020,Leicester City,Leicester City
25/01/2020,2019-2020,Leicester City,Leicester City
28/01/2020,2019-2020,Leicester City,Aston Villa
01/02/2020,2019-2020,Leicester City,Draw
14/02/2020,2019-2020,Leicester City,Draw
22/02/2020,2019-2020,Leicester City,Manchester City
28/02/2020,2019-2020,Leicester City,Norwich City
04/03/2020,2019-2020,Leicester City,Leicester City
09/03/2020,2019-2020,Leicester City,Leicester City
20/06/2020,2019-2020,Leicester City,Draw
23/06/2020,2019-2020,Leicester City,Draw
28/06/2020,2019-2020,Leicester City,Chelsea FC
