date,season,team,team_win
13/07/2019,2019-2020,Manchester United,Manchester United
17/07/2019,2019-2020,Manchester United,Manchester United
20/07/2019,2019-2020,Manchester United,Manchester United
25/07/2019,2019-2020,Manchester United,Manchester United
30/07/2019,2019-2020,Manchester United,Manchester United
03/08/2019,2019-2020,Manchester United,Manchester United
11/08/2019,2019-2020,Manchester United,Manchester United
19/08/2019,2019-2020,Manchester United,Draw
24/08/2019,2019-2020,Manchester United,Crystal Palace
31/08/2019,2019-2020,Manchester United,Draw
14/09/2019,2019-2020,Manchester United,Manchester United
19/09/2019,2019-2020,Manchester United,Manchester United
22/09/2019,2019-2020,Manchester United,West Ham United
25/09/2019,2019-2020,Manchester United,Manchester United
30/09/2019,2019-2020,Manchester United,Draw
03/10/2019,2019-2020,Manchester United,Draw
06/10/2019,2019-2020,Manchester United,Newcastle United
20/10/2019,2019-2020,Manchester United,Draw
24/10/2019,2019-2020,Manchester United,Manchester United
27/10/2019,2019-2020,Manchester United,Manchester United
30/10/2019,2019-2020,Manchester United,Manchester United
02/11/2019,2019-2020,Manchester United,AFC Bournemouth
07/11/2019,2019-2020,Manchester United,Manchester United
10/11/2019,2019-2020,Manchester United,Manchester United
24/11/2019,2019-2020,Manchester United,Draw
28/11/2019,2019-2020,Manchester United,FK Astana
01/12/2019,2019-2020,Manchester United,Draw
04/12/2019,2019-2020,Manchester United,Manchester United
07/12/2019,2019-2020,Manchester United,Manchester United
12/12/2019,2019-2020,Manchester United,Manchester United
15/12/2019,2019-2020,Manchester United,Draw
18/12/2019,2019-2020,Manchester United,Manchester United
22/12/2019,2019-2020,Manchester United,Watford FC
26/12/2019,2019-2020,Manchester United,Manchester United
28/12/2019,2019-2020,Manchester United,Manchester United
01/01/2020,2019-2020,Manchester United,Arsenal FC
04/01/2020,2019-2020,Manchester United,Draw
07/01/2020,2019-2020,Manchester United,Manchester City
11/01/2020,2019-2020,Manchester United,Manchester United
15/01/2020,2019-2020,Manchester United,Manchester United
19/01/2020,2019-2020,Manchester United,Liverpool FC
22/01/2020,2019-2020,Manchester United,Burnley FC
26/01/2020,2019-2020,Manchester United,Manchester United
29/01/2020,2019-2020,Manchester United,Manchester United
01/02/2020,2019-2020,Manchester United,Draw
17/02/2020,2019-2020,Manchester United,Manchester United
20/02/2020,2019-2020,Manchester United,Draw
23/02/2020,2019-2020,Manchester United,Manchester United
27/02/2020,2019-2020,Manchester United,Manchester United
01/03/2020,2019-2020,Manchester United,Draw
05/03/2020,2019-2020,Manchester United,Manchester United
08/03/2020,2019-2020,Manchester United,Manchester United
12/03/2020,2019-2020,Manchester United,Manchester United
19/06/2020,2019-2020,Manchester United,Draw
24/06/2020,2019-2020,Manchester United,Manchester United
27/06/2020,2019-2020,Manchester United,Manchester United
