date,season,team,team_win
23/07/2021,2021-2022,Newcastle United,Newcastle United
27/07/2021,2021-2022,Newcastle United,Draw
30/07/2021,2021-2022,Newcastle United,Newcastle United
07/08/2021,2021-2022,Newcastle United,Newcastle United
15/08/2021,2021-2022,Newcastle United,West Ham United
21/08/2021,2021-2022,Newcastle United,Aston Villa
25/08/2021,2021-2022,Newcastle United,Burnley FC
28/08/2021,2021-2022,Newcastle United,Draw
11/09/2021,2021-2022,Newcastle United,Manchester United
17/09/2021,2021-2022,Newcastle United,Draw
25/09/2021,2021-2022,Newcastle United,Draw
02/10/2021,2021-2022,Newcastle United,Wolverhampton Wanderers
17/10/2021,2021-2022,Newcastle United,Tottenham Hotspur
23/10/2021,2021-2022,Newcastle United,Draw
30/10/2021,2021-2022,Newcastle United,Chelsea FC
06/11/2021,2021-2022,Newcastle United,Draw
20/11/2021,2021-2022,Newcastle United,Draw
27/11/2021,2021-2022,Newcastle United,Arsenal FC
30/11/2021,2021-2022,Newcastle United,Draw
04/12/2021,2021-2022,Newcastle United,Newcastle United
12/12/2021,2021-2022,Newcastle United,Leicester City
16/12/2021,2021-2022,Newcastle United,Liverpool FC
19/12/2021,2021-2022,Newcastle United,Manchester City
27/12/2021,2021-2022,Newcastle United,Draw
08/01/2022,2021-2022,Newcastle United,Cambridge United
15/01/2022,2021-2022,Newcastle United,Draw
22/01/2022,2021-2022,Newcastle United,Newcastle United
08/02/2022,2021-2022,Newcastle United,Newcastle United
13/02/2022,2021-2022,Newcastle United,Newcastle United
19/02/2022,2021-2022,Newcastle United,Draw
26/02/2022,2021-2022,Newcastle United,Newcastle United
05/03/2022,2021-2022,Newcastle United,Newcastle United
10/03/2022,2021-2022,Newcastle United,Newcastle United
13/03/2022,2021-2022,Newcastle United,Chelsea FC
17/03/2022,2021-2022,Newcastle United,Everton FC
03/04/2022,2021-2022,Newcastle United,Tottenham Hotspur
08/04/2022,2021-2022,Newcastle United,Newcastle United
17/04/2022,2021-2022,Newcastle United,Newcastle United
20/04/2022,2021-2022,Newcastle United,Newcastle United
23/04/2022,2021-2022,Newcastle United,Newcastle United
30/04/2022,2021-2022,Newcastle United,Liverpool FC
08/05/2022,2021-2022,Newcastle United,Manchester City
16/05/2022,2021-2022,Newcastle United,Newcastle United
22/05/2022,2021-2022,Newcastle United,Newcastle United
