date,season,team,team_win
27/07/2021,2021-2022,Chelsea FC,Chelsea FC
01/08/2021,2021-2022,Chelsea FC,Chelsea FC
04/08/2021,2021-2022,Chelsea FC,Draw
11/08/2021,2021-2022,Chelsea FC,Chelsea FC
14/08/2021,2021-2022,Chelsea FC,Chelsea FC
22/08/2021,2021-2022,Chelsea FC,Chelsea FC
28/08/2021,2021-2022,Chelsea FC,Draw
11/09/2021,2021-2022,Chelsea FC,Chelsea FC
14/09/2021,2021-2022,Chelsea FC,Chelsea FC
19/09/2021,2021-2022,Chelsea FC,Chelsea FC
22/09/2021,2021-2022,Chelsea FC,Chelsea FC
25/09/2021,2021-2022,Chelsea FC,Manchester City
29/09/2021,2021-2022,Chelsea FC,Juventus
02/10/2021,2021-2022,Chelsea FC,Chelsea FC
16/10/2021,2021-2022,Chelsea FC,Chelsea FC
20/10/2021,2021-2022,Chelsea FC,Chelsea FC
23/10/2021,2021-2022,Chelsea FC,Chelsea FC
26/10/2021,2021-2022,Chelsea FC,Chelsea FC
30/10/2021,2021-2022,Chelsea FC,Chelsea FC
02/11/2021,2021-2022,Chelsea FC,Chelsea FC
06/11/2021,2021-2022,Chelsea FC,Draw
20/11/2021,2021-2022,Chelsea FC,Chelsea FC
23/11/2021,2021-2022,Chelsea FC,Chelsea FC
28/11/2021,2021-2022,Chelsea FC,Draw
01/12/2021,2021-2022,Chelsea FC,Chelsea FC
04/12/2021,2021-2022,Chelsea FC,West Ham United
08/12/2021,2021-2022,Chelsea FC,Draw
11/12/2021,2021-2022,Chelsea FC,Chelsea FC
16/12/2021,2021-2022,Chelsea FC,Draw
19/12/2021,2021-2022,Chelsea FC,Draw
22/12/2021,2021-2022,Chelsea FC,Chelsea FC
26/12/2021,2021-2022,Chelsea FC,Chelsea FC
29/12/2021,2021-2022,Chelsea FC,Draw
02/01/2022,2021-2022,Chelsea FC,Draw
05/01/2022,2021-2022,Chelsea FC,Chelsea FC
08/01/2022,2021-2022,Chelsea FC,Chelsea FC
12/01/2022,2021-2022,Chelsea FC,Chelsea FC
15/01/2022,2021-2022,Chelsea FC,Manchester City
18/01/2022,2021-2022,Chelsea FC,Draw
23/01/2022,2021-2022,Chelsea FC,Chelsea FC
05/02/2022,2021-2022,Chelsea FC,Chelsea FC
09/02/2022,2021-2022,Chelsea FC,Chelsea FC
12/02/2022,2021-2022,Chelsea FC,Chelsea FC
19/02/2022,2021-2022,Chelsea FC,Chelsea FC
22/02/2022,2021-2022,Chelsea FC,Chelsea FC
27/02/2022,2021-2022,Chelsea FC,Liverpool FC
02/03/2022,2021-2022,Chelsea FC,Chelsea FC
05/03/2022,2021-2022,Chelsea FC,Chelsea FC
10/03/2022,2021-2022,Chelsea FC,Chelsea FC
13/03/2022,2021-2022,Chelsea FC,Chelsea FC
16/03/2022,2021-2022,Chelsea FC,Chelsea FC
19/03/2022,2021-2022,Chelsea FC,Chelsea FC
02/04/2022,2021-2022,Chelsea FC,Brentford FC
06/04/2022,2021-2022,Chelsea FC,Real Madrid
09/04/2022,2021-2022,Chelsea FC,Chelsea FC
12/04/2022,2021-2022,Chelsea FC,Chelsea FC
17/04/2022,2021-2022,Chelsea FC,Chelsea FC
20/04/2022,2021-2022,Chelsea FC,Arsenal FC
24/04/2022,2021-2022,Chelsea FC,Chelsea FC
28/04/2022,2021-2022,Chelsea FC,Draw
01/05/2022,2021-2022,Chelsea FC,Everton FC
07/05/2022,2021-2022,Chelsea FC,Draw
11/05/2022,2021-2022,Chelsea FC,Chelsea FC
14/05/2022,2021-2022,Chelsea FC,Liverpool FC
19/05/2022,2021-2022,Chelsea FC,Draw
22/05/2022,2021-2022,Chelsea FC,Chelsea FC
