date,season,team,team_win
18/07/2021,2021-2022,Manchester United,Manchester United
24/07/2021,2021-2022,Manchester United,Queens Park Rangers
28/07/2021,2021-2022,Manchester United,Draw
07/08/2021,2021-2022,Manchester United,Manchester United
14/08/2021,2021-2022,Manchester United,Manchester United
22/08/2021,2021-2022,Manchester United,Draw
29/08/2021,2021-2022,Manchester United,Manchester United
11/09/2021,2021-2022,Manchester United,Manchester United
14/09/2021,2021-2022,Manchester United,BSC Young Boys
19/09/2021,2021-2022,Manchester United,Manchester United
22/09/2021,2021-2022,Manchester United,West Ham United
25/09/2021,2021-2022,Manchester United,Aston Villa
29/09/2021,2021-2022,Manchester United,Manchester United
02/10/2021,2021-2022,Manchester United,Draw
16/10/2021,2021-2022,Manchester United,Leicester City
20/10/2021,2021-2022,Manchester United,Manchester United
24/10/2021,2021-2022,Manchester United,Liverpool FC
30/10/2021,2021-2022,Manchester United,Manchester United
02/11/2021,2021-2022,Manchester United,Draw
06/11/2021,2021-2022,Manchester United,Manchester City
20/11/2021,2021-2022,Manchester United,Watford FC
23/11/2021,2021-2022,Manchester United,Manchester United
28/11/2021,2021-2022,Manchester United,Draw
02/12/2021,2021-2022,Manchester United,Manchester United
05/12/2021,2021-2022,Manchester United,Manchester United
08/12/2021,2021-2022,Manchester United,Draw
11/12/2021,2021-2022,Manchester United,Manchester United
27/12/2021,2021-2022,Manchester United,Draw
30/12/2021,2021-2022,Manchester United,Manchester United
03/01/2022,2021-2022,Manchester United,Wolverhampton Wanderers
10/01/2022,2021-2022,Manchester United,Manchester United
15/01/2022,2021-2022,Manchester United,Draw
19/01/2022,2021-2022,Manchester United,Manchester United
22/01/2022,2021-2022,Manchester United,Manchester United
04/02/2022,2021-2022,Manchester United,Middlesbrough FC
08/02/2022,2021-2022,Manchester United,Draw
12/02/2022,2021-2022,Manchester United,Draw
15/02/2022,2021-2022,Manchester United,Manchester United
20/02/2022,2021-2022,Manchester United,Manchester United
23/02/2022,2021-2022,Manchester United,Draw
26/02/2022,2021-2022,Manchester United,Draw
06/03/2022,2021-2022,Manchester United,Manchester City
12/03/2022,2021-2022,Manchester United,Manchester United
15/03/2022,2021-2022,Manchester United,Atlético Madrid
02/04/2022,2021-2022,Manchester United,Draw
09/04/2022,2021-2022,Manchester United,Everton FC
16/04/2022,2021-2022,Manchester United,Manchester United
19/04/2022,2021-2022,Manchester United,Liverpool FC
23/04/2022,2021-2022,Manchester United,Arsenal FC
28/04/2022,2021-2022,Manchester United,Draw
02/05/2022,2021-2022,Manchester United,Manchester United
07/05/2022,2021-2022,Manchester United,Brighton & Hove Albion
22/05/2022,2021-2022,Manchester United,Crystal Palace
