date,season,team,team_win
21/07/2021,2021-2022,Aston Villa,Aston Villa
24/07/2021,2021-2022,Aston Villa,Stoke City
31/07/2021,2021-2022,Aston Villa,Aston Villa
08/08/2021,2021-2022,Aston Villa,Aston Villa
14/08/2021,2021-2022,Aston Villa,Watford FC
21/08/2021,2021-2022,Aston Villa,Aston Villa
24/08/2021,2021-2022,Aston Villa,Aston Villa
28/08/2021,2021-2022,Aston Villa,Draw
11/09/2021,2021-2022,Aston Villa,Chelsea FC
18/09/2021,2021-2022,Aston Villa,Aston Villa
22/09/2021,2021-2022,Aston Villa,Chelsea FC
25/09/2021,2021-2022,Aston Villa,Aston Villa
03/10/2021,2021-2022,Aston Villa,Tottenham Hotspur
16/10/2021,2021-2022,Aston Villa,Wolverhampton Wanderers
22/10/2021,2021-2022,Aston Villa,Arsenal FC
31/10/2021,2021-2022,Aston Villa,West Ham United
05/11/2021,2021-2022,Aston Villa,Southampton FC
20/11/2021,2021-2022,Aston Villa,Aston Villa
27/11/2021,2021-2022,Aston Villa,Aston Villa
01/12/2021,2021-2022,Aston Villa,Manchester City
05/12/2021,2021-2022,Aston Villa,Aston Villa
11/12/2021,2021-2022,Aston Villa,Liverpool FC
14/12/2021,2021-2022,Aston Villa,Aston Villa
26/12/2021,2021-2022,Aston Villa,Chelsea FC
02/01/2022,2021-2022,Aston Villa,Brentford FC
10/01/2022,2021-2022,Aston Villa,Manchester United
15/01/2022,2021-2022,Aston Villa,Draw
22/01/2022,2021-2022,Aston Villa,Aston Villa
09/02/2022,2021-2022,Aston Villa,Draw
13/02/2022,2021-2022,Aston Villa,Newcastle United
19/02/2022,2021-2022,Aston Villa,Watford FC
26/02/2022,2021-2022,Aston Villa,Aston Villa
05/03/2022,2021-2022,Aston Villa,Aston Villa
10/03/2022,2021-2022,Aston Villa,Aston Villa
13/03/2022,2021-2022,Aston Villa,West Ham United
19/03/2022,2021-2022,Aston Villa,Arsenal FC
02/04/2022,2021-2022,Aston Villa,Wolverhampton Wanderers
09/04/2022,2021-2022,Aston Villa,Tottenham Hotspur
23/04/2022,2021-2022,Aston Villa,Draw
30/04/2022,2021-2022,Aston Villa,Aston Villa
07/05/2022,2021-2022,Aston Villa,Aston Villa
10/05/2022,2021-2022,Aston Villa,Liverpool FC
15/05/2022,2021-2022,Aston Villa,Draw
19/05/2022,2021-2022,Aston Villa,Draw
22/05/2022,2021-2022,Aston Villa,Manchester City
