date,season,team,team_win
09/07/2021,2021-2022,West Ham United,Draw
13/07/2021,2021-2022,West Ham United,Draw
21/07/2021,2021-2022,West Ham United,West Ham United
24/07/2021,2021-2022,West Ham United,West Ham United
31/07/2021,2021-2022,West Ham United,West Ham United
07/08/2021,2021-2022,West Ham United,West Ham United
15/08/2021,2021-2022,West Ham United,West Ham United
23/08/2021,2021-2022,West Ham United,West Ham United
28/08/2021,2021-2022,West Ham United,Draw
11/09/2021,2021-2022,West Ham United,Draw
16/09/2021,2021-2022,West Ham United,West Ham United
19/09/2021,2021-2022,West Ham United,Manchester United
22/09/2021,2021-2022,West Ham United,West Ham United
25/09/2021,2021-2022,West Ham United,West Ham United
30/09/2021,2021-2022,West Ham United,West Ham United
03/10/2021,2021-2022,West Ham United,Brentford FC
17/10/2021,2021-2022,West Ham United,West Ham United
21/10/2021,2021-2022,West Ham United,West Ham United
24/10/2021,2021-2022,West Ham United,West Ham United
27/10/2021,2021-2022,West Ham United,West Ham United
31/10/2021,2021-2022,West Ham United,West Ham United
04/11/2021,2021-2022,West Ham United,Draw
07/11/2021,2021-2022,West Ham United,West Ham United
20/11/2021,2021-2022,West Ham United,Wolverhampton Wanderers
25/11/2021,2021-2022,West Ham United,West Ham United
28/11/2021,2021-2022,West Ham United,Manchester City
01/12/2021,2021-2022,West Ham United,Draw
04/12/2021,2021-2022,West Ham United,West Ham United
09/12/2021,2021-2022,West Ham United,Dinamo Zagreb
12/12/2021,2021-2022,West Ham United,Draw
15/12/2021,2021-2022,West Ham United,Arsenal FC
22/12/2021,2021-2022,West Ham United,Tottenham Hotspur
26/12/2021,2021-2022,West Ham United,Southampton FC
28/12/2021,2021-2022,West Ham United,West Ham United
01/01/2022,2021-2022,West Ham United,West Ham United
09/01/2022,2021-2022,West Ham United,West Ham United
12/01/2022,2021-2022,West Ham United,West Ham United
16/01/2022,2021-2022,West Ham United,Leeds United
22/01/2022,2021-2022,West Ham United,Manchester United
05/02/2022,2021-2022,West Ham United,West Ham United
08/02/2022,2021-2022,West Ham United,West Ham United
13/02/2022,2021-2022,West Ham United,Draw
19/02/2022,2021-2022,West Ham United,Draw
27/02/2022,2021-2022,West Ham United,West Ham United
02/03/2022,2021-2022,West Ham United,Southampton FC
05/03/2022,2021-2022,West Ham United,Liverpool FC
10/03/2022,2021-2022,West Ham United,Sevilla FC
13/03/2022,2021-2022,West Ham United,West Ham United
17/03/2022,2021-2022,West Ham United,West Ham United
20/03/2022,2021-2022,West Ham United,Tottenham Hotspur
03/04/2022,2021-2022,West Ham United,West Ham United
07/04/2022,2021-2022,West Ham United,Draw
10/04/2022,2021-2022,West Ham United,Brentford FC
14/04/2022,2021-2022,West Ham United,West Ham United
17/04/2022,2021-2022,West Ham United,Draw
24/04/2022,2021-2022,West Ham United,Chelsea FC
28/04/2022,2021-2022,West Ham United,Eintracht Frankfurt
01/05/2022,2021-2022,West Ham United,Arsenal FC
05/05/2022,2021-2022,West Ham United,Eintracht Frankfurt
08/05/2022,2021-2022,West Ham United,West Ham United
15/05/2022,2021-2022,West Ham United,Draw
22/05/2022,2021-2022,West Ham United,Brighton & Hove Albion
