date,season,team,team_win
13/07/2021,2021-2022,Arsenal FC,Hibernian FC
17/07/2021,2021-2022,Arsenal FC,Draw
01/08/2021,2021-2022,Arsenal FC,Chelsea FC
08/08/2021,2021-2022,Arsenal FC,Tottenham Hotspur
13/08/2021,2021-2022,Arsenal FC,Brentford FC
22/08/2021,2021-2022,Arsenal FC,Chelsea FC
25/08/2021,2021-2022,Arsenal FC,Arsenal FC
28/08/2021,2021-2022,Arsenal FC,Manchester City
11/09/2021,2021-2022,Arsenal FC,Arsenal FC
18/09/2021,2021-2022,Arsenal FC,Arsenal FC
22/09/2021,2021-2022,Arsenal FC,Arsenal FC
26/09/2021,2021-2022,Arsenal FC,Arsenal FC
02/10/2021,2021-2022,Arsenal FC,Draw
18/10/2021,2021-2022,Arsenal FC,Draw
22/10/2021,2021-2022,Arsenal FC,Arsenal FC
26/10/2021,2021-2022,Arsenal FC,Arsenal FC
30/10/2021,2021-2022,Arsenal FC,Arsenal FC
07/11/2021,2021-2022,Arsenal FC,Arsenal FC
20/11/2021,2021-2022,Arsenal FC,Liverpool FC
27/11/2021,2021-2022,Arsenal FC,Arsenal FC
02/12/2021,2021-2022,Arsenal FC,Manchester United
06/12/2021,2021-2022,Arsenal FC,Everton FC
11/12/2021,2021-2022,Arsenal FC,Arsenal FC
15/12/2021,2021-2022,Arsenal FC,Arsenal FC
18/12/2021,2021-2022,Arsenal FC,Arsenal FC
21/12/2021,2021-2022,Arsenal FC,Arsenal FC
26/12/2021,2021-2022,Arsenal FC,Arsenal FC
01/01/2022,2021-2022,Arsenal FC,Manchester City
09/01/2022,2021-2022,Arsenal FC,Nottingham Forest
13/01/2022,2021-2022,Arsenal FC,Draw
20/01/2022,2021-2022,Arsenal FC,Liverpool FC
23/01/2022,2021-2022,Arsenal FC,Draw
10/02/2022,2021-2022,Arsenal FC,Arsenal FC
19/02/2022,2021-2022,Arsenal FC,Arsenal FC
24/02/2022,2021-2022,Arsenal FC,Arsenal FC
06/03/2022,2021-2022,Arsenal FC,Arsenal FC
13/03/2022,2021-2022,Arsenal FC,Arsenal FC
16/03/2022,2021-2022,Arsenal FC,Liverpool FC
19/03/2022,2021-2022,Arsenal FC,Arsenal FC
04/04/2022,2021-2022,Arsenal FC,Crystal Palace
09/04/2022,2021-2022,Arsenal FC,Brighton & Hove Albion
16/04/2022,2021-2022,Arsenal FC,Southampton FC
20/04/2022,2021-2022,Arsenal FC,Arsenal FC
23/04/2022,2021-2022,Arsenal FC,Arsenal FC
01/05/2022,2021-2022,Arsenal FC,Arsenal FC
08/05/2022,2021-2022,Arsenal FC,Arsenal FC
12/05/2022,2021-2022,Arsenal FC,Tottenham Hotspur
16/05/2022,2021-2022,Arsenal FC,Newcastle United
22/05/2022,2021-2022,Arsenal FC,Arsenal FC
