date,season,team,team_win
25/07/2021,2021-2022,Everton FC,Everton FC
28/07/2021,2021-2022,Everton FC,Everton FC
07/08/2021,2021-2022,Everton FC,Manchester United
14/08/2021,2021-2022,Everton FC,Everton FC
21/08/2021,2021-2022,Everton FC,Draw
24/08/2021,2021-2022,Everton FC,Everton FC
28/08/2021,2021-2022,Everton FC,Everton FC
13/09/2021,2021-2022,Everton FC,Everton FC
18/09/2021,2021-2022,Everton FC,Aston Villa
21/09/2021,2021-2022,Everton FC,Queens Park Rangers
25/09/2021,2021-2022,Everton FC,Everton FC
02/10/2021,2021-2022,Everton FC,Draw
17/10/2021,2021-2022,Everton FC,West Ham United
23/10/2021,2021-2022,Everton FC,Watford FC
01/11/2021,2021-2022,Everton FC,Wolverhampton Wanderers
07/11/2021,2021-2022,Everton FC,Draw
21/11/2021,2021-2022,Everton FC,Manchester City
28/11/2021,2021-2022,Everton FC,Brentford FC
01/12/2021,2021-2022,Everton FC,Liverpool FC
06/12/2021,2021-2022,Everton FC,Everton FC
12/12/2021,2021-2022,Everton FC,Crystal Palace
16/12/2021,2021-2022,Everton FC,Draw
02/01/2022,2021-2022,Everton FC,Brighton & Hove Albion
08/01/2022,2021-2022,Everton FC,Everton FC
15/01/2022,2021-2022,Everton FC,Norwich City
22/01/2022,2021-2022,Everton FC,Aston Villa
05/02/2022,2021-2022,Everton FC,Everton FC
08/02/2022,2021-2022,Everton FC,Newcastle United
12/02/2022,2021-2022,Everton FC,Everton FC
19/02/2022,2021-2022,Everton FC,Southampton FC
26/02/2022,2021-2022,Everton FC,Manchester City
03/03/2022,2021-2022,Everton FC,Everton FC
07/03/2022,2021-2022,Everton FC,Tottenham Hotspur
13/03/2022,2021-2022,Everton FC,Wolverhampton Wanderers
17/03/2022,2021-2022,Everton FC,Everton FC
20/03/2022,2021-2022,Everton FC,Crystal Palace
03/04/2022,2021-2022,Everton FC,West Ham United
06/04/2022,2021-2022,Everton FC,Burnley FC
09/04/2022,2021-2022,Everton FC,Everton FC
20/04/2022,2021-2022,Everton FC,Draw
24/04/2022,2021-2022,Everton FC,Liverpool FC
01/05/2022,2021-2022,Everton FC,Everton FC
08/05/2022,2021-2022,Everton FC,Everton FC
11/05/2022,2021-2022,Everton FC,Draw
15/05/2022,2021-2022,Everton FC,Brentford FC
19/05/2022,2021-2022,Everton FC,Everton FC
22/05/2022,2021-2022,Everton FC,Arsenal FC
