date,season,team,team_win
24/07/2021,2021-2022,Leicester City,Burton Albion
28/07/2021,2021-2022,Leicester City,Wycombe Wanderers
31/07/2021,2021-2022,Leicester City,Draw
04/08/2021,2021-2022,Leicester City,Leicester City
07/08/2021,2021-2022,Leicester City,Leicester City
14/08/2021,2021-2022,Leicester City,Leicester City
23/08/2021,2021-2022,Leicester City,West Ham United
28/08/2021,2021-2022,Leicester City,Leicester City
11/09/2021,2021-2022,Leicester City,Manchester City
16/09/2021,2021-2022,Leicester City,Draw
19/09/2021,2021-2022,Leicester City,Brighton & Hove Albion
22/09/2021,2021-2022,Leicester City,Leicester City
25/09/2021,2021-2022,Leicester City,Draw
30/09/2021,2021-2022,Leicester City,Legia Warszawa
03/10/2021,2021-2022,Leicester City,Draw
16/10/2021,2021-2022,Leicester City,Leicester City
20/10/2021,2021-2022,Leicester City,Leicester City
24/10/2021,2021-2022,Leicester City,Leicester City
27/10/2021,2021-2022,Leicester City,Leicester City
30/10/2021,2021-2022,Leicester City,Arsenal FC
04/11/2021,2021-2022,Leicester City,Draw
07/11/2021,2021-2022,Leicester City,Draw
20/11/2021,2021-2022,Leicester City,Chelsea FC
25/11/2021,2021-2022,Leicester City,Leicester City
28/11/2021,2021-2022,Leicester City,Leicester City
01/12/2021,2021-2022,Leicester City,Draw
05/12/2021,2021-2022,Leicester City,Aston Villa
09/12/2021,2021-2022,Leicester City,SSC Napoli
12/12/2021,2021-2022,Leicester City,Leicester City
22/12/2021,2021-2022,Leicester City,Liverpool FC
26/12/2021,2021-2022,Leicester City,Manchester City
28/12/2021,2021-2022,Leicester City,Leicester City
08/01/2022,2021-2022,Leicester City,Leicester City
19/01/2022,2021-2022,Leicester City,Tottenham Hotspur
23/01/2022,2021-2022,Leicester City,Draw
06/02/2022,2021-2022,Leicester City,Nottingham Forest
10/02/2022,2021-2022,Leicester City,Liverpool FC
13/02/2022,2021-2022,Leicester City,Draw
17/02/2022,2021-2022,Leicester City,Leicester City
20/02/2022,2021-2022,Leicester City,Wolverhampton Wanderers
24/02/2022,2021-2022,Leicester City,Leicester City
01/03/2022,2021-2022,Leicester City,Leicester City
05/03/2022,2021-2022,Leicester City,Leicester City
10/03/2022,2021-2022,Leicester City,Leicester City
13/03/2022,2021-2022,Leicester City,Arsenal FC
17/03/2022,2021-2022,Leicester City,Stade Rennais
20/03/2022,2021-2022,Leicester City,Leicester City
02/04/2022,2021-2022,Leicester City,Draw
07/04/2022,2021-2022,Leicester City,Draw
10/04/2022,2021-2022,Leicester City,Leicester City
14/04/2022,2021-2022,Leicester City,Leicester City
17/04/2022,2021-2022,Leicester City,Newcastle United
20/04/2022,2021-2022,Leicester City,Draw
23/04/2022,2021-2022,Leicester City,Draw
28/04/2022,2021-2022,Leicester City,Draw
01/05/2022,2021-2022,Leicester City,Tottenham Hotspur
05/05/2022,2021-2022,Leicester City,AS Roma
08/05/2022,2021-2022,Leicester City,Everton FC
11/05/2022,2021-2022,Leicester City,Leicester City
15/05/2022,2021-2022,Leicester City,Leicester City
19/05/2022,2021-2022,Leicester City,Draw
22/05/2022,2021-2022,Leicester City,Leicester City
