date,season,team,team_win
20/07/2021,2021-2022,Liverpool FC,Draw
20/07/2021,2021-2022,Liverpool FC,Draw
23/07/2021,2021-2022,Liverpool FC,Liverpool FC
29/07/2021,2021-2022,Liverpool FC,Hertha BSC
05/08/2021,2021-2022,Liverpool FC,Liverpool FC
05/08/2021,2021-2022,Liverpool FC,Liverpool FC
08/08/2021,2021-2022,Liverpool FC,Draw
09/08/2021,2021-2022,Liverpool FC,Liverpool FC
14/08/2021,2021-2022,Liverpool FC,Liverpool FC
21/08/2021,2021-2022,Liverpool FC,Liverpool FC
28/08/2021,2021-2022,Liverpool FC,Draw
12/09/2021,2021-2022,Liverpool FC,Liverpool FC
15/09/2021,2021-2022,Liverpool FC,Liverpool FC
18/09/2021,2021-2022,Liverpool FC,Liverpool FC
21/09/2021,2021-2022,Liverpool FC,Liverpool FC
25/09/2021,2021-2022,Liverpool FC,Draw
28/09/2021,2021-2022,Liverpool FC,Liverpool FC
03/10/2021,2021-2022,Liverpool FC,Draw
16/10/2021,2021-2022,Liverpool FC,Liverpool FC
19/10/2021,2021-2022,Liverpool FC,Liverpool FC
24/10/2021,2021-2022,Liverpool FC,Liverpool FC
27/10/2021,2021-2022,Liverpool FC,Liverpool FC
30/10/2021,2021-2022,Liverpool FC,Draw
03/11/2021,2021-2022,Liverpool FC,Liverpool FC
07/11/2021,2021-2022,Liverpool FC,West Ham United
20/11/2021,2021-2022,Liverpool FC,Liverpool FC
24/11/2021,2021-2022,Liverpool FC,Liverpool FC
27/11/2021,2021-2022,Liverpool FC,Liverpool FC
01/12/2021,2021-2022,Liverpool FC,Liverpool FC
04/12/2021,2021-2022,Liverpool FC,Liverpool FC
07/12/2021,2021-2022,Liverpool FC,Liverpool FC
11/12/2021,2021-2022,Liverpool FC,Liverpool FC
16/12/2021,2021-2022,Liverpool FC,Liverpool FC
19/12/2021,2021-2022,Liverpool FC,Draw
22/12/2021,2021-2022,Liverpool FC,Liverpool FC
28/12/2021,2021-2022,Liverpool FC,Leicester City
02/01/2022,2021-2022,Liverpool FC,Draw
09/01/2022,2021-2022,Liverpool FC,Liverpool FC
13/01/2022,2021-2022,Liverpool FC,Draw
16/01/2022,2021-2022,Liverpool FC,Liverpool FC
20/01/2022,2021-2022,Liverpool FC,Liverpool FC
23/01/2022,2021-2022,Liverpool FC,Liverpool FC
06/02/2022,2021-2022,Liverpool FC,Liverpool FC
10/02/2022,2021-2022,Liverpool FC,Liverpool FC
13/02/2022,2021-2022,Liverpool FC,Liverpool FC
16/02/2022,2021-2022,Liverpool FC,Liverpool FC
19/02/2022,2021-2022,Liverpool FC,Liverpool FC
23/02/2022,2021-2022,Liverpool FC,Liverpool FC
27/02/2022,2021-2022,Liverpool FC,Liverpool FC
02/03/2022,2021-2022,Liverpool FC,Liverpool FC
05/03/2022,2021-2022,Liverpool FC,Liverpool FC
08/03/2022,2021-2022,Liverpool FC,Inter
12/03/2022,2021-2022,Liverpool FC,Liverpool FC
16/03/2022,2021-2022,Liverpool FC,Liverpool FC
20/03/2022,2021-2022,Liverpool FC,Liverpool FC
02/04/2022,2021-2022,Liverpool FC,Liverpool FC
05/04/2022,2021-2022,Liverpool FC,Liverpool FC
10/04/2022,2021-2022,Liverpool FC,Draw
13/04/2022,2021-2022,Liverpool FC,Draw
16/04/2022,2021-2022,Liverpool FC,Liverpool FC
19/04/2022,2021-2022,Liverpool FC,Liverpool FC
24/04/2022,2021-2022,Liverpool FC,Liverpool FC
27/04/2022,2021-2022,Liverpool FC,Liverpool FC
30/04/2022,2021-2022,Liverpool FC,Liverpool FC
03/05/2022,2021-2022,Liverpool FC,Liverpool FC
07/05/2022,2021-2022,Liverpool FC,Draw
10/05/2022,2021-2022,Liverpool FC,Liverpool FC
14/05/2022,2021-2022,Liverpool FC,Liverpool FC
17/05/2022,2021-2022,Liverpool FC,Liverpool FC
22/05/2022,2021-2022,Liverpool FC,Liverpool FC
28/05/2022,2021-2022,Liverpool FC,Real Madrid
