date,season,team,team_win
27/07/2024,2024-2025,Everton FC,Salford City
30/07/2024,2024-2025,Everton FC,Coventry City
03/08/2024,2024-2025,Everton FC,Everton FC
10/08/2024,2024-2025,Everton FC,Draw
17/08/2024,2024-2025,Everton FC,Brighton & Hove Albion
24/08/2024,2024-2025,Everton FC,Tottenham Hotspur
27/08/2024,2024-2025,Everton FC,Everton FC
31/08/2024,2024-2025,Everton FC,AFC Bournemouth
14/09/2024,2024-2025,Everton FC,Aston Villa
17/09/2024,2024-2025,Everton FC,Southampton FC
21/09/2024,2024-2025,Everton FC,Draw
28/09/2024,2024-2025,Everton FC,Everton FC
05/10/2024,2024-2025,Everton FC,Draw
19/10/2024,2024-2025,Everton FC,Everton FC
26/10/2024,2024-2025,Everton FC,Draw
02/11/2024,2024-2025,Everton FC,Southampton FC
09/11/2024,2024-2025,Everton FC,Draw
23/11/2024,2024-2025,Everton FC,Draw
01/12/2024,2024-2025,Everton FC,Manchester United
04/12/2024,2024-2025,Everton FC,Everton FC
14/12/2024,2024-2025,Everton FC,Draw
22/12/2024,2024-2025,Everton FC,Draw
26/12/2024,2024-2025,Everton FC,Draw
29/12/2024,2024-2025,Everton FC,Nottingham Forest
04/01/2025,2024-2025,Everton FC,AFC Bournemouth
09/01/2025,2024-2025,Everton FC,Everton FC
15/01/2025,2024-2025,Everton FC,Aston Villa
19/01/2025,2024-2025,Everton FC,Everton FC
25/01/2025,2024-2025,Everton FC,Everton FC
01/02/2025,2024-2025,Everton FC,Everton FC
08/02/2025,2024-2025,Everton FC,AFC Bournemouth
12/02/2025,2024-2025,Everton FC,Draw
15/02/2025,2024-2025,Everton FC,Everton FC
22/02/2025,2024-2025,Everton FC,Draw
26/02/2025,2024-2025,Everton FC,Draw
08/03/2025,2024-2025,Everton FC,Draw
15/03/2025,2024-2025,Everton FC,Draw
02/04/2025,2024-2025,Everton FC,Liverpool FC
05/04/2025,2024-2025,Everton FC,Draw
12/04/2025,2024-2025,Everton FC,Everton FC
19/04/2025,2024-2025,Everton FC,Manchester City
26/04/2025,2024-2025,Everton FC,Chelsea FC
03/05/2025,2024-2025,Everton FC,Draw
10/05/2025,2024-2025,Everton FC,Everton FC
18/05/2025,2024-2025,Everton FC,Everton FC
25/05/2025,2024-2025,Everton FC,Everton FC
