date,season,team,team_win
20/07/2024,2024-2025,AFC Bournemouth,Draw
25/07/2024,2024-2025,AFC Bournemouth,Arsenal FC
04/08/2024,2024-2025,AFC Bournemouth,AFC Bournemouth
10/08/2024,2024-2025,AFC Bournemouth,AFC Bournemouth
17/08/2024,2024-2025,AFC Bournemouth,Draw
25/08/2024,2024-2025,AFC Bournemouth,Draw
28/08/2024,2024-2025,AFC Bournemouth,West Ham United
31/08/2024,2024-2025,AFC Bournemouth,AFC Bournemouth
14/09/2024,2024-2025,AFC Bournemouth,Chelsea FC
21/09/2024,2024-2025,AFC Bournemouth,Liverpool FC
30/09/2024,2024-2025,AFC Bournemouth,AFC Bournemouth
05/10/2024,2024-2025,AFC Bournemouth,Leicester City
19/10/2024,2024-2025,AFC Bournemouth,AFC Bournemouth
26/10/2024,2024-2025,AFC Bournemouth,Draw
02/11/2024,2024-2025,AFC Bournemouth,AFC Bournemouth
09/11/2024,2024-2025,AFC Bournemouth,Brentford FC
23/11/2024,2024-2025,AFC Bournemouth,Brighton & Hove Albion
30/11/2024,2024-2025,AFC Bournemouth,AFC Bournemouth
05/12/2024,2024-2025,AFC Bournemouth,AFC Bournemouth
08/12/2024,2024-2025,AFC Bournemouth,AFC Bournemouth
16/12/2024,2024-2025,AFC Bournemouth,Draw
22/12/2024,2024-2025,AFC Bournemouth,AFC Bournemouth
26/12/2024,2024-2025,AFC Bournemouth,Draw
29/12/2024,2024-2025,AFC Bournemouth,Draw
04/01/2025,2024-2025,AFC Bournemouth,AFC Bournemouth
11/01/2025,2024-2025,AFC Bournemouth,AFC Bournemouth
14/01/2025,2024-2025,AFC Bournemouth,Draw
18/01/2025,2024-2025,AFC Bournemouth,AFC Bournemouth
25/01/2025,2024-2025,AFC Bournemouth,AFC Bournemouth
01/02/2025,2024-2025,AFC Bournemouth,Liverpool FC
08/02/2025,2024-2025,AFC Bournemouth,AFC Bournemouth
15/02/2025,2024-2025,AFC Bournemouth,AFC Bournemouth
22/02/2025,2024-2025,AFC Bournemouth,Wolverhampton Wanderers
25/02/2025,2024-2025,AFC Bournemouth,Brighton & Hove Albion
01/03/2025,2024-2025,AFC Bournemouth,AFC Bournemouth
09/03/2025,2024-2025,AFC Bournemouth,Draw
15/03/2025,2024-2025,AFC Bournemouth,Brentford FC
30/03/2025,2024-2025,AFC Bournemouth,Manchester City
02/04/2025,2024-2025,AFC Bournemouth,Ipswich Town
05/04/2025,2024-2025,AFC Bournemouth,Draw
14/04/2025,2024-2025,AFC Bournemouth,AFC Bournemouth
19/04/2025,2024-2025,AFC Bournemouth,Draw
27/04/2025,2024-2025,AFC Bournemouth,Draw
03/05/2025,2024-2025,AFC Bournemouth,AFC Bournemouth
10/05/2025,2024-2025,AFC Bournemouth,Aston Villa
20/05/2025,2024-2025,AFC Bournemouth,Manchester City
25/05/2025,2024-2025,AFC Bournemouth,AFC Bournemouth
